ZONE,X_COORD,Y_COORD,Z_COORD,AREA_TYPE,NOTES
22150,782151.3,3320207.1,0,8,0
22160,781610,3320559.9,0,8,0
22170,781720.3,3321195.1,0,8,0
22180,782926.5,3320901.1,0,8,0
22190,783015,3320154.2,0,8,0
22200,783514.4,3320302.6,0,8,0
22210,783669.1,3319715.8,0,8,0
22220,784145.8,3320066.3,0,8,0
22230,784751.2,3320281.2,0,8,0
22240,784838.7,3321254.4,0,8,0
22250,784124.9,3321065.8,0,8,0
22260,783384.8,3321164.1,0,8,0
22270,783364.6,3321662.8,0,8,0
22280,784190.3,3322047.9,0,8,0
22290,784818.1,3322229.1,0,8,0
22300,784274.4,3323282.6,0,8,0
22310,784538.7,3324601.1,0,8,0
22320,783887.5,3324661.6,0,8,0
22330,783070.1,3324191.8,0,8,0
22340,783273.6,3322771.5,0,8,0
22350,782792.2,3322341.4,0,8,0
22360,782279.7,3321873.1,0,8,0
22370,781517.3,3321867.4,0,8,0
22380,781865,3323048.1,0,8,0
22390,781931.6,3324165.9,0,8,0
22400,778743,3324913.1,0,8,0
22410,779535.6,3324939.2,0,8,0
22420,780586.7,3325015.8,0,8,0
22430,781912.6,3325216.6,0,8,0
22440,782832.7,3325509.9,0,8,0
22450,783320.4,3326000.1,0,8,0
22460,783862.7,3325643.1,0,8,0
22470,784842.9,3325942.7,0,8,0
22480,784971.2,3325068.5,0,8,0
22490,785505.3,3324818.5,0,8,0
22500,785780.7,3323669.1,0,8,0
22510,785100.6,3323440.4,0,8,0
22520,785335.1,3322575.4,0,8,0
22530,785956.6,3323038.5,0,8,0
22540,786501.3,3321908,0,8,0
22550,785774.3,3322127.2,0,8,0
22560,785386.7,3321671.1,0,8,0
22570,786118.7,3321228.1,0,8,0
22580,787073.1,3321574.9,0,8,0
22590,786728.1,3323179.3,0,8,0
22600,786242.8,3324662.9,0,8,0
22610,786739.2,3324834.3,0,8,0
22620,789565.7,3334961.5,0,8,0
22630,787196.1,3325906.4,0,8,0
22640,787469,3325113.2,0,8,0
22650,787706.9,3324184.9,0,8,0
22660,789044.4,3324418.9,0,8,0
22670,788517.8,3325206.7,0,8,0
22680,788207,3325697.8,0,8,0
22690,788124.4,3326296.5,0,8,0
22700,790068.4,3327737.5,0,8,0
22710,789234.4,3326786.3,0,8,0
22720,789389.7,3326085.9,0,8,0
22730,789929.8,3325542.9,0,8,0
22740,790753.3,3324777.3,0,8,0
22750,791971.8,3325046.9,0,8,0
22760,791101.6,3325562.7,0,8,0
22770,791728.6,3325831.2,0,8,0
22780,791120.1,3326244.5,0,8,0
22790,790760.2,3326800.1,0,8,0
22800,790378.9,3327409.6,0,8,0
22810,792047.1,3328977.8,0,8,0
22820,791687.5,3328201.1,0,8,0
22830,792099.5,3327600.6,0,8,0
22840,792622.1,3326931.2,0,8,0
22850,793241.3,3326192,0,8,0
22860,792984.4,3325313.5,0,8,0
22870,793965.8,3325547.7,0,8,0
22880,794867.2,3326040.5,0,8,0
22890,794463.5,3326659.9,0,8,0
22900,794350.2,3327928.9,0,8,0
22910,793951.5,3328951.6,0,8,0
22920,793176.2,3329301.1,0,8,0
22930,793775.1,3330366.7,0,8,0
22940,794412.8,3330361.9,0,8,0
22950,798726.8,3336701.3,0,8,0
22960,804606.2,3338765.4,0,8,0
22970,800858.8,3335889.8,0,8,0
22980,801109.1,3332288.5,0,8,0
22990,799012.6,3333953.2,0,8,0
23000,798880.6,3331831.7,0,8,0
23010,797797.2,3329415.3,0,8,0
23020,796089.2,3329812.4,0,8,0
23030,795584.7,3326888.9,0,8,0
23040,797038,3327243.5,0,8,0
23050,799758.6,3328530.6,0,8,0
23090,803126.2,3328307.9,0,8,0
23100,799048.9,3325599.3,0,8,0
23110,796949,3325238.9,0,8,0
23120,793781.2,3324727.7,0,8,0
23130,793628.1,3323822.6,0,8,0
23140,788821.8,3323677.4,0,8,0
23150,787262.2,3322461.6,0,8,0
23160,790181.8,3323058.3,0,8,0
23170,791197.3,3321573.7,0,8,0
23180,787202,3319559.1,0,8,0
23190,788398.6,3319380.1,0,8,0
23200,788728.5,3317718,0,8,0
23210,787973.9,3318512.2,0,8,0
23220,788000.3,3317876.4,0,8,0
23230,788147.6,3317275.7,0,8,0
23240,787762.9,3317188,0,8,0
23250,787134.7,3317910,0,8,0
23260,787922.3,3316572.8,0,8,0
23270,786490,3316699.2,0,8,0
23280,785990.3,3315874.3,0,8,0
23290,785305.6,3316531.4,0,8,0
23300,786133.6,3317416,0,8,0
23310,784699.4,3317081.6,0,8,0
23330,784488.2,3316501.7,0,8,0
23340,785421.9,3315164.9,0,8,0
23350,787150.4,3313697,0,8,0
23360,788125.8,3312631.9,0,8,0
23370,788995.7,3311874,0,8,0
23380,789165.3,3312961.2,0,8,0
23390,788586.4,3313113.9,0,8,0
23400,788533.4,3313861.7,0,8,0
23410,787357.5,3315060.1,0,8,0
23420,787621.4,3316133.4,0,8,0
23430,789252.7,3315494.2,0,8,0
23440,789146.5,3314550.2,0,8,0
23450,789636.4,3313471.4,0,8,0
23460,789908.6,3312270.2,0,8,0
23470,790357.7,3311391.3,0,8,0
23480,790495.8,3312375.9,0,8,0
23490,790942.1,3312579.8,0,8,0
23500,790692.6,3313841.1,0,8,0
23510,791837.5,3313727.1,0,8,0
23520,795916.8,3311821.2,0,8,0
23580,779901.1,3333842.9,0,8,0
23590,804844.6,3333380.3,0,8,0
23601,810788.2,3335838.3,0,8,0
23602,816227.5,3335227.7,0,8,0
23610,802193.7,3324911,0,8,0
35110,792119.3,3300093.6,0,8,0
35130,806964.2,3278174.4,0,8,0
35210,792884.2,3309595,0,8,0
35220,788065,3309026.6,0,8,0
35230,789628.6,3306989.7,0,8,0
35240,790489.3,3306086.8,0,8,0
35250,791370.2,3306696.7,0,8,0
35310,788011.1,3304009.8,0,8,0
35330,786457,3301404.2,0,8,0
35410,802447.2,3279196.7,0,8,0
35420,788341,3294691.3,0,8,0
35430,814195.7,3271584.7,0,8,0
35510,818422.9,3266574.2,0,8,0
35520,819735.6,3266761.7,0,8,0
35530,823152.5,3263687.1,0,8,0
35610,828477.1,3260248.1,0,8,0
35620,831905.1,3254538.1,0,8,0
35710,835503,3253037.6,0,8,0
35720,838823.2,3251550.9,0,8,0
35730,842892.2,3251335.3,0,8,0
35740,837295,3252016.3,0,8,0
35820,848423,3250970.7,0,8,0
35830,852824.3,3246087.6,0,8,0
44010,789725.6,3318937.6,0,8,0
44020,790398.1,3318673.5,0,8,0
44030,789359.4,3318049.4,0,8,0
44040,790034.6,3317719.1,0,8,0
44050,789120.6,3317436.1,0,8,0
44060,788783.4,3316710.8,0,8,0
44070,789792.6,3316423.3,0,8,0
44080,790480.1,3316339.8,0,8,0
44090,791590.6,3315433.5,0,8,0
44100,793288.6,3315808.9,0,8,0
44110,792546,3316163.4,0,8,0
44120,791714.7,3316634.7,0,8,0
44130,791016.9,3316808.5,0,8,0
44140,790872.3,3317281.1,0,8,0
44150,791495.4,3318237.7,0,8,0
44160,792443.5,3317702.2,0,8,0
44170,793010.4,3317309.8,0,8,0
44180,793805.1,3317088,0,8,0
44191,794981.6,3316684,0,8,0
44192,796881.7,3316293.5,0,8,0
44200,795232,3315409.1,0,8,0
44210,793872.8,3314735.5,0,8,0
44220,797321.9,3313677.2,0,8,0
44230,797722.8,3314506.2,0,8,0
44240,799236.7,3312736.7,0,8,0
44250,798742.1,3312004.4,0,8,0
44260,799353.4,3309321.7,0,8,0
44270,800340.3,3310332.8,0,8,0
44280,801262.1,3308764.3,0,8,0
44290,833567.8,3308310.4,0,8,0
44300,800794.1,3307472.1,0,8,0
44310,801113.9,3310982.8,0,8,0
44320,800068.8,3313184.9,0,8,0
44330,798553.8,3315218.9,0,8,0
44340,799372.5,3318290,0,8,0
44350,803089.9,3308663.6,0,8,0
44360,804376.9,3307542,0,8,0
44380,807392.9,3308966.1,0,8,0
44390,808420.2,3307662.1,0,8,0
50110,744988,3323662.9,0,8,0
50190,747230.7,3322884.9,0,8,0
52111,760294.8,3318329.3,0,8,0
52112,761025.7,3320627.9,0,8,0
52120,759476.1,3316899.2,0,8,0
52210,757761.7,3316229.6,0,8,0
52220,755531.1,3316109,0,8,0
52310,755500.1,3318600,0,8,0
52320,753040.1,3318400.6,0,8,0
52330,751995.9,3317988.1,0,8,0
52340,753231.1,3316364.7,0,8,0
52410,751670.1,3321244,0,8,0
52420,750518.4,3320860.1,0,8,0
52430,751591.7,3319343.5,0,8,0
52510,749764.3,3322400.6,0,8,0
52520,749231.6,3322871.7,0,8,0
52530,748666.6,3321883.8,0,8,0
52540,749441,3321342.2,0,8,0
52610,742124.2,3321968.5,0,8,0
52710,750437,3314981.2,0,8,0
52720,749937.1,3318119.4,0,8,0
52730,747672.6,3319204,0,8,0
52810,753500,3314091.3,0,8,0
52820,751844.1,3311880,0,8,0
52830,751320.4,3309311.4,0,8,0
52910,756578.4,3314104.8,0,8,0
52920,755293.5,3314320.6,0,8,0
52930,754376,3312569.8,0,8,0
52940,756294.7,3312853.4,0,8,0
53010,761947.3,3316169.9,0,8,0
53020,760332.3,3314252.1,0,8,0
53110,760577.6,3309375.4,0,8,0
53120,756384.7,3311305.9,0,8,0
53130,755059.3,3310852.2,0,8,0
53140,754293.8,3311198.9,0,8,0
53205,749132.7,3305408.1,0,8,0
53210,744625.1,3305617.4,0,8,0
53220,746381.2,3305679.3,0,8,0
53230,747024.1,3303291.5,0,8,0
53240,746384.4,3299887.3,0,8,0
53260,750627.5,3299758.8,0,8,0
60010,766891.9,3386115,0,8,0
60020,768601.5,3385539.1,0,8,0
60030,770526.2,3385386.2,0,8,0
60040,772211.6,3384977.7,0,8,0
60050,773913.8,3385142.2,0,8,0
60060,777517,3384365.2,0,8,0
60070,781292.7,3385465.2,0,8,0
60080,783053.1,3384229.2,0,8,0
60090,764952.7,3382697.1,0,8,0
60100,768256.4,3380590.2,0,8,0
60110,766608.5,3384704.1,0,8,0
60120,768273,3382908.3,0,8,0
60130,770286.3,3381471.1,0,8,0
60140,772539.3,3382500.6,0,8,0
60160,775494.5,3382056.2,0,8,0
60170,778316.7,3381582.9,0,8,0
60180,779847.7,3382427.2,0,8,0
60190,781472.7,3383096.6,0,8,0
60210,785455,3385509.5,0,8,0
60220,788635.2,3384026,0,8,0
60230,791570.3,3385112,0,8,0
60240,793852.6,3385341.5,0,8,0
60250,786137.6,3382271.1,0,8,0
60260,787746.3,3382336.7,0,8,0
60270,789786.6,3380815,0,8,0
60300,766036.5,3379326.5,0,8,0
60320,772922,3377511.8,0,8,0
60330,774317.7,3379409.8,0,8,0
60340,777970.1,3378809,0,8,0
60350,779631.1,3379846.9,0,8,0
60360,781697.6,3379438.6,0,8,0
60370,783357.4,3379239,0,8,0
60380,785075.5,3380266.9,0,8,0
60390,786772.1,3380935.6,0,8,0
60400,788039.2,3381131.5,0,8,0
60410,791997.9,3380744.9,0,8,0
60450,776192.1,3377764.8,0,8,0
60480,782361.5,3377604.7,0,8,0
60490,783323.6,3376824.6,0,8,0
60500,785487.5,3377872.6,0,8,0
60510,788123.9,3379075.4,0,8,0
60520,764977,3375928.8,0,8,0
60530,767637.7,3375833.6,0,8,0
60540,771064.8,3375913.4,0,8,0
60570,772566.4,3374607.9,0,8,0
60580,774682.1,3375398,0,8,0
60590,775376.4,3376330.8,0,8,0
60600,777101.9,3376698.6,0,8,0
60610,778169,3376495.3,0,8,0
60620,778610.5,3376653.9,0,8,0
60630,779025.8,3377004.4,0,8,0
60640,779652.2,3376565.7,0,8,0
60650,780430.5,3376631.8,0,8,0
60660,781839,3376386.7,0,8,0
60670,776993.1,3375466.6,0,8,0
60680,777775.3,3375809.6,0,8,0
60690,778503,3375887.7,0,8,0
60700,779101.5,3375554.4,0,8,0
60710,778274.9,3375387.4,0,8,0
60720,778787.4,3375233.6,0,8,0
60750,776809,3374627.7,0,8,0
60760,777881.7,3374903.8,0,8,0
60770,778656.9,3374626.7,0,8,0
60780,779183.5,3373888.1,0,8,0
60790,779832,3375099.6,0,8,0
60800,780317.7,3374208.8,0,8,0
60810,781596.5,3375137.1,0,8,0
60820,783340.9,3375686.6,0,8,0
60830,784097.6,3375350.7,0,8,0
60840,786024.7,3376191.7,0,8,0
60850,785840.8,3375057.4,0,8,0
60860,788868.9,3377099.1,0,8,0
60870,791812.4,3378118,0,8,0
60880,790863.2,3375139,0,8,0
60890,794844.4,3375327.7,0,8,0
60900,801440.6,3374667.7,0,8,0
60910,804239.9,3373828,0,8,0
60920,809870.3,3370394.2,0,8,0
60930,765902.1,3372809.1,0,8,0
60940,767451.1,3372212.9,0,8,0
60950,769989.5,3373498,0,8,0
60960,769897.3,3372325.8,0,8,0
60970,773232.4,3373112,0,8,0
60980,772549.2,3372009.3,0,8,0
60990,775834.8,3373777.6,0,8,0
61000,776101.7,3372309.8,0,8,0
61010,777563.4,3373103.5,0,8,0
61020,782107.3,3373882.6,0,8,0
61030,783634.3,3374437.1,0,8,0
61040,785417.9,3373975.7,0,8,0
61050,788855.1,3374114.3,0,8,0
61060,794902.4,3372354.8,0,8,0
61070,797011.1,3371910.4,0,8,0
61080,799541.7,3373191.3,0,8,0
61090,800042.6,3371174.9,0,8,0
61100,802341.7,3370587.6,0,8,0
61110,803729.9,3371274.7,0,8,0
61120,806706.8,3370926.2,0,8,0
61130,767418.8,3370775,0,8,0
61140,769649.5,3370317.1,0,8,0
61150,771219.4,3370613.1,0,8,0
61160,772963.4,3370618.6,0,8,0
61170,775264.3,3369590.8,0,8,0
61180,778004.3,3372021,0,8,0
61190,779464.4,3372958.6,0,8,0
61200,779063.8,3371319.8,0,8,0
61210,781575.6,3372940.3,0,8,0
61220,781145,3371636.2,0,8,0
61230,783122.2,3373132.4,0,8,0
61240,783584.9,3372623.5,0,8,0
61250,782768.7,3371271.8,0,8,0
61260,786572.1,3371528.9,0,8,0
61270,794657.9,3370026.7,0,8,0
61280,796776.9,3367949.1,0,8,0
61290,800497.3,3368532,0,8,0
61300,806858.1,3367280.7,0,8,0
61310,810989.3,3370405.1,0,8,0
61320,809977.6,3367221.2,0,8,0
61330,766060.2,3368756.7,0,8,0
61340,767643.7,3367044.3,0,8,0
61350,771108.5,3366683.7,0,8,0
61360,771779.6,3368701.8,0,8,0
61370,774733.8,3367991.5,0,8,0
61380,776873.9,3367583.8,0,8,0
61390,778468.4,3369923.6,0,8,0
61400,778956.3,3368304.1,0,8,0
61410,780994.6,3370070.3,0,8,0
61420,781105.3,3369192.7,0,8,0
61430,783247.1,3369931.5,0,8,0
61440,785026.1,3369987.1,0,8,0
61450,785873.3,3368136.9,0,8,0
61460,788644.6,3368208.7,0,8,0
61470,792296.3,3368349.1,0,8,0
61480,801659.5,3366773,0,8,0
61490,804806.2,3365845.4,0,8,0
61500,766033.3,3364503.7,0,8,0
61510,775325.7,3365059.3,0,8,0
61520,776620.9,3366405.1,0,8,0
61530,777784.9,3366103.4,0,8,0
61540,778869.9,3366861,0,8,0
61550,781729.4,3367538,0,8,0
61570,783901.7,3367262.5,0,8,0
61580,785114.8,3366778.5,0,8,0
61610,789808.5,3366204,0,8,0
61620,792596.9,3366911.4,0,8,0
61630,778329.1,3364713.8,0,8,0
61640,778561.3,3363446.7,0,8,0
61650,779120.3,3365568,0,8,0
61660,780055.8,3365203.7,0,8,0
61670,781816.4,3365803.8,0,8,0
61690,785727,3365683.9,0,8,0
61700,780425.7,3364256.1,0,8,0
61710,782297.8,3364527.6,0,8,0
61720,779921.3,3363720.4,0,8,0
61730,779831.2,3362958.6,0,8,0
61740,780706.1,3363278.6,0,8,0
61750,780488.1,3362649.3,0,8,0
61760,782361.6,3363568.6,0,8,0
61770,781943.7,3363310.7,0,8,0
61780,781421,3362880,0,8,0
61790,781049.8,3362297,0,8,0
61800,782758.8,3363463.3,0,8,0
61810,782491.8,3362976.3,0,8,0
61820,782123.3,3362499.6,0,8,0
61830,781757.3,3361893.2,0,8,0
61840,783976,3364628.5,0,8,0
61850,784257.9,3363817.9,0,8,0
61860,786818.3,3364818.4,0,8,0
61880,788776.7,3364378.4,0,8,0
61890,793547.1,3365467,0,8,0
61900,795060.1,3363197.8,0,8,0
61910,796774,3364092.2,0,8,0
61920,798415.1,3363587.6,0,8,0
61940,801525.7,3364222.7,0,8,0
61950,803067.8,3364602.7,0,8,0
61980,809068.4,3365417.5,0,8,0
61990,811845.2,3365438.5,0,8,0
62000,783125.4,3361746.4,0,8,0
62010,783954.9,3362486.5,0,8,0
62020,785632.9,3363238.8,0,8,0
62040,791086.7,3364061,0,8,0
62050,785451.5,3359872.8,0,8,0
62060,785599.9,3361725.8,0,8,0
62070,786574.8,3361841.9,0,8,0
62080,787839.5,3362584.4,0,8,0
62090,789599.6,3361737.9,0,8,0
62100,792849.4,3361894,0,8,0
62110,794478.3,3361256,0,8,0
62120,799652.3,3361928.7,0,8,0
62130,801733.1,3362072.9,0,8,0
62140,804350.7,3363433,0,8,0
62150,806410.7,3362448.3,0,8,0
62160,808329.2,3362687.6,0,8,0
62170,810812.8,3362353.8,0,8,0
62180,812016.9,3364258.6,0,8,0
62190,812641.8,3363068.4,0,8,0
62200,783045.2,3368655.7,0,8,0
62210,814838.4,3361910.2,0,8,0
62220,788442.4,3361336.4,0,8,0
62230,790553.5,3361420.7,0,8,0
62250,796695.6,3360119.9,0,8,0
62260,799444.4,3360327.5,0,8,0
62270,802265.5,3360860.9,0,8,0
62280,802992.7,3359428.3,0,8,0
62290,804509.4,3360080,0,8,0
62300,805511.2,3360612.3,0,8,0
62310,807254.9,3358858.6,0,8,0
62320,807733.1,3360355.9,0,8,0
62330,809089.2,3359463.5,0,8,0
62350,812065.1,3360297.9,0,8,0
62360,810431.8,3358973.8,0,8,0
62370,811957.8,3358575.6,0,8,0
62380,813053.9,3360772.7,0,8,0
62390,813263.9,3357997.3,0,8,0
62400,813971,3358670.4,0,8,0
62410,816000.6,3357833.2,0,8,0
62420,788415.7,3359090.3,0,8,0
62430,788892.4,3360094.1,0,8,0
62440,790929.8,3359699.2,0,8,0
62450,792453.3,3358954.9,0,8,0
62460,792631.4,3359750.5,0,8,0
62470,793947.2,3359626.2,0,8,0
62480,794892.6,3359967.5,0,8,0
62490,795443.4,3358526.3,0,8,0
62500,796803.6,3358175.6,0,8,0
62510,798626.1,3358513.8,0,8,0
62520,801535.5,3357831.9,0,8,0
62540,803685.4,3357769.6,0,8,0
62550,804851.8,3357306,0,8,0
62560,805867.4,3357015.9,0,8,0
62570,807942.2,3357011.9,0,8,0
62580,809893.3,3357106.4,0,8,0
62590,811489.6,3357030,0,8,0
62600,812383,3356286.4,0,8,0
62610,814018,3355982.1,0,8,0
62630,816489,3355077.9,0,8,0
62640,790835.1,3355315.2,0,8,0
62650,792031.2,3358515.7,0,8,0
62660,791729.8,3358033,0,8,0
62670,793469,3358008.5,0,8,0
62680,793357.8,3356607,0,8,0
62690,794242.9,3357478.4,0,8,0
62700,794152.2,3357140.6,0,8,0
62710,795187.6,3357574.3,0,8,0
62720,795090.3,3357084.1,0,8,0
62730,794790.2,3356273.9,0,8,0
62740,796607.3,3356940.5,0,8,0
62750,798988.9,3357543.9,0,8,0
62760,798600.1,3356658,0,8,0
62770,801172.9,3356454.4,0,8,0
62780,803708.6,3356415.1,0,8,0
62790,803337,3355152.4,0,8,0
62800,804788.6,3355328.5,0,8,0
62810,805774.1,3355879.8,0,8,0
62820,806983.6,3355318.5,0,8,0
62830,807889.6,3356105,0,8,0
62840,808184,3355099,0,8,0
62850,809558,3355956.2,0,8,0
62860,810861.2,3356234.3,0,8,0
62870,810344,3355413.8,0,8,0
62880,811241.5,3355152.5,0,8,0
62890,812311.6,3355213.3,0,8,0
62910,814941.9,3354614.2,0,8,0
62930,792569.3,3354907.2,0,8,0
62940,793946.9,3354920.1,0,8,0
62950,796012.7,3355592.3,0,8,0
62960,797584,3355017.2,0,8,0
62970,800011.4,3354636.6,0,8,0
62990,801015.2,3355810.8,0,8,0
63000,802106.2,3354619.3,0,8,0
63020,804610.7,3353691.7,0,8,0
63030,806425.8,3354382.5,0,8,0
63040,808312.7,3354061.6,0,8,0
63050,809207.4,3354571.4,0,8,0
63060,809870,3354532.1,0,8,0
63070,809801.4,3354095.3,0,8,0
63080,810424.3,3354362.8,0,8,0
63090,811265.6,3354300.7,0,8,0
63100,812034.2,3354068.1,0,8,0
63110,813264.9,3354374.9,0,8,0
63120,813042.4,3353401.2,0,8,0
63130,814649.6,3353271.6,0,8,0
63140,797350,3352475.5,0,8,0
63180,802758.7,3352913.9,0,8,0
63190,803191,3351605.4,0,8,0
63200,805564.3,3354123.3,0,8,0
63210,805258.5,3352290.4,0,8,0
63220,806430.2,3353091.1,0,8,0
63230,807253.8,3353037.3,0,8,0
63240,808123.6,3352579.8,0,8,0
63250,809545.6,3353512.1,0,8,0
63260,810233.5,3353542.6,0,8,0
63270,809389.4,3352894,0,8,0
63280,807950.4,3350254.3,0,8,0
63290,809555.9,3351895.2,0,8,0
63300,810347.1,3352496.2,0,8,0
63310,811371.9,3353007.5,0,8,0
63320,812891.2,3352211.5,0,8,0
63330,814374.5,3351436.3,0,8,0
63340,817332.1,3353019.1,0,8,0
63350,815759.7,3348145.9,0,8,0
63360,818669.2,3350647.8,0,8,0
63370,805113.3,3349946,0,8,0
63380,809142.6,3351024.1,0,8,0
63390,809846.5,3350688.8,0,8,0
63400,810656.5,3351085.6,0,8,0
63410,811307.8,3351617.4,0,8,0
63420,811009.9,3350206.4,0,8,0
63430,812808.9,3350424.4,0,8,0
63440,811346.2,3347375.2,0,8,0
63460,809355,3349215.7,0,8,0
63470,807865.4,3347728.2,0,8,0
63490,814534.9,3344421.8,0,8,0
63500,819366.7,3344699.4,0,8,0
63510,791142.4,3370759.3,0,8,0
65001,739622,3382792,0,8,0
65002,678224,3368822,0,8,0
65003,741034,3298513,0,8,0
65004,817493,3375740,0,8,0
65010,822132,3356892,0,8,0
