ZONE,X_COORD,Y_COORD,Z_COORD,AREA_TYPE,NOTES
239,676035.5,3378899.8,0,8,0
240,675123.4,3378617.2,0,8,0
241,675237.8,3379924,0,8,0
242,675923.6,3381327.3,0,8,0
243,677867.9,3381364.2,0,8,0
244,678642,3383180,0,8,0
245,676629.7,3383067.8,0,8,0
246,676573.6,3384670,0,8,0
247,678502.6,3384552.3,0,8,0
248,678772.9,3385545.5,0,8,0
249,676586.4,3386199.1,0,8,0
250,680321.5,3383301.9,0,8,0
251,681153.4,3385138.3,0,8,0
252,683419.3,3384678.7,0,8,0
253,683968.9,3382770.7,0,8,0
254,686062,3383356.3,0,8,0
255,685840.1,3385389.8,0,8,0
256,687831.8,3387422.1,0,8,0
257,690184.1,3386946.8,0,8,0
258,685922.5,3388415.4,0,8,0
259,683600.5,3389223.1,0,8,0
260,681785.7,3388573.9,0,8,0
261,678930.4,3387462,0,8,0
262,676806.2,3387704.2,0,8,0
263,677154.4,3389759.9,0,8,0
264,679414.4,3389788.3,0,8,0
265,680353.4,3391460.5,0,8,0
266,678305.9,3391603,0,8,0
267,678459,3393940.2,0,8,0
268,681058.1,3393815.8,0,8,0
269,680405.8,3397447.8,0,8,0
270,678440.6,3396976.2,0,8,0
271,674947.1,3397192.5,0,8,0
272,675664.2,3394950.7,0,8,0
273,676580,3392551.9,0,8,0
274,677014.3,3393020.1,0,8,0
275,675281.7,3393432.4,0,8,0
276,673788.8,3393523.7,0,8,0
277,672869.7,3392893.1,0,8,0
278,674554.5,3391424.9,0,8,0
279,676087.3,3391596.1,0,8,0
280,676714.4,3391722.4,0,8,0
281,676285.1,3390480.5,0,8,0
282,675875.5,3388214.5,0,8,0
283,674140.6,3389176.5,0,8,0
284,670809.5,3390686.6,0,8,0
285,666538.8,3386608.9,0,8,0
286,671188.7,3387346.9,0,8,0
287,673203.2,3386828.7,0,8,0
288,674917.4,3386697.2,0,8,0
289,674855.9,3384344.4,0,8,0
290,673017.4,3384320.3,0,8,0
291,673629.6,3382382.6,0,8,0
292,674114.3,3381045.2,0,8,0
293,669105.6,3379062.2,0,8,0
294,672652.2,3380236.9,0,8,0
295,674273.7,3379398.8,0,8,0
296,673023.2,3378563,0,8,0
297,669242.2,3376215.7,0,8,0
298,672401.2,3374872,0,8,0
299,670379.8,3374366.3,0,8,0
300,668470.6,3374239.9,0,8,0
301,666786.3,3372830.8,0,8,0
302,666673.3,3370811,0,8,0
303,669705.1,3371600.7,0,8,0
304,672360.2,3372590.6,0,8,0
305,672468.1,3370946.2,0,8,0
306,671456.4,3370850.3,0,8,0
307,672561.8,3369587.8,0,8,0
308,671311.5,3369774.9,0,8,0
309,667082,3368419.6,0,8,0
310,672571.9,3368266.1,0,8,0
311,667556.4,3365444.1,0,8,0
312,696039,3385261.1,0,8,0
313,697050.8,3382134.9,0,8,0
314,695500.6,3380146.4,0,8,0
315,694944.8,3378641.1,0,8,0
316,696546.9,3377930.6,0,8,0
317,697472.6,3378908.5,0,8,0
318,699253.6,3378502.1,0,8,0
319,700422.3,3378140.6,0,8,0
320,701149.3,3378208.1,0,8,0
321,701983.2,3377417,0,8,0
322,703892.9,3378324.4,0,8,0
323,706363.7,3378081.3,0,8,0
324,705598.6,3375933.7,0,8,0
325,706420.1,3374182.4,0,8,0
326,703762,3371798.8,0,8,0
327,703685.3,3373574.8,0,8,0
328,703462.4,3375537.6,0,8,0
329,700431.2,3374895.5,0,8,0
330,698890.3,3375409.5,0,8,0
331,697998.4,3375545.3,0,8,0
332,697106.7,3376765.2,0,8,0
333,695183.1,3376620.5,0,8,0
334,695310.4,3374954.1,0,8,0
335,695972,3375206.4,0,8,0
336,696782.2,3375786.2,0,8,0
337,696774.3,3374965.2,0,8,0
338,696634.5,3374329.5,0,8,0
339,695955.7,3374185,0,8,0
340,694484.5,3372998.1,0,8,0
341,695281,3373096.2,0,8,0
342,695882.5,3372918.1,0,8,0
343,696752.5,3373714.3,0,8,0
344,697607.8,3373890.1,0,8,0
345,698838.9,3372971.2,0,8,0
346,701046.4,3373271,0,8,0
347,701363.9,3370687.5,0,8,0
348,698896.5,3371500.3,0,8,0
349,697483.2,3372407.2,0,8,0
350,696614.4,3372735.5,0,8,0
351,695570,3371886.4,0,8,0
352,693992.3,3371149.5,0,8,0
353,695369.7,3371072.5,0,8,0
354,696611.2,3371642.2,0,8,0
355,694946.4,3368046.4,0,8,0
356,695591.1,3369562,0,8,0
357,696802.1,3370431.8,0,8,0
358,698253.5,3369991.7,0,8,0
359,699560.9,3370694.9,0,8,0
360,699472.8,3368969.1,0,8,0
361,701756.5,3366553.9,0,8,0
362,699312.8,3366160,0,8,0
363,696772.8,3368466.8,0,8,0
364,698485.7,3363574.8,0,8,0
391,696570.4,3357479.1,0,8,0
392,693217,3355519.5,0,8,0
393,696478.8,3354921.5,0,8,0
394,699020,3355061.8,0,8,0
395,700664.2,3355415.6,0,8,0
396,702564.4,3357396.3,0,8,0
397,703992.5,3354819.5,0,8,0
398,703215,3351365.3,0,8,0
399,703253,3350139.9,0,8,0
400,703302.3,3348516,0,8,0
401,706963.9,3348262.1,0,8,0
402,707553.9,3352300.4,0,8,0
403,703553.8,3346020.1,0,8,0
404,702472.4,3344720.5,0,8,0
405,706491.6,3345379.8,0,8,0
406,704780.2,3342154.5,0,8,0
407,707410.9,3339788.8,0,8,0
408,705917.8,3338318.9,0,8,0
409,702064.6,3340107.3,0,8,0
410,701992,3342509.6,0,8,0
411,697441.5,3341022.3,0,8,0
412,699222.6,3343213.7,0,8,0
413,700947,3344819.6,0,8,0
414,699738.2,3345191.8,0,8,0
415,698929.8,3345170.3,0,8,0
416,698925.8,3344361.5,0,8,0
417,699731.2,3344378.4,0,8,0
418,697622.5,3345482.7,0,8,0
419,700509.5,3346006.8,0,8,0
420,701015.4,3347786.8,0,8,0
421,699614.7,3347964,0,8,0
422,700531.4,3346775.1,0,8,0
423,699084.8,3346815,0,8,0
424,697044,3347759,0,8,0
425,700825.1,3349668,0,8,0
426,699349.4,3349596.5,0,8,0
427,696366.9,3349591.8,0,8,0
428,700745.4,3352119.7,0,8,0
429,699120.3,3352089.6,0,8,0
430,697330.8,3352461.2,0,8,0
431,695384.2,3351666,0,8,0
432,691235.4,3351620.6,0,8,0
433,691220,3347151.8,0,8,0
434,694510.2,3345660.3,0,8,0
501,658367.3,3374928.4,0,8,0
502,667339.7,3358887.4,0,8,0
601,728695.8,3382332.9,0,8,0
602,716151.9,3381900,0,8,0
603,702318.4,3386361.2,0,8,0
604,709131.5,3375721.9,0,8,0
605,706910.3,3366700.8,0,8,0
606,713822.3,3358047.9,0,8,0
607,729834.7,3357469.8,0,8,0
701,665365.1,3393326.8,0,8,0
702,669654.5,3395340.4,0,8,0
703,682422.7,3397476.1,0,8,0
704,693199.4,3394575.4,0,8,0
801,715962.7,3342748.3,0,8,0
802,697762.2,3338033.5,0,8,0
803,695923.4,3331083.4,0,8,0
804,692705.2,3331265.9,0,8,0
805,687437.4,3335420.3,0,8,0
806,692796.2,3332457.5,0,8,0
15000,783526.1,3313868.8,0,8,0
15010,784167.1,3315283.3,0,8,0
15020,784851.1,3314706.5,0,8,0
15030,785029.8,3313775.6,0,8,0
15040,784188.1,3313821.6,0,8,0
15050,783518.8,3313221.5,0,8,0
15060,784079.4,3312838.1,0,8,0
15070,784433,3311506.2,0,8,0
15080,785112.2,3310284.2,0,8,0
15090,785060.9,3312356.1,0,8,0
15100,785996.3,3312628.5,0,8,0
15110,786914.4,3312527.4,0,8,0
15120,788015.1,3310755.1,0,8,0
15130,787085.8,3310651.9,0,8,0
15140,786242.9,3310980.1,0,8,0
15150,786113.6,3309892.5,0,8,0
15160,786798.5,3308572.4,0,8,0
15170,786588.1,3306863.8,0,8,0
15180,785159.7,3305884.9,0,8,0
15190,784197.6,3305338.6,0,8,0
15200,783616.4,3307211.7,0,8,0
15210,784787,3307637.3,0,8,0
15220,784529,3308916.3,0,8,0
15230,783933.8,3309697.2,0,8,0
15240,782852.7,3309423.1,0,8,0
15250,783372,3310884.5,0,8,0
15260,782800.5,3312580.1,0,8,0
15270,781997.7,3311596.1,0,8,0
15280,782452.9,3312000.9,0,8,0
15290,782472.8,3312889.9,0,8,0
15300,781774.3,3312598.9,0,8,0
15330,780710.5,3312393.2,0,8,0
15340,780773.8,3312043.8,0,8,0
15350,780874.6,3311359.4,0,8,0
15360,781786.5,3311539.5,0,8,0
15370,782142.1,3310297.7,0,8,0
15380,780569.8,3310101.4,0,8,0
15390,781551.3,3308801.2,0,8,0
15400,782706.1,3308795.5,0,8,0
15410,783068.6,3306939,0,8,0
15420,783780,3304208.7,0,8,0
15431,779493.8,3304105.1,0,8,0
15432,779683.9,3299696.6,0,8,0
15433,781983.9,3301598.9,0,8,0
15440,780265,3305861.9,0,8,0
15451,780805.6,3307456.1,0,8,0
15452,781683.8,3307020.3,0,8,0
15453,782204.1,3307007.2,0,8,0
15454,782600.5,3306872.1,0,8,0
15455,782730.1,3305244.4,0,8,0
15460,779637.4,3307969,0,8,0
15471,779319.5,3310872.3,0,8,0
15472,779437.6,3309759,0,8,0
15480,779706,3311484.4,0,8,0
15490,779311.2,3311357.9,0,8,0
15500,778631.6,3312000.2,0,8,0
15510,778089.4,3311521.2,0,8,0
15521,777778.9,3310941.1,0,8,0
15522,777847.5,3309724.1,0,8,0
15530,777760.6,3308072.2,0,8,0
15540,779001.8,3306287.7,0,8,0
15551,777010.6,3304767.8,0,8,0
15552,779381.8,3301329.1,0,8,0
15560,775003.1,3298595.5,0,8,0
15570,771186.3,3306005.4,0,8,0
15580,775400.9,3310309.5,0,8,0
15590,775780.8,3310711.6,0,8,0
15600,775922.7,3311478.1,0,8,0
15610,776326.4,3312171.6,0,8,0
15620,775995.5,3314361.5,0,8,0
15630,775324.8,3313360.8,0,8,0
15640,775778.6,3313937.8,0,8,0
15650,775001.8,3315338.1,0,8,0
15660,774594.5,3315829.8,0,8,0
15670,773298.2,3314884.3,0,8,0
15680,772901.5,3313843.6,0,8,0
15690,774130.5,3313466.1,0,8,0
15700,774040,3312269.2,0,8,0
15710,773197.1,3311449.1,0,8,0
15720,771057.3,3309601.9,0,8,0
15730,771072.9,3312677.4,0,8,0
15740,771716.1,3314090.2,0,8,0
15750,768637.2,3313397.9,0,8,0
15760,766691.3,3310423.3,0,8,0
15770,767235.1,3313415.4,0,8,0
15780,766317.3,3316095,0,8,0
15790,765114.2,3313742.7,0,8,0
15800,763513.3,3314151.5,0,8,0
15810,764163.3,3317512.1,0,8,0
15820,763063.7,3319723.8,0,8,0
15830,764581.4,3319149.3,0,8,0
15840,764979.6,3319706.2,0,8,0
15850,766159.6,3319227.9,0,8,0
15860,766092.6,3320444.1,0,8,0
15870,764218.8,3321072.8,0,8,0
15880,766413.7,3321919.3,0,8,0
15890,763658.1,3322000.8,0,8,0
15901,763047.2,3325194.2,0,8,0
15902,763045.1,3322583.5,0,8,0
15911,764865.8,3323601.6,0,8,0
15912,764979.5,3322792.1,0,8,0
15921,766846.9,3323606.6,0,8,0
15922,766750.1,3322857.5,0,8,0
15930,764312.5,3336237.8,0,8,0
15940,767899.6,3336670.8,0,8,0
15950,768734.1,3324768.6,0,8,0
15961,768223.4,3323466.7,0,8,0
15962,768179.5,3322776.7,0,8,0
15970,769547.3,3323381.9,0,8,0
15980,770741.7,3323376.4,0,8,0
15990,771488.4,3333911,0,8,0
16000,772710.1,3324206.3,0,8,0
16010,772017.2,3323292.7,0,8,0
16020,773281.3,3323250.8,0,8,0
16030,774798.5,3336408.2,0,8,0
16040,776776.8,3332801.5,0,8,0
16050,775868.8,3322904.9,0,8,0
16060,775911.6,3323947.4,0,8,0
16070,776955.2,3324167,0,8,0
16080,776939.6,3323130.9,0,8,0
16091,777057,3322125.8,0,8,0
16092,777215.5,3321611.5,0,8,0
16100,777018.4,3321203.4,0,8,0
16110,777273.9,3320513.9,0,8,0
16120,776377.5,3319794.7,0,8,0
16130,776541,3319208.1,0,8,0
16140,774795.3,3319565,0,8,0
16150,775731,3320383.6,0,8,0
16161,775999.6,3322161,0,8,0
16162,775988.9,3321393,0,8,0
16170,774857.8,3320675.6,0,8,0
16181,774885.2,3322196.9,0,8,0
16182,774892.1,3321608.9,0,8,0
16191,774029,3322221.6,0,8,0
16192,774086,3321635.1,0,8,0
16200,773928.8,3320339.9,0,8,0
16210,773935,3319432.6,0,8,0
16220,772807.9,3319440,0,8,0
16230,772946.8,3319874.7,0,8,0
16240,772810.3,3320844.8,0,8,0
16251,772606.7,3322303.5,0,8,0
16252,772764.6,3321696.1,0,8,0
16261,771015.3,3322399.6,0,8,0
16262,771210.6,3321749.6,0,8,0
16270,771410.1,3320882.9,0,8,0
16280,771922.7,3319881.1,0,8,0
16290,771752.6,3319515.8,0,8,0
16300,770097.3,3319941.4,0,8,0
16310,769692.7,3320963.8,0,8,0
16321,770052.3,3322473.6,0,8,0
16322,769259.2,3322053.5,0,8,0
16330,767670.6,3322111.9,0,8,0
16340,767796.1,3321079.6,0,8,0
16350,767791.3,3320090.2,0,8,0
16360,767881.1,3319430,0,8,0
16370,767953,3318708.4,0,8,0
16380,767061.4,3318132.7,0,8,0
16390,768249.5,3316747.4,0,8,0
16400,769155.3,3317311.1,0,8,0
16410,769746.6,3317751.9,0,8,0
16420,769802,3316172.1,0,8,0
16430,770313.1,3315468.8,0,8,0
16440,769422.4,3315393,0,8,0
16450,769108.9,3314583,0,8,0
16460,770536.7,3314442.8,0,8,0
16470,772176.4,3315742.8,0,8,0
16480,771228.6,3316533.5,0,8,0
16490,771299.7,3317335.4,0,8,0
16500,770840.6,3318121,0,8,0
16510,770679.1,3319275.2,0,8,0
16520,773294.1,3319127.1,0,8,0
16530,773202.2,3318322.9,0,8,0
16540,772349.8,3317371.5,0,8,0
16550,773520.5,3317229.8,0,8,0
16560,774716.6,3317779.5,0,8,0
16570,774939.9,3318491.8,0,8,0
16580,775894.7,3318946.8,0,8,0
16590,775626.4,3318417.3,0,8,0
16600,775661.2,3317397,0,8,0
16610,775989.6,3317985.6,0,8,0
16620,775997.1,3318387.9,0,8,0
16630,776278.3,3317873.5,0,8,0
16640,776614.7,3317968.9,0,8,0
16650,781534.3,3310083.9,0,8,0
16660,782646.5,3277823.2,0,8,0
21000,784503.5,3318073.7,0,8,0
21010,785507.7,3317971.1,0,8,0
21020,786563.6,3318092.1,0,8,0
21030,785776.8,3318468.3,0,8,0
21040,785916.6,3319077.3,0,8,0
21050,786855.8,3319652.1,0,8,0
21060,786148.5,3319948.6,0,8,0
21070,785583.1,3320376.6,0,8,0
21080,784967.5,3319288.1,0,8,0
21090,784316.1,3319006.4,0,8,0
21100,783811.1,3318574.5,0,8,0
21110,783491.4,3319084.9,0,8,0
21120,783018.6,3318653.6,0,1,0
21130,782771.6,3318327.2,0,1,0
21140,783426.5,3318129.7,0,1,0
21150,783784.1,3317669.8,0,8,0
21160,783611.9,3317086.9,0,8,0
21170,783685.4,3316523.2,0,8,0
21180,783367.7,3316446.8,0,1,0
21190,783102.9,3316499.5,0,1,0
21200,782593.6,3316643.3,0,1,0
21210,782640.4,3317023.6,0,1,0
21220,783200.9,3316825.9,0,1,0
21230,783250.2,3317217.1,0,1,0
21240,782748,3317298.5,0,1,0
21250,783042.6,3317580.5,0,1,0
21260,782965.6,3317867.7,0,1,0
21270,782499.6,3317976.1,0,1,0
21280,782294.5,3317655.4,0,1,0
21290,782037.8,3317260.1,0,1,0
21300,781699.1,3316991.3,0,1,0
21310,782088.6,3316838.2,0,1,0
21320,781817.5,3316579.7,0,8,0
21330,781636.4,3316329.8,0,8,0
21340,782350.3,3315907.8,0,8,0
21350,782499.5,3316220.5,0,1,0
21360,782791.6,3315667.2,0,8,0
21370,782857.8,3315996.6,0,1,0
21380,783238.3,3315906,0,1,0
21390,783740.5,3315842,0,8,0
21400,783650.8,3314879.3,0,8,0
21410,783160.9,3314955,0,8,0
21420,782615.2,3314848.5,0,8,0
21430,783162.4,3313995.7,0,8,0
21440,782179.9,3313431,0,8,0
21450,781942.9,3313938.4,0,8,0
21460,781711.4,3314610.8,0,8,0
21470,780446,3313980.1,0,8,0
21480,780642.1,3313462.7,0,8,0
21490,780639.7,3312914,0,8,0
21500,778943.5,3312672.2,0,8,0
21510,779183.1,3313299.1,0,8,0
21520,779189.3,3313846.8,0,8,0
21530,778107.7,3314146.5,0,8,0
21540,777902.4,3313413.1,0,8,0
21550,777496.1,3312801.7,0,8,0
21560,776732.3,3313662,0,8,0
21570,777379.6,3314509.3,0,8,0
21580,776940,3315091.8,0,8,0
21590,776382.6,3314964.4,0,8,0
21600,781781.6,3315516.8,0,8,0
21610,781006.6,3315017.5,0,8,0
21620,780946.5,3315863,0,8,0
21630,780342.6,3316492.5,0,8,0
21640,779629,3316184.6,0,8,0
21650,779598.5,3315386.8,0,8,0
21660,780180.9,3314682.4,0,8,0
21670,779279.7,3314594.9,0,8,0
21680,778526.7,3315339.4,0,8,0
21690,778058,3315658,0,8,0
21700,777865.8,3316643.3,0,8,0
21710,777346.1,3315883.5,0,8,0
21720,776297.3,3316231.6,0,8,0
21730,776724.8,3316530.3,0,8,0
21740,777118.2,3317237.6,0,8,0
21750,777065.7,3317840.2,0,8,0
21760,779093.8,3316809.6,0,8,0
21770,778514.4,3317375.3,0,8,0
21780,779102.2,3317859,0,8,0
21790,778448.8,3318546.5,0,8,0
21800,777841.3,3317891,0,8,0
21810,777307.2,3318391.3,0,8,0
21820,777736.1,3318873.4,0,8,0
21830,779220.9,3318282.9,0,8,0
21840,779533.9,3318391.9,0,8,0
21850,780280,3318077.4,0,8,0
21860,779938.7,3317565.2,0,8,0
21870,780588,3316891.3,0,8,0
21880,780911.4,3317309.2,0,8,0
21890,781302.5,3317641.4,0,8,0
21900,781386.4,3318034.1,0,8,0
21910,780570,3318533.2,0,8,0
21920,779876.9,3318960.7,0,8,0
21930,779097.4,3319556.7,0,8,0
21940,778491.6,3319317.4,0,8,0
21950,777675.8,3319311.8,0,8,0
21960,778025.9,3319776.6,0,8,0
21970,778170.2,3320534.6,0,8,0
21980,777567.2,3320430.3,0,8,0
21990,777860.6,3321608.5,0,8,0
22000,777938.6,3323372.7,0,8,0
22010,778662.4,3323690.2,0,8,0
22020,779428.2,3323637,0,8,0
22030,780570.3,3323513.3,0,8,0
22040,780331.3,3321548.8,0,8,0
22050,778994.5,3322281.4,0,8,0
22060,778821.8,3321313,0,8,0
22070,779353.6,3320848.6,0,8,0
22080,779546.8,3319858.7,0,8,0
22090,780000.9,3319886.3,0,8,0
22100,780296,3320220.6,0,8,0
22110,781364.9,3319884.5,0,8,0
22120,781033.2,3319036.7,0,8,0
22130,781934.9,3318536.7,0,8,0
22140,782610.5,3319382.6,0,8,0
