NODE,X_COORD,Y_COORD,Z_COORD,SUBAREA,NOTES
163,752321.6,3313560.1,0.0,0,Network Node
164,753303.4,3315041.3,0.0,0,Network Node
165,753145.2,3314612.4,0.0,0,Network Node
166,753240.3,3314816.8,0.0,0,Network Node
167,753168.0,3314749.3,0.0,0,Network Node
168,753394.6,3314704.6,0.0,0,Network Node
169,756397.6,3312153.2,0.0,0,Network Node
170,756774.0,3312285.1,0.0,0,Network Node
171,756907.2,3312352.5,0.0,0,Network Node
172,756604.1,3312244.0,0.0,0,Network Node
173,757594.1,3312574.7,0.0,0,Network Node
174,757828.8,3312631.9,0.0,0,Network Node
175,759430.6,3312625.0,0.0,0,Network Node
176,759108.9,3312638.1,0.0,0,Network Node
177,757822.9,3312655.3,0.0,0,Network Node
178,757586.0,3312600.5,0.0,0,Network Node
179,758647.1,3312637.3,0.0,0,Network Node
180,758968.8,3312624.5,0.0,0,Network Node
181,754947.4,3311656.2,0.0,0,Network Node
182,755339.5,3311788.0,0.0,0,Network Node
183,755341.2,3311810.6,0.0,0,Network Node
184,755079.8,3311718.5,0.0,0,Network Node
185,754027.9,3311360.1,0.0,0,Network Node
186,754334.2,3311459.4,0.0,0,Network Node
187,754539.4,3311542.4,0.0,0,Network Node
188,754162.3,3311423.9,0.0,0,Network Node
189,754542.8,3311526.1,0.0,0,Network Node
190,754776.0,3311619.1,0.0,0,Network Node
191,753856.5,3311323.3,0.0,0,Network Node
192,755861.6,3311968.1,0.0,0,Network Node
193,756165.7,3312073.7,0.0,0,Network Node
194,755996.3,3312031.3,0.0,0,Network Node
195,755691.3,3311927.9,0.0,0,Network Node
196,755681.4,3311903.8,0.0,0,Network Node
197,756395.6,3312171.2,0.0,0,Network Node
198,753603.9,3315597.4,0.0,0,Network Node
199,757379.1,3312505.4,0.0,0,Network Node
200,757209.6,3312463.3,0.0,0,Network Node
201,757076.7,3312394.9,0.0,0,Network Node
202,759290.6,3312611.7,0.0,0,Network Node
203,758325.3,3312650.1,0.0,0,Network Node
204,758465.4,3312662.8,0.0,0,Network Node
205,758143.5,3312669.7,0.0,0,Network Node
206,758787.2,3312651.1,0.0,0,Network Node
207,756264.5,3317848.7,0.0,0,Network Node
208,756583.1,3317895.6,0.0,0,Network Node
209,756675.0,3317978.6,0.0,0,Network Node
210,756357.3,3317926.2,0.0,0,Network Node
211,759430.8,3319780.3,0.0,0,Network Node
212,759363.3,3319759.3,0.0,0,Network Node
213,754705.4,3317496.7,0.0,0,Network Node
214,754996.4,3317630.4,0.0,0,Network Node
215,755089.0,3317704.7,0.0,0,Network Node
216,754784.7,3317604.9,0.0,0,Network Node
217,754144.1,3316729.7,0.0,0,Network Node
218,754291.7,3317015.6,0.0,0,Network Node
219,754463.7,3317286.5,0.0,0,Network Node
220,754316.9,3317177.6,0.0,0,Network Node
221,754170.7,3316891.3,0.0,0,Network Node
222,754058.2,3316574.3,0.0,0,Network Node
223,754032.5,3316600.6,0.0,0,Network Node
224,753969.5,3316379.4,0.0,0,Network Node
225,753930.3,3316386.7,0.0,0,Network Node
226,754520.8,3317422.9,0.0,0,Network Node
227,755627.8,3317752.0,0.0,0,Network Node
228,755946.1,3317800.7,0.0,0,Network Node
229,756039.5,3317874.5,0.0,0,Network Node
230,755721.7,3317823.0,0.0,0,Network Node
231,755310.1,3317700.2,0.0,0,Network Node
232,755403.7,3317772.5,0.0,0,Network Node
233,757211.3,3318034.2,0.0,0,Network Node
234,757510.3,3318150.9,0.0,0,Network Node
235,756990.8,3318040.6,0.0,0,Network Node
236,758071.0,3318460.4,0.0,0,Network Node
237,759262.6,3318897.6,0.0,0,Network Node
238,757810.5,3319292.2,0.0,0,Network Node
239,758275.6,3318659.0,0.0,0,Network Node
240,757779.2,3319241.2,0.0,0,Network Node
241,758124.3,3318587.4,0.0,0,Network Node
242,757875.8,3318413.4,0.0,0,Network Node
243,759129.2,3319538.8,0.0,0,Network Node
244,756900.0,3317952.2,0.0,0,Network Node
245,757208.9,3319458.7,0.0,0,Network Node
246,757593.2,3318259.5,0.0,0,Network Node
247,757301.8,3318122.5,0.0,0,Network Node
248,757802.4,3318286.6,0.0,0,Network Node
249,758506.6,3318883.3,0.0,0,Network Node
250,758737.7,3319107.6,0.0,0,Network Node
251,758593.2,3319028.6,0.0,0,Network Node
252,758358.8,3318808.1,0.0,0,Network Node
253,758708.4,3319101.7,0.0,0,Network Node
254,758941.6,3318923.7,0.0,0,Network Node
255,758968.7,3319331.8,0.0,0,Network Node
256,759244.0,3318994.2,0.0,0,Network Node
257,759074.7,3319258.1,0.0,0,Network Node
258,759022.9,3319433.1,0.0,0,Network Node
259,758827.7,3319249.3,0.0,0,Network Node
260,758867.1,3319352.4,0.0,0,Network Node
261,759464.1,3318831.5,0.0,0,Network Node
262,759199.7,3319556.0,0.0,0,Network Node
263,759219.8,3319537.8,0.0,0,Network Node
264,765938.2,3312274.6,0.0,0,Network Node
265,766259.7,3312257.8,0.0,0,Network Node
266,765720.1,3315059.2,0.0,0,Network Node
267,766722.3,3313668.4,0.0,0,Network Node
268,765282.7,3318106.6,0.0,0,Network Node
269,766166.8,3317612.3,0.0,0,Network Node
270,765908.7,3318951.3,0.0,0,Network Node
271,766211.5,3318881.1,0.0,0,Network Node
272,765984.5,3320381.8,0.0,0,Network Node
273,766039.1,3320629.3,0.0,0,Network Node
274,765875.4,3322703.7,0.0,0,Network Node
276,765777.7,3323000.6,0.0,0,Network Node
277,766056.6,3323017.8,0.0,0,Network Node
278,765984.1,3323001.3,0.0,0,Network Node
279,765648.8,3323405.3,0.0,0,Network Node
280,766200.3,3323372.4,0.0,0,Network Node
281,766373.1,3312274.3,0.0,0,Network Node
282,766051.6,3312290.3,0.0,0,Network Node
283,767159.5,3316417.1,0.0,0,Network Node
284,768949.5,3316145.8,0.0,0,Network Node
285,769719.3,3316976.8,0.0,0,Network Node
286,768909.3,3316447.0,0.0,0,Network Node
287,768825.2,3316753.7,0.0,0,Network Node
288,771973.3,3316448.4,0.0,0,Network Node
289,772064.4,3316609.0,0.0,0,
290,766214.7,3318901.0,0.0,0,Network Node
291,766005.8,3318949.9,0.0,0,Network Node
292,768805.5,3316734.7,0.0,0,Network Node
293,768874.9,3316485.3,0.0,0,Network Node
294,766033.7,3320703.3,0.0,0,Network Node
295,765967.2,3320388.3,0.0,0,Network Node
296,766181.4,3322733.4,0.0,0,Network Node
297,765876.8,3322738.2,0.0,0,Network Node
298,765941.4,3323072.4,0.0,0,Network Node
299,765753.3,3323037.8,0.0,0,Network Node
300,766074.6,3323050.7,0.0,0,Network Node
301,766085.9,3323088.2,0.0,0,Network Node
302,765923.0,3322798.1,0.0,0,Network Node
303,769935.4,3316739.2,0.0,0,Network Node
304,769828.5,3316101.4,0.0,0,Network Node
305,774408.5,3322515.4,0.0,0,Network Node
306,774409.9,3322265.6,0.0,0,Network Node
307,770888.3,3317157.8,0.0,0,Network Node
308,771127.2,3316514.5,0.0,0,Network Node
309,771462.9,3317363.6,0.0,0,Network Node
310,771954.1,3316464.7,0.0,0,Network Node
311,772016.8,3316566.0,0.0,0,
312,766088.1,3322979.9,0.0,0,Network Node
313,762827.5,3312420.0,0.0,0,Network Node
314,763148.9,3312400.8,0.0,0,Network Node
315,763156.5,3312425.1,0.0,0,Network Node
316,762967.7,3312435.7,0.0,0,Network Node
317,761220.2,3312516.3,0.0,0,Network Node
318,761541.7,3312497.0,0.0,0,Network Node
319,761681.7,3312507.9,0.0,0,Network Node
320,761360.1,3312525.9,0.0,0,Network Node
321,760577.1,3312548.9,0.0,0,Network Node
322,760898.7,3312532.9,0.0,0,Network Node
323,760717.0,3312561.2,0.0,0,Network Node
324,760395.5,3312577.4,0.0,0,Network Node
325,760255.4,3312565.0,0.0,0,Network Node
326,761038.6,3312543.9,0.0,0,Network Node
327,762184.6,3312458.5,0.0,0,Network Node
328,762506.0,3312439.3,0.0,0,Network Node
329,762324.7,3312471.8,0.0,0,Network Node
330,762003.1,3312489.8,0.0,0,Network Node
331,761863.1,3312477.8,0.0,0,Network Node
332,762646.2,3312453.7,0.0,0,Network Node
333,764330.1,3312354.9,0.0,0,Network Node
334,764760.5,3312332.5,0.0,0,Network Node
335,764765.0,3312352.7,0.0,0,Network Node
336,764443.2,3312367.2,0.0,0,Network Node
337,763686.6,3312380.7,0.0,0,Network Node
338,764008.4,3312368.6,0.0,0,Network Node
339,764121.5,3312381.6,0.0,0,Network Node
340,763683.2,3312403.5,0.0,0,Network Node
341,763364.8,3312392.7,0.0,0,Network Node
342,763478.2,3312410.6,0.0,0,Network Node
343,765294.9,3312307.3,0.0,0,Network Node
344,765616.5,3312291.3,0.0,0,Network Node
345,765408.3,3312322.3,0.0,0,Network Node
346,765086.6,3312338.3,0.0,0,Network Node
347,764973.3,3312323.1,0.0,0,Network Node
348,765729.8,3312306.3,0.0,0,Network Node
349,762467.1,3322620.8,0.0,0,Network Node
350,762786.8,3322659.2,0.0,0,Network Node
351,764930.8,3319952.5,0.0,0,Network Node
352,765235.3,3319980.0,0.0,0,Network Node
353,765903.9,3319999.9,0.0,0,Network Node
354,763085.3,3322733.9,0.0,0,Network Node
358,762843.0,3320682.6,0.0,0,Network Node
359,762795.5,3319748.3,0.0,0,Network Node
360,761465.0,3319142.7,0.0,0,Network Node
361,761231.9,3319051.4,0.0,0,Network Node
362,761242.3,3319025.5,0.0,0,Network Node
363,761542.2,3319142.2,0.0,0,Network Node
364,760543.5,3318857.6,0.0,0,Network Node
365,760227.6,3318797.1,0.0,0,Network Node
366,760308.4,3318785.1,0.0,0,Network Node
367,760625.0,3318841.8,0.0,0,Network Node
368,760934.7,3318930.1,0.0,0,Network Node
369,760856.2,3318934.5,0.0,0,Network Node
370,761838.1,3319269.2,0.0,0,Network Node
371,762131.4,3319402.1,0.0,0,Network Node
372,762348.0,3319534.2,0.0,0,Network Node
373,762056.0,3319398.5,0.0,0,Network Node
374,761760.3,3319271.2,0.0,0,Network Node
375,762358.7,3319505.5,0.0,0,Network Node
376,762793.1,3319714.2,0.0,0,Network Node
377,762784.3,3319521.5,0.0,0,Network Node
378,760833.9,3321522.0,0.0,0,Network Node
379,760945.7,3321823.8,0.0,0,Network Node
380,760871.7,3321717.5,0.0,0,Network Node
381,760782.7,3321487.0,0.0,0,Network Node
382,761066.9,3322121.5,0.0,0,Network Node
383,761286.9,3322352.4,0.0,0,Network Node
384,760930.1,3322628.6,0.0,0,Network Node
385,761244.9,3322561.9,0.0,0,Network Node
386,761256.8,3322671.6,0.0,0,Network Node
387,761088.3,3322401.8,0.0,0,Network Node
388,761358.4,3322616.1,0.0,0,Network Node
389,761039.0,3322652.0,0.0,0,Network Node
390,760324.5,3320705.8,0.0,0,Network Node
391,760520.7,3320960.6,0.0,0,Network Node
392,760464.6,3320929.0,0.0,0,Network Node
393,760266.0,3320675.8,0.0,0,Network Node
394,760115.2,3320461.5,0.0,0,Network Node
395,760054.7,3320432.9,0.0,0,Network Node
396,760690.5,3321233.9,0.0,0,Network Node
397,760639.8,3321198.6,0.0,0,Network Node
398,760343.3,3322887.1,0.0,0,Network Node
399,760628.8,3322742.0,0.0,0,Network Node
400,760735.0,3322755.7,0.0,0,Network Node
401,760446.9,3322898.1,0.0,0,Network Node
402,760162.9,3323048.5,0.0,0,Network Node
403,760133.0,3323006.8,0.0,0,Network Node
404,761002.9,3322091.5,0.0,0,Network Node
405,761861.5,3322691.0,0.0,0,Network Node
406,761551.1,3322776.2,0.0,0,Network Node
407,761895.3,3322538.5,0.0,0,Network Node
408,762210.6,3322589.9,0.0,0,Network Node
409,761888.3,3322570.6,0.0,0,Network Node
410,762124.4,3322633.9,0.0,0,Network Node
411,761902.3,3322628.7,0.0,0,Network Node
412,761578.7,3322480.4,0.0,0,Network Node
413,761566.7,3322561.2,0.0,0,Network Node
414,799549.9,3335225.3,0.0,0,Network Node
415,802268.0,3339090.4,0.0,0,Network Node
416,772262.5,3314216.3,0.0,0,Network Node
417,772377.3,3313790.2,0.0,0,Network Node
418,761669.1,3322623.2,0.0,0,Network Node
419,694185.4,3356485.0,0.0,0,Network Node
420,693941.9,3356936.2,0.0,0,Network Node
422,765692.6,3319024.6,0.0,0,Network Node
423,765764.3,3319339.8,0.0,0,Network Node
424,765745.0,3319343.3,0.0,0,Network Node
425,765676.0,3319028.9,0.0,0,Network Node
426,765689.1,3319004.2,0.0,0,Network Node
427,765669.0,3319009.4,0.0,0,Network Node
428,765805.5,3319538.4,0.0,0,Network Node
432,765852.3,3319752.9,0.0,0,Network Node
433,764081.6,3322572.7,0.0,0,Network Node
434,764401.5,3322609.2,0.0,0,Network Node
435,764275.2,3322831.1,0.0,0,Network Node
436,764497.7,3322856.6,0.0,0,Network Node
437,764355.4,3322632.4,0.0,0,Network Node
438,764035.5,3322596.5,0.0,0,Network Node
439,764601.1,3322904.3,0.0,0,Network Node
440,764281.3,3322867.2,0.0,0,Network Node
441,763106.4,3322697.7,0.0,0,Network Node
442,763426.2,3322736.1,0.0,0,Network Node
443,766235.1,3322869.6,0.0,0,Network Node
444,766644.7,3322994.3,0.0,0,Network Node
445,763639.7,3322760.1,0.0,0,Network Node
446,763715.5,3322560.5,0.0,0,Network Node
447,763703.0,3322746.7,0.0,0,Network Node
448,763678.2,3322744.9,0.0,0,Network Node
449,763698.1,3322528.8,0.0,0,Network Node
450,763670.5,3322822.2,0.0,0,Network Node
451,763412.8,3322796.5,0.0,0,Network Node
452,763742.5,3322805.6,0.0,0,Network Node
453,763422.6,3322769.0,0.0,0,Network Node
454,762890.8,3322671.7,0.0,0,Network Node
455,763262.1,3322752.3,0.0,0,Network Node
456,763899.7,3322551.3,0.0,0,Network Node
457,763959.7,3322796.1,0.0,0,Network Node
458,763962.3,3322778.4,0.0,0,Network Node
459,764017.3,3322847.6,0.0,0,Network Node
460,763696.2,3322823.9,0.0,0,Network Node
461,764062.4,3322842.2,0.0,0,Network Node
462,764089.8,3322811.0,0.0,0,Network Node
463,765001.3,3322678.1,0.0,0,Network Node
464,765361.3,3322719.0,0.0,0,Network Node
465,765430.1,3323272.5,0.0,0,Network Node
466,764817.7,3322892.5,0.0,0,Network Node
467,765137.7,3322928.6,0.0,0,Network Node
468,765175.4,3322724.4,0.0,0,Network Node
469,764995.5,3322704.2,0.0,0,Network Node
470,765240.9,3322978.5,0.0,0,Network Node
471,764921.0,3322941.4,0.0,0,Network Node
472,764721.4,3322645.8,0.0,0,Network Node
473,764675.4,3322668.4,0.0,0,Network Node
474,765553.6,3322713.3,0.0,0,Network Node
475,765677.4,3322740.7,0.0,0,Network Node
476,765355.4,3322744.6,0.0,0,Network Node
477,765457.7,3322964.6,0.0,0,Network Node
478,765651.1,3323309.7,0.0,0,Network Node
479,765560.8,3323015.6,0.0,0,Network Node
480,769266.1,3312118.5,0.0,0,Network Node
481,769584.9,3312102.9,0.0,0,Network Node
482,767408.6,3313266.6,0.0,0,Network Node
483,767441.5,3312220.7,0.0,0,Network Node
484,768184.8,3314141.8,0.0,0,Network Node
485,769114.5,3313313.2,0.0,0,Network Node
486,769098.7,3315162.6,0.0,0,Network Node
487,769294.2,3315008.0,0.0,0,Network Node
488,769589.8,3312123.2,0.0,0,Network Node
489,769268.1,3312137.2,0.0,0,Network Node
490,769584.5,3313166.8,0.0,0,Network Node
491,769321.6,3315030.6,0.0,0,Network Node
492,769083.4,3315238.9,0.0,0,Network Node
493,767442.1,3312197.0,0.0,0,Network Node
494,767868.0,3312179.6,0.0,0,Network Node
495,767981.3,3312194.2,0.0,0,Network Node
496,767659.6,3312210.2,0.0,0,Network Node
497,766902.8,3312224.2,0.0,0,Network Node
498,767224.5,3312207.8,0.0,0,Network Node
499,767016.4,3312242.3,0.0,0,Network Node
500,766694.7,3312258.3,0.0,0,Network Node
501,766700.4,3312233.6,0.0,0,Network Node
502,768511.4,3312151.4,0.0,0,Network Node
503,768833.1,3312137.2,0.0,0,Network Node
504,768624.7,3312165.2,0.0,0,Network Node
505,768302.9,3312179.1,0.0,0,Network Node
506,768189.7,3312165.4,0.0,0,Network Node
507,768834.0,3312156.1,0.0,0,Network Node
508,767866.8,3314755.8,0.0,0,Network Node
509,769028.7,3315556.1,0.0,0,Network Node
510,768994.8,3315809.0,0.0,0,Network Node
511,768964.1,3315847.8,0.0,0,Network Node
512,769008.7,3315529.0,0.0,0,Network Node
513,769035.1,3315337.7,0.0,0,Network Node
514,768924.4,3316137.3,0.0,0,Network Node
515,770052.4,3312085.2,0.0,0,Network Node
516,769739.7,3311055.4,0.0,0,Network Node
517,770763.5,3312055.9,0.0,0,Network Node
518,770996.8,3312046.6,0.0,0,Network Node
519,771140.1,3312040.4,0.0,0,Network Node
520,771190.4,3312037.4,0.0,0,Network Node
521,770441.8,3312069.5,0.0,0,Network Node
522,770233.3,3312095.1,0.0,0,Network Node
523,770055.0,3312101.3,0.0,0,Network Node
524,769798.3,3312096.4,0.0,0,Network Node
525,770555.0,3312081.1,0.0,0,Network Node
526,771137.6,3311971.1,0.0,0,Network Node
527,771497.6,3312030.4,0.0,0,Network Node
528,771815.6,3312077.6,0.0,0,Network Node
529,772037.0,3312160.9,0.0,0,Network Node
530,771728.3,3312072.7,0.0,0,Network Node
531,771268.3,3312034.2,0.0,0,Network Node
532,771408.1,3312043.2,0.0,0,Network Node
533,771085.4,3312043.7,0.0,0,Network Node
534,772122.1,3312174.8,0.0,0,Network Node
535,772206.6,3312230.5,0.0,0,Network Node
536,772348.3,3312337.4,0.0,0,Network Node
537,772304.0,3312283.0,0.0,0,Network Node
538,770290.5,3313194.0,0.0,0,Network Node
539,770855.0,3315314.1,0.0,0,Network Node
540,771106.9,3315211.3,0.0,0,Network Node
541,771094.3,3315223.0,0.0,0,Network Node
542,770858.1,3315334.2,0.0,0,Network Node
543,769682.5,3314945.3,0.0,0,Network Node
544,769553.4,3313994.7,0.0,0,Network Node
545,770002.7,3314911.8,0.0,0,Network Node
546,770311.7,3314990.8,0.0,0,Network Node
547,770314.8,3315018.3,0.0,0,Network Node
548,770006.6,3314941.9,0.0,0,Network Node
549,769686.0,3314971.8,0.0,0,Network Node
550,769502.2,3314991.5,0.0,0,Network Node
551,770609.2,3315111.3,0.0,0,Network Node
552,770611.1,3315140.0,0.0,0,Network Node
553,771449.2,3315604.1,0.0,0,Network Node
554,771576.9,3315762.2,0.0,0,Network Node
555,771507.0,3315709.5,0.0,0,Network Node
556,771299.7,3315463.2,0.0,0,Network Node
557,771740.2,3316039.5,0.0,0,Network Node
558,771717.0,3316053.4,0.0,0,Network Node
559,771617.2,3315877.7,0.0,0,Network Node
560,771113.5,3315219.0,0.0,0,Network Node
561,771134.7,3315243.3,0.0,0,Network Node
562,771149.0,3315286.5,0.0,0,Network Node
563,771101.2,3315230.4,0.0,0,Network Node
564,771315.6,3315450.6,0.0,0,Network Node
565,771856.8,3316244.0,0.0,0,Network Node
566,771835.5,3316259.0,0.0,0,Network Node
567,768236.1,3317675.6,0.0,0,Network Node
568,769410.0,3318855.9,0.0,0,Network Node
569,716711.1,3373486.9,0.0,0,Network Node
570,716551.1,3373486.1,0.0,0,Network Node
571,786041.3,3322718.7,0.0,0,Network Node
572,786133.6,3322780.0,0.0,0,Network Node
573,769973.2,3317337.7,0.0,0,Network Node
574,769995.4,3317345.3,0.0,0,Network Node
575,769025.0,3319936.3,0.0,0,Network Node
576,768879.6,3320378.6,0.0,0,Network Node
577,768886.7,3320209.7,0.0,0,Network Node
578,768984.2,3319941.5,0.0,0,Network Node
579,770055.3,3320317.3,0.0,0,Network Node
580,686276.3,3367975.3,0.0,0,Network Node
581,686493.7,3367963.8,0.0,0,Network Node
583,769046.3,3322623.5,0.0,0,Network Node
584,769086.2,3322498.6,0.0,0,Network Node
585,769657.2,3322767.3,0.0,0,Network Node
586,769631.3,3323343.0,0.0,0,Network Node
587,769335.1,3319314.3,0.0,0,Network Node
588,769141.5,3319581.7,0.0,0,Network Node
589,769457.0,3319590.5,0.0,0,Network Node
