NODE,X_COORD,Y_COORD,Z_COORD,SUBAREA,NOTES
1869,778707.7,3310163.0,0.0,0,Network Node
1870,778251.6,3310527.2,0.0,0,Network Node
1871,777929.9,3310512.9,0.0,0,Network Node
1872,778682.4,3310433.0,0.0,0,Network Node
1873,778682.3,3310244.9,0.0,0,Network Node
1874,777901.5,3310434.5,0.0,0,Network Node
1875,778710.2,3309841.1,0.0,0,Network Node
1876,778682.1,3309856.1,0.0,0,Network Node
1877,778573.3,3310541.6,0.0,0,Network Node
1878,778676.9,3310592.8,0.0,0,Network Node
1879,778705.7,3310594.6,0.0,0,Network Node
1880,776718.8,3314213.0,0.0,0,Network Node
1881,777135.3,3313991.3,0.0,0,Network Node
1882,776652.3,3315300.8,0.0,0,Network Node
1883,776715.7,3314347.7,0.0,0,Network Node
1884,777346.7,3315309.1,0.0,0,Network Node
1885,777583.7,3315681.8,0.0,0,Network Node
1886,777079.5,3315487.6,0.0,0,Network Node
1887,777320.1,3315273.6,0.0,0,Network Node
1888,777069.9,3316399.1,0.0,0,Network Node
1889,777982.8,3314822.6,0.0,0,Network Node
1890,777708.7,3315036.6,0.0,0,Network Node
1891,778367.3,3314555.2,0.0,0,Network Node
1892,777128.1,3315506.0,0.0,0,Network Node
1893,777664.0,3315005.8,0.0,0,Network Node
1894,777966.2,3314778.1,0.0,0,Network Node
1895,777231.8,3315964.6,0.0,0,Network Node
1896,776908.6,3316221.9,0.0,0,Network Node
1897,777040.9,3316419.8,0.0,0,Network Node
1898,776970.2,3315648.8,0.0,0,Network Node
1899,776649.7,3315937.0,0.0,0,Network Node
1900,776559.6,3315897.7,0.0,0,Network Node
1901,776565.4,3315860.9,0.0,0,Network Node
1902,776614.9,3315902.4,0.0,0,Network Node
1903,776940.1,3315611.5,0.0,0,Network Node
1904,777496.1,3316267.7,0.0,0,Network Node
1905,776545.0,3316011.9,0.0,0,Network Node
1906,776837.0,3316200.4,0.0,0,Network Node
1907,776617.8,3315964.6,0.0,0,Network Node
1908,776878.1,3316244.7,0.0,0,Network Node
1909,776585.7,3315930.2,0.0,0,Network Node
1910,776551.3,3315962.5,0.0,0,Network Node
1911,777601.3,3313746.0,0.0,0,Network Node
1912,777889.4,3313663.7,0.0,0,Network Node
1913,777805.6,3314285.0,0.0,0,Network Node
1914,778058.2,3314711.3,0.0,0,Network Node
1915,778142.2,3313591.4,0.0,0,Network Node
1916,778271.8,3314150.5,0.0,0,Network Node
1917,778076.3,3314755.6,0.0,0,Network Node
1918,778613.6,3313987.8,0.0,0,Network Node
1919,778355.4,3314511.5,0.0,0,Network Node
1920,778513.3,3314431.6,0.0,0,Network Node
1921,778528.6,3314471.5,0.0,0,Network Node
1922,778196.0,3314611.3,0.0,0,Network Node
1923,778214.3,3314653.6,0.0,0,Network Node
1924,778320.4,3315265.5,0.0,0,Network Node
1925,778439.4,3315663.1,0.0,0,Network Node
1926,777491.8,3315139.4,0.0,0,Network Node
1927,777602.6,3315113.8,0.0,0,Network Node
1928,778592.9,3315407.2,0.0,0,Network Node
1929,702497.8,3340860.8,0.0,0,Network Node
1930,702844.6,3340589.2,0.0,0,Network Node
1931,814929.9,3357043.8,0.0,0,Network Node
1932,814559.8,3357456.3,0.0,0,Network Node
1933,704797.5,3340281.9,0.0,0,Network Node
1934,704752.1,3340178.6,0.0,0,Network Node
1935,711609.3,3337592.8,0.0,0,Network Node
1936,711477.6,3337704.6,0.0,0,Network Node
1937,778338.8,3316848.2,0.0,0,Network Node
1938,773027.2,3320195.5,0.0,0,Network Node
1939,772937.6,3320966.9,0.0,0,Network Node
1940,774807.5,3317794.1,0.0,0,Network Node
1941,775400.7,3317709.8,0.0,0,Network Node
1942,703428.3,3344547.4,0.0,0,Network Node
1943,703415.3,3344572.7,0.0,0,Network Node
1944,775846.0,3318882.3,0.0,0,Network Node
1945,775202.4,3318904.8,0.0,0,Network Node
1946,711278.8,3337922.9,0.0,0,Network Node
1947,711149.5,3337993.0,0.0,0,Network Node
1948,776591.9,3319213.7,0.0,0,Network Node
1949,777086.7,3319219.4,0.0,0,Network Node
1950,775450.0,3319307.4,0.0,0,Network Node
1951,775009.1,3320323.4,0.0,0,Network Node
1952,775604.5,3320654.9,0.0,0,Network Node
1953,773995.2,3321353.0,0.0,0,Network Node
1954,773986.0,3320554.6,0.0,0,Network Node
1955,775372.6,3321859.1,0.0,0,Network Node
1956,775598.9,3321837.6,0.0,0,Network Node
1957,775310.5,3322436.4,0.0,0,Network Node
1958,775640.6,3322428.5,0.0,0,Network Node
1959,775314.1,3323717.0,0.0,0,Network Node
1960,775633.7,3323715.1,0.0,0,Network Node
1961,775985.5,3318071.1,0.0,0,Network Node
1962,775456.7,3318109.7,0.0,0,Network Node
1963,778481.4,3320253.0,0.0,0,Network Node
1964,778370.3,3320555.1,0.0,0,Network Node
1965,778443.7,3320394.7,0.0,0,Network Node
1966,775785.8,3320719.3,0.0,0,Network Node
1967,775664.7,3319762.8,0.0,0,Network Node
1968,775496.1,3321925.9,0.0,0,Network Node
1969,775272.2,3321929.8,0.0,0,Network Node
1971,776556.2,3321046.8,0.0,0,Network Node
1972,776857.9,3320884.4,0.0,0,Network Node
1973,775639.1,3322471.0,0.0,0,Network Node
1974,775431.3,3322467.4,0.0,0,Network Node
1975,775640.4,3323775.2,0.0,0,Network Node
1976,775395.0,3323787.6,0.0,0,Network Node
1977,778342.7,3320536.1,0.0,0,Network Node
1978,778412.0,3320350.7,0.0,0,Network Node
1979,778344.1,3320487.3,0.0,0,Network Node
1980,775421.5,3318662.1,0.0,0,Network Node
1981,775882.7,3318857.5,0.0,0,Network Node
1982,774803.2,3319975.9,0.0,0,Network Node
1983,774375.0,3321338.5,0.0,0,Network Node
1984,774370.9,3320765.2,0.0,0,Network Node
1985,774442.8,3320207.2,0.0,0,Network Node
1986,774449.3,3320965.1,0.0,0,Network Node
1987,773382.9,3316946.7,0.0,0,Network Node
1988,773974.0,3317524.8,0.0,0,Network Node
1989,773696.1,3318084.9,0.0,0,Network Node
1990,773970.0,3318083.8,0.0,0,Network Node
1991,772704.3,3318948.1,0.0,0,Network Node
1992,772806.8,3318365.3,0.0,0,Network Node
1993,773981.9,3320203.1,0.0,0,Network Node
1994,773974.1,3318979.7,0.0,0,Network Node
1995,773637.1,3318975.2,0.0,0,Network Node
1996,773670.0,3318960.0,0.0,0,Network Node
1997,773974.2,3318961.2,0.0,0,Network Node
1998,773650.4,3319401.4,0.0,0,Network Node
1999,773972.4,3319396.9,0.0,0,Network Node
2000,773969.4,3318109.9,0.0,0,Network Node
2001,773696.4,3318113.8,0.0,0,Network Node
2002,774367.4,3318548.9,0.0,0,Network Node
2003,774370.7,3318227.3,0.0,0,Network Node
2004,774388.0,3318410.2,0.0,0,Network Node
2005,774391.8,3318737.5,0.0,0,Network Node
2006,775239.8,3318141.2,0.0,0,Network Node
2007,773971.6,3319417.6,0.0,0,Network Node
2008,773647.5,3319417.6,0.0,0,Network Node
2009,773970.9,3318997.8,0.0,0,Network Node
2010,774818.9,3318875.3,0.0,0,Network Node
2011,774816.1,3318717.0,0.0,0,Network Node
2012,772676.7,3317480.4,0.0,0,Network Node
2013,772933.8,3317674.0,0.0,0,Network Node
2014,772705.4,3317536.4,0.0,0,Network Node
2015,814972.6,3343240.2,0.0,0,Network Node
2016,814212.3,3343528.5,0.0,0,Network Node
2017,773074.2,3317774.1,0.0,0,Network Node
2018,773214.5,3317874.1,0.0,0,Network Node
2019,773184.4,3317887.6,0.0,0,Network Node
2020,772924.1,3317698.1,0.0,0,Network Node
2021,773480.5,3318055.5,0.0,0,Network Node
2022,773331.1,3317987.4,0.0,0,Network Node
2023,773478.6,3318086.0,0.0,0,Network Node
2024,772834.2,3318943.1,0.0,0,Network Node
2025,773148.7,3318989.7,0.0,0,Network Node
2026,773132.1,3319082.8,0.0,0,Network Node
2027,773119.5,3319402.6,0.0,0,Network Node
2028,778992.5,3319604.2,0.0,0,Network Node
2029,778929.6,3319651.2,0.0,0,Network Node
2030,773351.9,3319402.0,0.0,0,Network Node
2031,763982.4,3325730.7,0.0,0,Network Node
2032,773391.7,3318990.1,0.0,0,Network Node
2033,773070.5,3319011.9,0.0,0,Network Node
2034,773434.7,3318999.6,0.0,0,Network Node
2035,773351.5,3319421.2,0.0,0,Network Node
2036,773119.1,3319418.7,0.0,0,Network Node
2037,772544.4,3318804.1,0.0,0,Network Node
2038,772759.8,3318945.9,0.0,0,Network Node
2039,772927.9,3319401.6,0.0,0,Network Node
2040,772925.6,3319420.0,0.0,0,Network Node
2041,772626.0,3319422.7,0.0,0,Network Node
2042,773049.9,3319918.4,0.0,0,Network Node
2043,773104.9,3319402.6,0.0,0,Network Node
2044,773104.9,3319418.4,0.0,0,Network Node
2045,773469.8,3318968.4,0.0,0,Network Node
2046,774570.2,3317713.2,0.0,0,Network Node
2047,774421.4,3318072.8,0.0,0,Network Node
2048,774643.0,3318097.5,0.0,0,Network Node
2049,774805.2,3318096.8,0.0,0,Network Node
2050,774302.9,3318075.1,0.0,0,Network Node
2051,774376.6,3318095.6,0.0,0,Network Node
2052,774360.3,3318101.2,0.0,0,Network Node
2053,774360.3,3318074.4,0.0,0,Network Node
2054,774136.5,3318079.5,0.0,0,Network Node
2055,774419.9,3318098.7,0.0,0,Network Node
2056,775022.5,3318133.8,0.0,0,Network Node
2057,775231.1,3318116.0,0.0,0,Network Node
2058,774807.0,3317957.8,0.0,0,Network Node
2059,775451.4,3318085.6,0.0,0,Network Node
2060,774394.5,3319059.5,0.0,0,Network Node
2061,774395.5,3319172.3,0.0,0,Network Node
2062,774415.8,3319146.1,0.0,0,Network Node
2063,774806.6,3319143.7,0.0,0,Network Node
2064,774375.6,3319357.9,0.0,0,Network Node
2065,774373.8,3319192.6,0.0,0,Network Node
2066,774880.6,3318902.6,0.0,0,Network Node
2067,774582.3,3319021.0,0.0,0,Network Node
2068,774614.5,3318984.6,0.0,0,Network Node
2069,774917.1,3318887.9,0.0,0,Network Node
2070,774421.6,3319380.1,0.0,0,Network Node
2071,774682.0,3319375.6,0.0,0,Network Node
2072,813358.9,3362263.8,0.0,0,Network Node
2073,813462.6,3361451.0,0.0,0,Network Node
2074,774424.8,3319623.9,0.0,0,Network Node
2075,774521.2,3319713.6,0.0,0,Network Node
2076,774270.1,3319062.7,0.0,0,Network Node
2077,774301.6,3319040.7,0.0,0,Network Node
2078,774370.6,3318870.8,0.0,0,Network Node
2079,774348.7,3319596.5,0.0,0,Network Node
2080,774174.0,3319389.5,0.0,0,Network Node
2081,774345.2,3319383.6,0.0,0,Network Node
2082,774212.9,3320206.9,0.0,0,Network Node
2083,773972.6,3319498.8,0.0,0,Network Node
2084,774077.5,3319414.0,0.0,0,
2085,774367.0,3320209.4,0.0,0,Network Node
2086,774349.3,3319409.0,0.0,0,Network Node
2087,774423.2,3319406.1,0.0,0,Network Node
2088,774445.1,3319400.4,0.0,0,Network Node
2089,774421.8,3319402.1,0.0,0,Network Node
2090,774347.6,3319405.7,0.0,0,Network Node
2091,774376.5,3319425.2,0.0,0,Network Node
2092,774397.2,3319357.8,0.0,0,Network Node
2093,774397.6,3319424.6,0.0,0,Network Node
2094,774387.1,3320207.3,0.0,0,Network Node
2095,774414.6,3320206.0,0.0,0,Network Node
2096,775239.0,3318878.2,0.0,0,Network Node
2097,781317.9,3316941.8,0.0,0,Network Node
2098,774806.3,3318952.3,0.0,0,Network Node
2099,774811.2,3319338.3,0.0,0,Network Node
2100,813100.7,3364610.4,0.0,0,Network Node
2101,813254.6,3362770.3,0.0,0,Network Node
2102,712235.3,3337069.4,0.0,0,Network Node
2103,712061.3,3337207.7,0.0,0,Network Node
2104,772781.6,3322334.4,0.0,0,Network Node
2105,773739.7,3322557.6,0.0,0,Network Node
2106,774010.8,3322548.3,0.0,0,Network Node
2107,773743.8,3323785.0,0.0,0,Network Node
2108,774043.2,3323727.9,0.0,0,Network Node
2109,779004.4,3318865.2,0.0,0,Network Node
2110,778689.6,3319679.2,0.0,0,Network Node
2111,774422.6,3322017.2,0.0,0,Network Node
2112,774423.6,3322247.2,0.0,0,Network Node
2113,774006.7,3322288.7,0.0,0,Network Node
2114,774017.5,3322604.1,0.0,0,Network Node
2115,773740.8,3322618.7,0.0,0,Network Node
2116,774264.4,3322113.7,0.0,0,Network Node
2117,774125.4,3321952.1,0.0,0,Network Node
2118,774408.7,3322236.4,0.0,0,Network Node
2119,774408.1,3322018.3,0.0,0,Network Node
2120,773786.6,3323840.4,0.0,0,Network Node
2121,773278.2,3321993.8,0.0,0,Network Node
2122,773998.5,3321879.6,0.0,0,Network Node
2123,774396.6,3322308.7,0.0,0,Network Node
2124,774001.5,3321964.5,0.0,0,Network Node
2125,772888.7,3321418.5,0.0,0,Network Node
2126,772742.4,3322652.5,0.0,0,Network Node
2127,772682.8,3323252.3,0.0,0,Network Node
2128,772971.6,3322591.2,0.0,0,Network Node
2129,773197.8,3322580.6,0.0,0,Network Node
2130,772778.7,3323828.3,0.0,0,Network Node
2131,773100.4,3323813.9,0.0,0,Network Node
2132,773064.2,3322641.3,0.0,0,Network Node
2133,772745.4,3322601.8,0.0,0,Network Node
2134,772542.2,3322669.6,0.0,0,Network Node
2135,773519.5,3322565.6,0.0,0,Network Node
2136,773525.6,3322625.3,0.0,0,Network Node
2137,773206.2,3322631.5,0.0,0,Network Node
2138,773422.2,3323799.4,0.0,0,Network Node
2139,773464.8,3323851.7,0.0,0,Network Node
2140,774482.0,3321876.2,0.0,0,Network Node
2141,774712.1,3321875.9,0.0,0,Network Node
2142,774710.4,3321944.5,0.0,0,Network Node
2143,774501.4,3321943.4,0.0,0,Network Node
2144,774419.8,3321549.5,0.0,0,Network Node
2145,773996.4,3321534.3,0.0,0,Network Node
2146,774132.5,3321879.6,0.0,0,Network Node
2147,774292.3,3321877.6,0.0,0,Network Node
2148,774255.8,3321726.2,0.0,0,Network Node
2149,774422.3,3321824.6,0.0,0,Network Node
2150,774401.8,3321545.0,0.0,0,Network Node
2151,774331.0,3321945.1,0.0,0,Network Node
2152,774279.8,3322073.3,0.0,0,Network Node
2153,774402.3,3321827.2,0.0,0,Network Node
2154,774319.4,3321877.4,0.0,0,Network Node
2155,774225.5,3321720.9,0.0,0,Network Node
2156,773998.4,3321900.5,0.0,0,Network Node
2157,774006.5,3321935.1,0.0,0,Network Node
2158,774427.9,3321338.2,0.0,0,Network Node
2159,774431.6,3321448.5,0.0,0,Network Node
2160,774397.6,3321447.5,0.0,0,Network Node
2161,774398.0,3321337.5,0.0,0,Network Node
2162,774452.5,3321338.4,0.0,0,Network Node
2163,774561.4,3321741.6,0.0,0,Network Node
2164,774473.1,3321943.7,0.0,0,Network Node
2165,775032.3,3321941.9,0.0,0,Network Node
2166,774729.5,3321964.8,0.0,0,Network Node
2167,775041.2,3321885.0,0.0,0,Network Node
2168,775267.6,3321908.8,0.0,0,Network Node
2169,774612.0,3322522.1,0.0,0,Network Node
2170,774799.8,3322512.2,0.0,0,Network Node
2171,774444.3,3323053.4,0.0,0,Network Node
2172,774438.1,3323219.1,0.0,0,Network Node
2173,774030.5,3323173.5,0.0,0,Network Node
2174,774407.0,3323215.8,0.0,0,Network Node
2175,774408.0,3323142.4,0.0,0,Network Node
2176,774442.5,3323720.2,0.0,0,Network Node
2177,774670.6,3323718.2,0.0,0,Network Node
2178,774796.8,3322563.7,0.0,0,Network Node
2179,774610.1,3322577.7,0.0,0,Network Node
2180,774757.0,3323774.4,0.0,0,Network Node
2181,774204.1,3322540.1,0.0,0,Network Node
2182,774391.3,3322532.0,0.0,0,Network Node
2183,774426.3,3322315.6,0.0,0,Network Node
2184,774423.4,3322611.2,0.0,0,Network Node
2185,774408.0,3322609.0,0.0,0,Network Node
2186,774391.7,3322590.9,0.0,0,Network Node
2187,774206.4,3322597.8,0.0,0,Network Node
2188,774442.9,3322530.1,0.0,0,Network Node
2189,774425.8,3322835.2,0.0,0,Network Node
2190,774416.7,3323044.7,0.0,0,Network Node
2191,774442.9,3322589.1,0.0,0,Network Node
2192,774415.1,3322837.3,0.0,0,Network Node
2193,774225.2,3323724.6,0.0,0,Network Node
2194,774439.7,3323398.3,0.0,0,Network Node
2195,774407.1,3323537.7,0.0,0,Network Node
2196,774222.8,3323831.7,0.0,0,Network Node
2197,774407.2,3323721.4,0.0,0,Network Node
2198,774993.8,3322493.4,0.0,0,Network Node
2199,775117.0,3322529.6,0.0,0,Network Node
2200,775072.9,3323713.2,0.0,0,Network Node
2201,775075.9,3323759.3,0.0,0,Network Node
2202,777061.0,3317301.1,0.0,0,Network Node
2203,776771.2,3318296.5,0.0,0,Network Node
2204,706453.6,3341981.4,0.0,0,Network Node
2205,706341.3,3342079.9,0.0,0,Network Node
2206,700158.1,3344597.7,0.0,0,Network Node
2207,700149.3,3344795.7,0.0,0,Network Node
2208,696671.5,3352058.8,0.0,0,Network Node
2209,696248.5,3352554.2,0.0,0,Network Node
2210,811780.4,3365881.8,0.0,0,Network Node
2211,812154.7,3365439.7,0.0,0,Network Node
2212,776780.8,3318321.0,0.0,0,Network Node
2213,777946.6,3318290.1,0.0,0,Network Node
2214,778447.1,3318859.8,0.0,0,Network Node
2215,700127.8,3345704.8,0.0,0,Network Node
2216,700125.1,3345857.2,0.0,0,Network Node
2217,812485.2,3365082.1,0.0,0,Network Node
2218,813051.2,3365015.9,0.0,0,Network Node
2219,776023.3,3318076.2,0.0,0,Network Node
2220,813248.1,3364869.2,0.0,0,Network Node
2221,813364.1,3365027.0,0.0,0,Network Node
2222,813397.3,3365154.2,0.0,0,Network Node
2223,813235.9,3365023.6,0.0,0,Network Node
2224,776452.4,3318341.3,0.0,0,Network Node
2225,776454.7,3318370.0,0.0,0,Network Node
2226,715698.0,3336846.9,0.0,0,Network Node
2227,712930.9,3337567.3,0.0,0,Network Node
2228,810508.2,3365404.6,0.0,0,Network Node
2229,810635.3,3364756.2,0.0,0,Network Node
2230,706368.6,3341684.1,0.0,0,Network Node
2231,706380.7,3341714.9,0.0,0,Network Node
2232,705756.5,3339307.7,0.0,0,Network Node
2233,705691.6,3339326.7,0.0,0,Network Node
2234,777381.3,3318438.5,0.0,0,Network Node
2235,696224.8,3352597.0,0.0,0,Network Node
2236,811171.5,3366677.7,0.0,0,Network Node
2237,777393.5,3318453.1,0.0,0,Network Node
2238,711841.7,3337404.2,0.0,0,Network Node
2239,812292.7,3363163.2,0.0,0,Network Node
2240,812715.4,3363052.1,0.0,0,Network Node
2241,706576.0,3341866.0,0.0,0,Network Node
2242,706516.2,3341924.8,0.0,0,Network Node
2243,711167.9,3337960.3,0.0,0,Network Node
2244,813334.5,3362553.7,0.0,0,Network Node
2245,813249.6,3363224.9,0.0,0,Network Node
2246,811135.8,3366955.3,0.0,0,Network Node
2247,810946.8,3366018.8,0.0,0,Network Node
2248,703002.6,3344918.4,0.0,0,Network Node
2249,700147.3,3344909.9,0.0,0,Network Node
2250,777089.6,3319184.9,0.0,0,Network Node
2251,707194.9,3341330.2,0.0,0,Network Node
2252,707185.7,3341334.0,0.0,0,Network Node
2253,777904.3,3317364.3,0.0,0,Network Node
2254,778203.7,3317086.1,0.0,0,Network Node
2255,777927.2,3317390.4,0.0,0,Network Node
2256,778074.7,3317543.9,0.0,0,Network Node
2257,777669.0,3317621.1,0.0,0,Network Node
2258,777491.2,3317773.2,0.0,0,Network Node
2259,777465.9,3317750.5,0.0,0,Network Node
2260,777635.1,3317596.2,0.0,0,Network Node
2261,777924.8,3318265.8,0.0,0,Network Node
2262,778225.5,3317116.6,0.0,0,Network Node
2263,778045.0,3317568.5,0.0,0,Network Node
2264,777899.9,3317411.2,0.0,0,Network Node
2265,711250.2,3337906.0,0.0,0,Network Node
2266,711353.4,3337826.7,0.0,0,Network Node
2267,778190.2,3317725.8,0.0,0,Network Node
2268,777611.2,3318378.0,0.0,0,Network Node
2269,777624.1,3318403.6,0.0,0,Network Node
2270,777694.4,3317120.2,0.0,0,Network Node
2271,777673.8,3317149.5,0.0,0,Network Node
2272,777877.5,3317384.3,0.0,0,Network Node
2273,777825.9,3317324.7,0.0,0,Network Node
2274,820959.0,3356585.1,0.0,0,Network Node
2275,820071.5,3356423.6,0.0,0,Network Node
2276,816400.7,3356355.6,0.0,0,Network Node
2277,820016.8,3356326.1,0.0,0,Network Node
2278,778223.5,3317699.7,0.0,0,Network Node
2279,778431.2,3317942.6,0.0,0,Network Node
2281,711001.8,3337880.9,0.0,0,Network Node
2282,778133.2,3318144.5,0.0,0,Network Node
2283,778399.9,3317964.4,0.0,0,Network Node
2284,778136.5,3318190.3,0.0,0,Network Node
2285,710243.0,3338758.2,0.0,0,Network Node
2286,710237.8,3338770.7,0.0,0,Network Node
2287,696121.0,3352719.5,0.0,0,Network Node
2288,778781.0,3318343.7,0.0,0,Network Node
2289,777364.8,3319983.4,0.0,0,Network Node
2290,777576.4,3319995.0,0.0,0,Network Node
2291,810846.5,3364519.4,0.0,0,Network Node
2292,778173.5,3319140.2,0.0,0,Network Node
2293,777876.8,3319157.7,0.0,0,Network Node
2294,696661.0,3352487.5,0.0,0,Network Node
2295,777876.6,3319126.2,0.0,0,Network Node
2296,810208.1,3368245.9,0.0,0,Network Node
2297,778202.2,3319105.1,0.0,0,Network Node
2298,778505.6,3319079.3,0.0,0,Network Node
2299,778365.8,3319129.3,0.0,0,Network Node
2300,778481.3,3320165.3,0.0,0,Network Node
2301,778452.4,3320185.4,0.0,0,Network Node
2302,778390.4,3320365.6,0.0,0,Network Node
2303,775631.8,3321925.1,0.0,0,Network Node
2304,775632.2,3322147.2,0.0,0,Network Node
2305,776575.1,3321858.8,0.0,0,Network Node
2306,776577.0,3321904.6,0.0,0,Network Node
2307,775596.6,3321926.4,0.0,0,Network Node
2308,776983.5,3322395.4,0.0,0,Network Node
2309,777277.0,3322286.8,0.0,0,Network Node
2310,776910.4,3323703.7,0.0,0,Network Node
2311,777116.3,3323706.7,0.0,0,Network Node
2312,778245.9,3321871.1,0.0,0,Network Node
2313,778319.6,3322258.7,0.0,0,Network Node
2314,777198.6,3322368.4,0.0,0,Network Node
2315,776982.3,3322436.3,0.0,0,Network Node
2316,777269.7,3323754.7,0.0,0,Network Node
2317,776947.6,3323753.5,0.0,0,Network Node
2318,778212.1,3322227.6,0.0,0,Network Node
2319,778213.2,3322031.6,0.0,0,Network Node
2320,776147.9,3320921.5,0.0,0,Network Node
2321,775614.1,3321628.7,0.0,0,Network Node
2322,775612.0,3321415.8,0.0,0,Network Node
2323,776574.1,3321822.9,0.0,0,Network Node
2324,775634.0,3321836.4,0.0,0,Network Node
2325,775848.8,3321845.8,0.0,0,Network Node
2326,782437.2,3321245.5,0.0,0,Network Node
2327,782401.4,3321218.4,0.0,0,Network Node
2328,776063.6,3321855.3,0.0,0,Network Node
2329,776055.1,3321894.7,0.0,0,Network Node
2330,775842.3,3321920.0,0.0,0,Network Node
2331,775949.1,3322427.1,0.0,0,Network Node
2332,776271.2,3322425.7,0.0,0,Network Node
2333,775636.3,3323107.9,0.0,0,Network Node
2334,775980.0,3323713.4,0.0,0,Network Node
2335,776302.0,3323708.1,0.0,0,Network Node
2336,776274.7,3322464.9,0.0,0,Network Node
2337,775952.7,3322467.9,0.0,0,Network Node
2338,776602.3,3322460.6,0.0,0,Network Node
2339,776624.0,3323702.0,0.0,0,Network Node
2340,776284.0,3323766.4,0.0,0,Network Node
2341,775962.0,3323768.9,0.0,0,Network Node
2342,775636.9,3322308.0,0.0,0,Network Node
2343,775806.9,3323714.3,0.0,0,Network Node
2344,776598.6,3322424.0,0.0,0,Network Node
2345,776756.2,3322453.5,0.0,0,Network Node
2346,813440.2,3362052.6,0.0,0,Network Node
2347,813532.9,3362290.8,0.0,0,Network Node
2348,776625.6,3323752.4,0.0,0,Network Node
2349,776454.8,3323759.5,0.0,0,Network Node
2350,777667.2,3321740.8,0.0,0,Network Node
2351,777972.5,3321640.0,0.0,0,Network Node
2352,777697.5,3321782.7,0.0,0,Network Node
2353,778018.6,3321769.9,0.0,0,Network Node
2354,778233.9,3321109.0,0.0,0,Network Node
2355,778246.0,3321307.2,0.0,0,Network Node
2356,778225.0,3321330.6,0.0,0,Network Node
2357,778171.4,3321394.7,0.0,0,Network Node
2358,778201.4,3321077.7,0.0,0,Network Node
2359,778177.4,3321392.7,0.0,0,Network Node
2360,777889.6,3321735.6,0.0,0,Network Node
2361,777599.9,3321849.3,0.0,0,Network Node
2362,777919.4,3321808.3,0.0,0,Network Node
2363,777298.2,3321817.4,0.0,0,Network Node
2364,778237.1,3320840.0,0.0,0,Network Node
2365,778270.3,3320824.2,0.0,0,Network Node
2366,778090.9,3321658.0,0.0,0,Network Node
2367,778197.0,3321769.8,0.0,0,Network Node
2368,778134.6,3321530.5,0.0,0,Network Node
2369,778059.9,3321868.2,0.0,0,Network Node
2370,778224.4,3321867.3,0.0,0,Network Node
2371,778300.4,3321780.5,0.0,0,Network Node
2372,778217.0,3321787.2,0.0,0,Network Node
2373,778230.5,3321695.8,0.0,0,Network Node
2374,778255.9,3321687.4,0.0,0,Network Node
2375,778385.4,3321824.3,0.0,0,Network Node
2376,778152.3,3321805.3,0.0,0,Network Node
2377,778214.8,3321824.4,0.0,0,Network Node
2378,778250.3,3321507.6,0.0,0,Network Node
2379,777273.1,3322338.4,0.0,0,Network Node
2380,777310.4,3323081.2,0.0,0,Network Node
2381,777586.5,3322245.0,0.0,0,Network Node
2382,777907.0,3322231.4,0.0,0,Network Node
2383,777907.1,3322264.8,0.0,0,Network Node
2384,777710.3,3322272.7,0.0,0,Network Node
2385,777448.3,3323706.8,0.0,0,Network Node
2386,777421.4,3323068.1,0.0,0,Network Node
2387,777384.1,3322250.8,0.0,0,Network Node
2388,777388.5,3322285.5,0.0,0,Network Node
2389,813676.2,3362037.4,0.0,0,Network Node
2390,813579.4,3362269.0,0.0,0,Network Node
2391,777342.0,3323709.9,0.0,0,Network Node
2392,778318.9,3322288.3,0.0,0,Network Node
2393,778212.0,3322266.6,0.0,0,Network Node
2394,778403.9,3322278.5,0.0,0,Network Node
2395,779879.2,3313118.1,0.0,0,Network Node
2396,780565.0,3313210.2,0.0,0,Network Node
2397,781842.8,3311011.2,0.0,0,Network Node
2398,782148.1,3311113.9,0.0,0,Network Node
2399,781533.0,3312123.7,0.0,0,Network Node
2400,779832.5,3313539.9,0.0,0,Network Node
2401,779851.2,3313371.0,0.0,0,Network Node
2402,781283.4,3313306.0,0.0,0,Network Node
2403,781721.8,3313457.8,0.0,0,Network Node
2404,781833.8,3313901.7,0.0,0,Network Node
2405,781934.6,3313744.7,0.0,0,Network Node
2406,781649.9,3314168.6,0.0,0,Network Node
2407,781880.9,3314343.6,0.0,0,Network Node
2408,781824.1,3315046.8,0.0,0,Network Node
2409,781963.0,3315166.5,0.0,0,Network Node
2410,781914.5,3314937.6,0.0,0,Network Node
2411,781936.7,3315861.8,0.0,0,Network Node
2412,781820.0,3316359.4,0.0,0,Network Node
2413,781999.8,3316256.5,0.0,0,Network Node
2414,781831.8,3316387.5,0.0,0,Network Node
2415,782008.7,3316277.1,0.0,0,Network Node
2416,782252.8,3311208.6,0.0,0,Network Node
2417,781948.3,3311104.0,0.0,0,Network Node
2418,783290.4,3309895.2,0.0,0,Network Node
2419,783714.3,3313163.6,0.0,0,Network Node
2420,784340.7,3313618.2,0.0,0,Network Node
2421,783533.4,3313414.4,0.0,0,Network Node
2422,785764.4,3314782.3,0.0,0,Network Node
2423,785574.2,3314780.9,0.0,0,Network Node
2424,782427.1,3314324.7,0.0,0,Network Node
2425,782074.7,3314073.5,0.0,0,Network Node
2426,784063.2,3310385.7,0.0,0,Network Node
2427,782080.8,3315320.1,0.0,0,Network Node
2428,781942.2,3315198.5,0.0,0,Network Node
