PARKING,LINK,DIR,OFFSET,TYPE,NUM_NEST,NOTES
USE,START,END,SPACE,TIME_IN,TIME_OUT,HOURLY,DAILY
1841,1965,0,546.7,LOT,0,Parking Lot
1842,1965,1,273.3,LOT,0,Parking Lot
1843,1966,0,202.6,LOT,0,Parking Lot
1844,1966,1,202.6,LOT,0,Parking Lot
1845,1968,0,316.8,LOT,0,Parking Lot
1846,1968,1,633.5,LOT,0,Parking Lot
1847,1968,0,633.5,LOT,0,Parking Lot
1848,1968,1,316.8,LOT,0,Parking Lot
1849,1969,0,204.1,LOT,0,Parking Lot
1850,1969,1,204.1,LOT,0,Parking Lot
1851,1978,0,161.0,LOT,0,Parking Lot
1852,1978,1,161.0,LOT,0,Parking Lot
1853,1979,0,161.0,LOT,0,Parking Lot
1854,1979,1,161.0,LOT,0,Parking Lot
1855,1980,0,161.0,LOT,0,Parking Lot
1856,1980,1,161.0,LOT,0,Parking Lot
1857,1994,0,297.9,LOT,0,Parking Lot
1858,1994,1,298.0,LOT,0,Parking Lot
1859,2003,0,160.9,LOT,0,Parking Lot
1860,2003,1,161.0,LOT,0,Parking Lot
1861,2005,0,239.0,LOT,0,Parking Lot
1862,2005,1,239.1,LOT,0,Parking Lot
1863,2006,0,194.4,LOT,0,Parking Lot
1864,2006,1,194.4,LOT,0,Parking Lot
1865,2010,0,211.1,LOT,0,Parking Lot
1866,2010,1,211.2,LOT,0,Parking Lot
1867,2011,0,235.9,LOT,0,Parking Lot
1868,2011,1,235.9,LOT,0,Parking Lot
1869,2012,0,318.8,LOT,0,Parking Lot
1870,2012,1,637.5,LOT,0,Parking Lot
1871,2012,0,637.5,LOT,0,Parking Lot
1872,2012,1,318.8,LOT,0,Parking Lot
1873,2014,0,161.0,LOT,0,Parking Lot
1874,2014,1,161.0,LOT,0,Parking Lot
1875,2016,0,173.8,LOT,0,Parking Lot
1876,2016,1,173.9,LOT,0,Parking Lot
1877,2017,0,333.9,LOT,0,Parking Lot
1878,2017,1,334.0,LOT,0,Parking Lot
1879,2019,0,189.2,LOT,0,Parking Lot
1880,2019,1,189.2,LOT,0,Parking Lot
1881,2020,0,206.5,LOT,0,Parking Lot
1882,2020,1,206.6,LOT,0,Parking Lot
1883,2022,0,215.5,LOT,0,Parking Lot
1884,2022,1,215.5,LOT,0,Parking Lot
1885,2024,0,218.1,LOT,0,Parking Lot
1886,2024,1,218.2,LOT,0,Parking Lot
1887,2029,0,192.5,LOT,0,Parking Lot
1888,2029,1,192.5,LOT,0,Parking Lot
1889,2030,0,313.1,LOT,0,Parking Lot
1890,2030,1,313.1,LOT,0,Parking Lot
1891,2032,0,160.9,LOT,0,Parking Lot
1892,2032,1,161.0,LOT,0,Parking Lot
1893,2045,0,259.3,LOT,0,Parking Lot
1894,2045,1,259.3,LOT,0,Parking Lot
1895,2047,0,286.9,LOT,0,Parking Lot
1896,2047,1,287.0,LOT,0,Parking Lot
1897,2049,0,180.5,LOT,0,Parking Lot
1898,2049,1,180.5,LOT,0,Parking Lot
1899,2050,0,272.0,LOT,0,Parking Lot
1900,2050,1,272.1,LOT,0,Parking Lot
1901,2051,0,188.6,LOT,0,Parking Lot
1902,2051,1,188.7,LOT,0,Parking Lot
1903,2062,0,193.5,LOT,0,Parking Lot
1904,2062,1,193.5,LOT,0,Parking Lot
1905,2064,0,160.9,LOT,0,Parking Lot
1906,2064,1,161.0,LOT,0,Parking Lot
1907,2068,0,205.1,LOT,0,Parking Lot
1908,2068,1,205.2,LOT,0,Parking Lot
1909,2074,0,337.3,LOT,0,Parking Lot
1910,2074,1,674.6,LOT,0,Parking Lot
1911,2074,0,674.6,LOT,0,Parking Lot
1912,2074,1,337.3,LOT,0,Parking Lot
1913,2075,0,258.9,LOT,0,Parking Lot
1914,2075,1,517.7,LOT,0,Parking Lot
1915,2075,0,517.7,LOT,0,Parking Lot
1916,2075,1,258.9,LOT,0,Parking Lot
1917,2076,0,303.1,LOT,0,Parking Lot
1918,2076,1,303.2,LOT,0,Parking Lot
1919,2081,0,286.3,LOT,0,Parking Lot
1920,2081,1,858.9,LOT,0,Parking Lot
1921,2081,0,572.6,LOT,0,Parking Lot
1922,2081,1,572.6,LOT,0,Parking Lot
1923,2081,0,858.9,LOT,0,Parking Lot
1924,2081,1,286.3,LOT,0,Parking Lot
1925,2083,0,351.1,LOT,0,Parking Lot
1926,2083,1,351.1,LOT,0,Parking Lot
1927,2084,0,161.0,LOT,0,Parking Lot
1928,2084,1,161.0,LOT,0,Parking Lot
1929,2085,0,266.2,LOT,0,Parking Lot
1930,2085,1,532.3,LOT,0,Parking Lot
1931,2085,0,532.3,LOT,0,Parking Lot
1932,2085,1,266.2,LOT,0,Parking Lot
1933,2088,0,165.8,LOT,0,Parking Lot
1934,2088,1,165.8,LOT,0,Parking Lot
1935,2089,0,161.0,LOT,0,Parking Lot
1936,2089,1,161.1,LOT,0,Parking Lot
1937,2090,0,270.5,LOT,0,Parking Lot
1938,2090,1,270.5,LOT,0,Parking Lot
1939,2093,0,335.7,LOT,0,Parking Lot
1940,2093,1,671.3,LOT,0,Parking Lot
1941,2093,0,671.3,LOT,0,Parking Lot
1942,2093,1,335.7,LOT,0,Parking Lot
1943,2097,0,174.9,LOT,0,Parking Lot
1944,2097,1,174.9,LOT,0,Parking Lot
1945,2104,0,277.5,LOT,0,Parking Lot
1946,2104,1,554.9,LOT,0,Parking Lot
1947,2104,0,554.9,LOT,0,Parking Lot
1948,2104,1,277.5,LOT,0,Parking Lot
1949,2106,0,295.8,LOT,0,Parking Lot
1950,2106,1,295.9,LOT,0,Parking Lot
1951,2107,0,319.9,LOT,0,Parking Lot
1952,2107,1,639.8,LOT,0,Parking Lot
1953,2107,0,639.8,LOT,0,Parking Lot
1954,2107,1,319.9,LOT,0,Parking Lot
1955,2110,0,161.0,LOT,0,Parking Lot
1956,2110,1,161.0,LOT,0,Parking Lot
1957,2114,0,275.8,LOT,0,Parking Lot
1958,2114,1,275.9,LOT,0,Parking Lot
1959,2115,0,162.0,LOT,0,Parking Lot
1960,2115,1,162.1,LOT,0,Parking Lot
1961,2116,0,199.5,LOT,0,Parking Lot
1962,2116,1,199.6,LOT,0,Parking Lot
1963,2118,0,160.9,LOT,0,Parking Lot
1964,2118,1,161.0,LOT,0,Parking Lot
1965,2119,0,161.0,LOT,0,Parking Lot
1966,2119,1,161.0,LOT,0,Parking Lot
1967,2122,0,161.0,LOT,0,Parking Lot
1968,2122,1,161.0,LOT,0,Parking Lot
1969,2126,0,161.0,LOT,0,Parking Lot
1970,2126,1,161.0,LOT,0,Parking Lot
1971,2134,0,232.3,LOT,0,Parking Lot
1972,2134,1,232.4,LOT,0,Parking Lot
1973,2146,0,254.6,LOT,0,Parking Lot
1974,2146,1,254.6,LOT,0,Parking Lot
1975,2161,0,312.8,LOT,0,Parking Lot
1976,2161,1,312.9,LOT,0,Parking Lot
1977,2162,0,279.5,LOT,0,Parking Lot
1978,2162,1,279.5,LOT,0,Parking Lot
1979,2166,0,195.5,LOT,0,Parking Lot
1980,2166,1,195.5,LOT,0,Parking Lot
1981,2185,0,195.4,LOT,0,Parking Lot
1982,2185,1,195.4,LOT,0,Parking Lot
1983,2190,0,208.7,LOT,0,Parking Lot
1984,2190,1,208.7,LOT,0,Parking Lot
1985,2193,0,307.0,LOT,0,Parking Lot
1986,2193,1,307.0,LOT,0,Parking Lot
1987,2203,0,352.2,LOT,0,Parking Lot
1988,2203,1,352.2,LOT,0,Parking Lot
1989,2204,0,170.0,LOT,0,Parking Lot
1990,2204,1,100.0,LOT,0,Parking Lot
1991,2211,0,150.4,LOT,0,Parking Lot
1992,2211,1,150.5,LOT,0,Parking Lot
1993,2230,0,162.6,LOT,0,Parking Lot
1994,2230,1,162.6,LOT,0,Parking Lot
1995,2233,0,161.0,LOT,0,Parking Lot
1996,2233,1,161.1,LOT,0,Parking Lot
1997,2248,0,200.5,LOT,0,Parking Lot
1998,2248,1,200.5,LOT,0,Parking Lot
1999,2254,0,301.4,LOT,0,Parking Lot
2000,2254,1,301.5,LOT,0,Parking Lot
2001,2256,0,161.0,LOT,0,Parking Lot
2002,2256,1,161.0,LOT,0,Parking Lot
2003,2257,0,161.0,LOT,0,Parking Lot
2004,2257,1,161.0,LOT,0,Parking Lot
2005,2264,0,161.0,LOT,0,Parking Lot
2006,2264,1,161.0,LOT,0,Parking Lot
2007,2265,0,159.7,LOT,0,Parking Lot
2008,2265,1,159.8,LOT,0,Parking Lot
2009,2269,0,161.0,LOT,0,Parking Lot
2010,2269,1,161.1,LOT,0,Parking Lot
2011,2270,0,161.0,LOT,0,Parking Lot
2012,2270,1,161.1,LOT,0,Parking Lot
2013,2271,0,160.9,LOT,0,Parking Lot
2014,2271,1,161.0,LOT,0,Parking Lot
2015,2272,0,161.0,LOT,0,Parking Lot
2016,2272,1,161.0,LOT,0,Parking Lot
2017,2273,0,160.9,LOT,0,Parking Lot
2018,2273,1,161.0,LOT,0,Parking Lot
2019,2280,0,161.0,LOT,0,Parking Lot
2020,2280,1,161.0,LOT,0,Parking Lot
2021,2281,0,160.9,LOT,0,Parking Lot
2022,2281,1,161.0,LOT,0,Parking Lot
2023,2282,0,160.9,LOT,0,Parking Lot
2024,2282,1,160.9,LOT,0,Parking Lot
2025,2283,0,160.9,LOT,0,Parking Lot
2026,2283,1,161.0,LOT,0,Parking Lot
2027,2284,0,172.6,LOT,0,Parking Lot
2028,2284,1,172.7,LOT,0,Parking Lot
2029,2288,0,190.0,LOT,0,Parking Lot
2030,2288,1,190.1,LOT,0,Parking Lot
2031,2318,0,151.9,LOT,0,Parking Lot
2032,2318,1,151.9,LOT,0,Parking Lot
2033,2324,0,277.2,LOT,0,Parking Lot
2034,2324,1,277.3,LOT,0,Parking Lot
2035,2328,0,161.0,LOT,0,Parking Lot
2036,2328,1,161.1,LOT,0,Parking Lot
2037,2348,0,160.9,LOT,0,Parking Lot
2038,2348,1,161.0,LOT,0,Parking Lot
2039,2349,0,160.9,LOT,0,Parking Lot
2040,2349,1,161.0,LOT,0,Parking Lot
2041,2359,0,161.0,LOT,0,Parking Lot
2042,2359,1,161.1,LOT,0,Parking Lot
2043,2360,0,161.0,LOT,0,Parking Lot
2044,2360,1,161.1,LOT,0,Parking Lot
2045,2362,0,161.0,LOT,0,Parking Lot
2046,2362,1,161.0,LOT,0,Parking Lot
2047,2364,0,161.0,LOT,0,Parking Lot
2048,2364,1,161.1,LOT,0,Parking Lot
2049,2365,0,201.1,LOT,0,Parking Lot
2050,2365,1,201.2,LOT,0,Parking Lot
2051,2366,0,161.0,LOT,0,Parking Lot
2052,2366,1,161.0,LOT,0,Parking Lot
2053,2367,0,244.8,LOT,0,Parking Lot
2054,2367,1,244.8,LOT,0,Parking Lot
2055,2368,0,318.4,LOT,0,Parking Lot
2056,2368,1,318.4,LOT,0,Parking Lot
2057,2373,0,322.0,LOT,0,Parking Lot
2058,2373,1,322.0,LOT,0,Parking Lot
2059,2374,0,252.8,LOT,0,Parking Lot
2060,2374,1,505.5,LOT,0,Parking Lot
2061,2374,0,505.5,LOT,0,Parking Lot
2062,2374,1,252.8,LOT,0,Parking Lot
2063,2380,0,297.9,LOT,0,Parking Lot
2064,2380,1,297.9,LOT,0,Parking Lot
2065,2383,0,321.9,LOT,0,Parking Lot
2066,2383,1,322.0,LOT,0,Parking Lot
2067,2384,0,349.3,LOT,0,Parking Lot
2068,2384,1,349.3,LOT,0,Parking Lot
2069,2385,0,160.9,LOT,0,Parking Lot
2070,2385,1,161.0,LOT,0,Parking Lot
2071,2387,0,164.9,LOT,0,Parking Lot
2072,2387,1,164.9,LOT,0,Parking Lot
2073,2406,0,249.5,LOT,0,Parking Lot
2074,2406,1,249.5,LOT,0,Parking Lot
2075,2408,0,204.5,LOT,0,Parking Lot
2076,2408,1,204.5,LOT,0,Parking Lot
2077,2412,0,328.1,LOT,0,Parking Lot
2078,2412,1,328.1,LOT,0,Parking Lot
2079,2413,0,202.4,LOT,0,Parking Lot
2080,2413,1,202.5,LOT,0,Parking Lot
2081,2417,0,167.0,LOT,0,Parking Lot
2082,2417,1,167.0,LOT,0,Parking Lot
2083,2418,0,171.5,LOT,0,Parking Lot
2084,2418,1,171.6,LOT,0,Parking Lot
2085,2419,0,160.9,LOT,0,Parking Lot
2086,2419,1,161.0,LOT,0,Parking Lot
2087,2420,0,161.0,LOT,0,Parking Lot
2088,2420,1,161.0,LOT,0,Parking Lot
2089,2421,0,160.9,LOT,0,Parking Lot
2090,2421,1,161.0,LOT,0,Parking Lot
2091,2423,0,161.0,LOT,0,Parking Lot
2092,2423,1,161.0,LOT,0,Parking Lot
2093,2428,0,156.0,LOT,0,Parking Lot
2094,2428,1,156.0,LOT,0,Parking Lot
2095,2438,0,159.8,LOT,0,Parking Lot
2096,2438,1,159.8,LOT,0,Parking Lot
2097,2440,0,161.0,LOT,0,Parking Lot
2098,2440,1,161.0,LOT,0,Parking Lot
2099,2441,0,158.8,LOT,0,Parking Lot
2100,2441,1,158.9,LOT,0,Parking Lot
2101,2442,0,174.0,LOT,0,Parking Lot
2102,2442,1,174.1,LOT,0,Parking Lot
2103,2447,0,215.2,LOT,0,Parking Lot
2104,2447,1,215.3,LOT,0,Parking Lot
2105,2448,0,247.6,LOT,0,Parking Lot
2106,2448,1,247.6,LOT,0,Parking Lot
2107,2460,0,263.1,LOT,0,Parking Lot
2108,2460,1,526.3,LOT,0,Parking Lot
2109,2460,0,526.3,LOT,0,Parking Lot
2110,2460,1,263.1,LOT,0,Parking Lot
2111,2462,0,152.4,LOT,0,Parking Lot
2112,2462,1,152.4,LOT,0,Parking Lot
2113,2464,0,163.1,LOT,0,Parking Lot
2114,2464,1,163.2,LOT,0,Parking Lot
2115,2475,0,156.9,LOT,0,Parking Lot
2116,2475,1,157.0,LOT,0,Parking Lot
2117,2480,0,161.0,LOT,0,Parking Lot
2118,2480,1,161.1,LOT,0,Parking Lot
2119,2482,0,208.4,LOT,0,Parking Lot
2120,2482,1,208.4,LOT,0,Parking Lot
2121,2485,0,258.8,LOT,0,Parking Lot
2122,2485,1,517.5,LOT,0,Parking Lot
2123,2485,0,517.5,LOT,0,Parking Lot
2124,2485,1,258.8,LOT,0,Parking Lot
2125,2507,0,161.0,LOT,0,Parking Lot
2126,2507,1,161.1,LOT,0,Parking Lot
2127,2508,0,303.6,LOT,0,Parking Lot
2128,2508,1,303.6,LOT,0,Parking Lot
2129,2509,0,161.0,LOT,0,Parking Lot
2130,2509,1,161.0,LOT,0,Parking Lot
2131,2510,0,161.0,LOT,0,Parking Lot
2132,2510,1,161.0,LOT,0,Parking Lot
2133,2511,0,310.4,LOT,0,Parking Lot
2134,2511,1,931.2,LOT,0,Parking Lot
2135,2511,0,620.8,LOT,0,Parking Lot
2136,2511,1,620.8,LOT,0,Parking Lot
2137,2511,0,931.2,LOT,0,Parking Lot
2138,2511,1,310.4,LOT,0,Parking Lot
2139,2512,0,161.0,LOT,0,Parking Lot
2140,2512,1,161.0,LOT,0,Parking Lot
2141,2513,0,154.2,LOT,0,Parking Lot
2142,2513,1,154.3,LOT,0,Parking Lot
2143,2514,0,156.8,LOT,0,Parking Lot
2144,2514,1,156.8,LOT,0,Parking Lot
2145,2518,0,161.0,LOT,0,Parking Lot
2146,2518,1,161.0,LOT,0,Parking Lot
2147,2521,0,193.1,LOT,0,Parking Lot
2148,2521,1,193.2,LOT,0,Parking Lot
2149,2523,0,163.7,LOT,0,Parking Lot
2150,2523,1,163.7,LOT,0,Parking Lot
2151,2524,0,163.8,LOT,0,Parking Lot
2152,2524,1,163.8,LOT,0,Parking Lot
2153,2528,0,161.0,LOT,0,Parking Lot
2154,2528,1,161.1,LOT,0,Parking Lot
2155,2532,0,161.0,LOT,0,Parking Lot
2156,2532,1,161.0,LOT,0,Parking Lot
2157,2576,0,371.8,LOT,0,Parking Lot
2158,2576,1,371.9,LOT,0,Parking Lot
2159,2577,0,160.4,LOT,0,Parking Lot
2160,2577,1,160.4,LOT,0,Parking Lot
2161,2579,0,282.7,LOT,0,Parking Lot
2162,2579,1,565.4,LOT,0,Parking Lot
2163,2579,0,565.4,LOT,0,Parking Lot
2164,2579,1,282.7,LOT,0,Parking Lot
2165,2580,0,319.6,LOT,0,Parking Lot
2166,2580,1,319.7,LOT,0,Parking Lot
2167,2582,0,161.0,LOT,0,Parking Lot
2168,2582,1,161.1,LOT,0,Parking Lot
2169,2595,0,293.9,LOT,0,Parking Lot
2170,2595,1,293.9,LOT,0,Parking Lot
2171,2596,0,152.6,LOT,0,Parking Lot
2172,2596,1,152.7,LOT,0,Parking Lot
2173,2597,0,152.5,LOT,0,Parking Lot
2174,2597,1,152.6,LOT,0,Parking Lot
2175,2604,0,346.0,LOT,0,Parking Lot
2176,2604,1,346.0,LOT,0,Parking Lot
2177,2606,0,154.3,LOT,0,Parking Lot
2178,2606,1,154.4,LOT,0,Parking Lot
2179,2607,0,303.2,LOT,0,Parking Lot
2180,2607,1,909.5,LOT,0,Parking Lot
2181,2607,0,606.3,LOT,0,Parking Lot
2182,2607,1,606.4,LOT,0,Parking Lot
2183,2607,0,909.5,LOT,0,Parking Lot
2184,2607,1,303.2,LOT,0,Parking Lot
2185,2608,0,242.3,LOT,0,Parking Lot
2186,2608,1,242.3,LOT,0,Parking Lot
2187,2610,0,231.9,LOT,0,Parking Lot
2188,2610,1,232.0,LOT,0,Parking Lot
2189,2620,0,258.0,LOT,0,Parking Lot
2190,2620,1,516.0,LOT,0,Parking Lot
2191,2620,0,516.0,LOT,0,Parking Lot
2192,2620,1,258.0,LOT,0,Parking Lot
2193,2621,0,154.6,LOT,0,Parking Lot
2194,2621,1,154.6,LOT,0,Parking Lot
2195,2623,0,258.3,LOT,0,Parking Lot
2196,2623,1,258.4,LOT,0,Parking Lot
2197,2624,0,216.4,LOT,0,Parking Lot
2198,2624,1,216.4,LOT,0,Parking Lot
2199,2631,0,157.8,LOT,0,Parking Lot
2200,2631,1,157.9,LOT,0,Parking Lot
2201,2632,0,330.9,LOT,0,Parking Lot
2202,2632,1,661.8,LOT,0,Parking Lot
2203,2632,0,661.8,LOT,0,Parking Lot
2204,2632,1,330.9,LOT,0,Parking Lot
2205,2635,0,216.3,LOT,0,Parking Lot
2206,2635,1,216.3,LOT,0,Parking Lot
2207,2636,0,322.4,LOT,0,Parking Lot
2208,2636,1,322.5,LOT,0,Parking Lot
2209,2651,0,160.9,LOT,0,Parking Lot
2210,2651,1,160.9,LOT,0,Parking Lot
2211,2668,0,207.4,LOT,0,Parking Lot
2212,2668,1,207.5,LOT,0,Parking Lot
2213,2685,0,167.6,LOT,0,Parking Lot
2214,2685,1,167.6,LOT,0,Parking Lot
2215,2686,0,322.8,LOT,0,Parking Lot
2216,2686,1,322.8,LOT,0,Parking Lot
2217,2687,0,161.0,LOT,0,Parking Lot
2218,2687,1,161.1,LOT,0,Parking Lot
2219,2688,0,247.9,LOT,0,Parking Lot
2220,2688,1,248.0,LOT,0,Parking Lot
2221,2691,0,247.7,LOT,0,Parking Lot
2222,2691,1,247.7,LOT,0,Parking Lot
2223,2692,0,161.0,LOT,0,Parking Lot
2224,2692,1,161.1,LOT,0,Parking Lot
2225,2693,0,165.5,LOT,0,Parking Lot
2226,2693,1,165.5,LOT,0,Parking Lot
2227,2694,0,309.0,LOT,0,Parking Lot
2228,2694,1,309.0,LOT,0,Parking Lot
2229,2695,0,184.6,LOT,0,Parking Lot
2230,2695,1,184.6,LOT,0,Parking Lot
2231,2698,0,160.9,LOT,0,Parking Lot
2232,2698,1,161.0,LOT,0,Parking Lot
2233,2699,0,163.3,LOT,0,Parking Lot
2234,2699,1,163.4,LOT,0,Parking Lot
2235,2701,0,161.1,LOT,0,Parking Lot
2236,2701,1,161.1,LOT,0,Parking Lot
2237,2702,0,160.9,LOT,0,Parking Lot
2238,2702,1,161.0,LOT,0,Parking Lot
2239,2703,0,161.0,LOT,0,Parking Lot
2240,2703,1,161.0,LOT,0,Parking Lot
2241,2706,0,205.3,LOT,0,Parking Lot
2242,2706,1,205.4,LOT,0,Parking Lot
2243,2710,0,161.0,LOT,0,Parking Lot
2244,2710,1,161.0,LOT,0,Parking Lot
2245,2711,0,192.8,LOT,0,Parking Lot
2246,2711,1,192.9,LOT,0,Parking Lot
2247,2712,0,200.9,LOT,0,Parking Lot
2248,2712,1,200.9,LOT,0,Parking Lot
2249,2713,0,161.0,LOT,0,Parking Lot
2250,2713,1,161.0,LOT,0,Parking Lot
2251,2719,0,179.4,LOT,0,Parking Lot
2252,2719,1,179.4,LOT,0,Parking Lot
2253,2722,0,194.7,LOT,0,Parking Lot
2254,2722,1,194.7,LOT,0,Parking Lot
2255,2723,0,205.4,LOT,0,Parking Lot
2256,2723,1,205.4,LOT,0,Parking Lot
2257,2724,0,173.8,LOT,0,Parking Lot
2258,2724,1,173.9,LOT,0,Parking Lot
2259,2725,0,161.1,LOT,0,Parking Lot
2260,2725,1,161.1,LOT,0,Parking Lot
2261,2727,0,354.9,LOT,0,Parking Lot
2262,2727,1,355.0,LOT,0,Parking Lot
2263,2729,0,161.0,LOT,0,Parking Lot
2264,2729,1,161.1,LOT,0,Parking Lot
2265,2731,0,250.7,LOT,0,Parking Lot
2266,2731,1,501.4,LOT,0,Parking Lot
2267,2731,0,501.4,LOT,0,Parking Lot
2268,2731,1,250.7,LOT,0,Parking Lot
2269,2732,0,159.4,LOT,0,Parking Lot
2270,2732,1,159.4,LOT,0,Parking Lot
2271,2733,0,162.0,LOT,0,Parking Lot
2272,2733,1,162.1,LOT,0,Parking Lot
2273,2735,0,153.5,LOT,0,Parking Lot
2274,2735,1,153.6,LOT,0,Parking Lot
2275,2736,0,152.8,LOT,0,Parking Lot
2276,2736,1,152.8,LOT,0,Parking Lot
2277,2737,0,152.5,LOT,0,Parking Lot
2278,2737,1,152.6,LOT,0,Parking Lot
2279,2741,0,150.3,LOT,0,Parking Lot
2280,2741,1,150.4,LOT,0,Parking Lot
2281,2743,0,161.0,LOT,0,Parking Lot
2282,2743,1,161.1,LOT,0,Parking Lot
2283,2745,0,325.2,LOT,0,Parking Lot
2284,2745,1,325.3,LOT,0,Parking Lot
2285,2748,0,267.3,LOT,0,Parking Lot
2286,2748,1,534.5,LOT,0,Parking Lot
2287,2748,0,534.5,LOT,0,Parking Lot
2288,2748,1,267.3,LOT,0,Parking Lot
2289,2752,0,261.2,LOT,0,Parking Lot
2290,2752,1,261.3,LOT,0,Parking Lot
2291,2755,0,238.6,LOT,0,Parking Lot
2292,2755,1,238.7,LOT,0,Parking Lot
2293,2757,0,262.0,LOT,0,Parking Lot
2294,2757,1,262.0,LOT,0,Parking Lot
2295,2766,0,163.7,LOT,0,Parking Lot
2296,2766,1,163.8,LOT,0,Parking Lot
2297,2786,0,161.0,LOT,0,Parking Lot
2298,2786,1,161.0,LOT,0,Parking Lot
2299,2795,0,160.9,LOT,0,Parking Lot
2300,2795,1,161.0,LOT,0,Parking Lot
2301,2798,0,161.0,LOT,0,Parking Lot
2302,2798,1,161.0,LOT,0,Parking Lot
2303,2799,0,160.9,LOT,0,Parking Lot
2304,2799,1,161.0,LOT,0,Parking Lot
2305,2800,0,160.9,LOT,0,Parking Lot
2306,2800,1,161.0,LOT,0,Parking Lot
2307,2801,0,160.9,LOT,0,Parking Lot
2308,2801,1,161.0,LOT,0,Parking Lot
2309,2802,0,161.0,LOT,0,Parking Lot
2310,2802,1,161.0,LOT,0,Parking Lot
2311,2805,0,161.0,LOT,0,Parking Lot
2312,2805,1,161.0,LOT,0,Parking Lot
2313,2807,0,161.0,LOT,0,Parking Lot
2314,2807,1,161.0,LOT,0,Parking Lot
2315,2810,0,208.5,LOT,0,Parking Lot
2316,2810,1,208.5,LOT,0,Parking Lot
2317,2827,0,161.0,LOT,0,Parking Lot
2318,2827,1,161.0,LOT,0,Parking Lot
2319,2834,0,160.9,LOT,0,Parking Lot
2320,2834,1,161.0,LOT,0,Parking Lot
2321,2835,0,161.0,LOT,0,Parking Lot
2322,2835,1,161.0,LOT,0,Parking Lot
2323,2836,0,160.9,LOT,0,Parking Lot
2324,2836,1,160.9,LOT,0,Parking Lot
2325,2838,0,160.9,LOT,0,Parking Lot
2326,2838,1,161.0,LOT,0,Parking Lot
2327,2841,0,160.9,LOT,0,Parking Lot
2328,2841,1,161.0,LOT,0,Parking Lot
2329,2842,0,190.3,LOT,0,Parking Lot
2330,2842,1,190.3,LOT,0,Parking Lot
2331,2845,0,160.9,LOT,0,Parking Lot
2332,2845,1,160.9,LOT,0,Parking Lot
2333,2852,0,162.8,LOT,0,Parking Lot
2334,2852,1,162.8,LOT,0,Parking Lot
2335,2867,0,160.9,LOT,0,Parking Lot
2336,2867,1,161.0,LOT,0,Parking Lot
2337,2868,0,161.0,LOT,0,Parking Lot
2338,2868,1,161.0,LOT,0,Parking Lot
2339,2869,0,161.0,LOT,0,Parking Lot
2340,2869,1,161.0,LOT,0,Parking Lot
2341,2871,0,226.9,LOT,0,Parking Lot
2342,2871,1,227.0,LOT,0,Parking Lot
2343,2884,0,267.1,LOT,0,Parking Lot
2344,2884,1,534.1,LOT,0,Parking Lot
2345,2884,0,534.1,LOT,0,Parking Lot
2346,2884,1,267.1,LOT,0,Parking Lot
2347,2885,0,337.7,LOT,0,Parking Lot
2348,2885,1,337.7,LOT,0,Parking Lot
2349,2886,0,235.0,LOT,0,Parking Lot
2350,2886,1,235.1,LOT,0,Parking Lot
2351,2888,0,173.4,LOT,0,Parking Lot
2352,2888,1,173.4,LOT,0,Parking Lot
2353,2942,0,278.6,LOT,0,Parking Lot
2354,2942,1,557.3,LOT,0,Parking Lot
2355,2942,0,557.3,LOT,0,Parking Lot
2356,2942,1,278.6,LOT,0,Parking Lot
2357,2958,0,258.1,LOT,0,Parking Lot
2358,2958,1,258.1,LOT,0,Parking Lot
2359,2959,0,263.4,LOT,0,Parking Lot
2360,2959,1,263.5,LOT,0,Parking Lot
2361,2965,0,160.9,LOT,0,Parking Lot
2362,2965,1,161.0,LOT,0,Parking Lot
2363,2967,0,274.9,LOT,0,Parking Lot
2364,2967,1,275.0,LOT,0,Parking Lot
2365,2973,0,181.6,LOT,0,Parking Lot
2366,2973,1,181.6,LOT,0,Parking Lot
2367,2974,0,251.5,LOT,0,Parking Lot
2368,2974,1,251.6,LOT,0,Parking Lot
2369,2976,0,256.2,LOT,0,Parking Lot
2370,2976,1,512.4,LOT,0,Parking Lot
2371,2976,0,512.4,LOT,0,Parking Lot
2372,2976,1,256.2,LOT,0,Parking Lot
2373,3004,0,161.0,LOT,0,Parking Lot
2374,3004,1,161.0,LOT,0,Parking Lot
2375,3007,0,250.5,LOT,0,Parking Lot
2376,3007,1,250.5,LOT,0,Parking Lot
2377,3013,0,245.9,LOT,0,Parking Lot
2378,3013,1,245.9,LOT,0,Parking Lot
2379,3015,0,238.0,LOT,0,Parking Lot
2380,3015,1,238.1,LOT,0,Parking Lot
2381,3016,0,252.0,LOT,0,Parking Lot
2382,3016,1,504.0,LOT,0,Parking Lot
2383,3016,0,504.0,LOT,0,Parking Lot
2384,3016,1,252.0,LOT,0,Parking Lot
2385,3017,0,374.6,LOT,0,Parking Lot
2386,3017,1,374.7,LOT,0,Parking Lot
2387,3019,0,161.0,LOT,0,Parking Lot
2388,3019,1,161.0,LOT,0,Parking Lot
2389,3022,0,252.9,LOT,0,Parking Lot
2390,3022,1,253.0,LOT,0,Parking Lot
2391,3023,0,209.7,LOT,0,Parking Lot
2392,3023,1,209.7,LOT,0,Parking Lot
2393,3024,0,156.6,LOT,0,Parking Lot
2394,3024,1,156.6,LOT,0,Parking Lot
2395,3026,0,227.0,LOT,0,Parking Lot
2396,3026,1,227.0,LOT,0,Parking Lot
2397,3027,0,160.9,LOT,0,Parking Lot
