trip_ID,O,D,trip_start,distance,travel_time,mode,passengers
575,248,251,410,6086,119.0,1,1
576,248,251,389,6086,119.0,1,1
577,248,251,507,6086,119.0,1,1
578,248,251,544,6086,119.0,1,1
579,248,251,555,6086,119.0,1,1
580,248,251,442,6086,119.0,1,1
581,248,251,372,6086,119.0,1,1
582,248,251,520,6086,119.0,1,1
583,248,251,580,6086,119.0,1,1
584,248,251,418,6086,119.0,1,1
585,248,251,471,6086,119.0,1,1
586,248,251,413,6086,119.0,1,1
587,248,251,352,6086,119.0,1,1
588,248,251,588,6086,119.0,1,1
589,248,251,426,6086,119.0,1,1
590,248,251,472,6086,119.0,1,1
591,248,251,536,6086,119.0,1,1
592,248,251,472,6086,119.0,1,1
593,248,251,525,6086,119.0,1,1
594,248,251,468,6086,119.0,1,1
595,248,251,438,6086,119.0,1,1
596,248,251,410,6086,119.0,1,1
597,248,251,312,6086,119.0,1,1
598,248,251,403,6086,119.0,1,1
599,248,251,418,6086,119.0,1,1
600,248,251,385,6086,119.0,1,1
601,248,251,513,6086,119.0,1,1
602,248,251,565,6086,119.0,1,1
603,248,251,483,6086,119.0,1,1
604,248,251,359,6086,119.0,1,1
605,248,251,510,6086,119.0,1,1
606,248,251,523,6086,119.0,1,1
607,248,251,441,6086,119.0,1,1
608,248,251,312,6086,119.0,1,1
609,248,251,497,6086,119.0,1,1
610,248,251,511,6086,119.0,2,1
611,248,251,460,6086,119.0,1,1
612,248,251,565,6086,119.0,1,1
613,248,251,326,6086,119.0,1,1
614,248,251,600,6086,119.0,1,1
615,248,251,476,6086,119.0,1,1
616,248,251,453,6086,119.0,1,1
617,248,251,468,6086,119.0,1,1
618,248,251,489,6086,119.0,1,1
619,248,251,342,6086,119.0,1,1
620,248,251,570,6086,119.0,1,1
621,248,251,437,6086,119.0,1,1
622,248,251,413,6086,119.0,1,1
623,248,251,519,6086,119.0,2,1
624,248,251,342,6086,119.0,1,1
625,248,251,391,6086,119.0,1,1
626,248,251,477,6086,119.0,1,1
627,248,251,556,6086,119.0,1,1
628,248,251,599,6086,119.0,1,1
629,248,251,775,6086,132.0,1,1
630,248,251,683,6086,132.0,1,1
631,248,251,679,6086,132.0,1,1
632,248,251,856,6086,132.0,1,1
633,248,251,606,6086,132.0,1,1
634,248,251,680,6086,132.0,1,1
635,248,251,694,6086,132.0,1,1
636,248,251,619,6086,132.0,1,1
637,248,251,756,6086,132.0,1,1
638,248,251,692,6086,132.0,1,1
639,248,251,836,6086,132.0,1,1
640,248,251,735,6086,132.0,1,1
641,248,251,879,6086,132.0,1,1
642,248,251,816,6086,132.0,1,1
643,248,251,743,6086,132.0,1,1
644,248,251,717,6086,132.0,1,1
645,248,251,638,6086,132.0,1,1
646,248,251,738,6086,132.0,1,1
647,248,251,676,6086,132.0,1,1
648,248,251,758,6086,132.0,1,1
649,248,251,796,6086,132.0,1,1
650,248,251,870,6086,132.0,1,1
651,248,251,606,6086,132.0,1,1
652,248,251,874,6086,132.0,1,1
653,248,251,669,6086,132.0,1,1
654,248,251,883,6086,132.0,1,1
655,248,251,632,6086,132.0,1,1
656,248,251,777,6086,132.0,2,3
657,248,251,772,6086,132.0,1,1
658,248,251,739,6086,132.0,1,1
659,248,251,714,6086,132.0,1,1
660,248,251,707,6086,132.0,1,1
661,248,251,793,6086,132.0,1,1
662,248,251,685,6086,132.0,1,1
663,248,251,758,6086,132.0,1,1
664,248,251,658,6086,132.0,1,1
665,248,251,785,6086,132.0,1,1
666,248,251,650,6086,132.0,1,1
667,248,251,658,6086,132.0,1,1
668,248,251,816,6086,132.0,1,1
669,248,251,887,6086,132.0,1,1
670,248,251,708,6086,132.0,1,1
671,248,251,776,6086,132.0,1,1
672,248,251,774,6086,132.0,1,1
673,248,251,771,6086,132.0,1,1
674,248,251,679,6086,132.0,1,1
675,248,251,727,6086,132.0,1,1
676,248,251,646,6086,132.0,1,1
677,248,251,695,6086,132.0,1,1
678,248,251,834,6086,132.0,1,1
679,248,251,855,6086,132.0,1,1
680,248,251,766,6086,132.0,1,1
681,248,251,878,6086,132.0,1,1
682,248,251,828,6086,132.0,1,1
683,248,251,872,6086,132.0,1,1
684,248,251,651,6086,132.0,1,1
685,248,251,790,6086,132.0,1,1
686,248,251,720,6086,132.0,1,1
687,248,251,792,6086,132.0,1,1
688,248,251,866,6086,132.0,1,1
689,248,251,865,6086,132.0,1,1
690,248,251,761,6086,132.0,1,1
691,248,251,862,6086,132.0,1,1
692,248,251,849,6086,132.0,1,1
693,248,251,886,6086,132.0,1,1
694,248,251,844,6086,132.0,1,1
695,248,251,777,6086,132.0,1,1
696,248,251,730,6086,132.0,1,1
697,248,251,777,6086,132.0,1,1
698,248,251,731,6086,132.0,1,1
699,248,251,866,6086,132.0,1,1
700,248,251,809,6086,132.0,1,1
701,248,251,831,6086,132.0,1,1
702,248,251,862,6086,132.0,1,1
703,248,251,602,6086,132.0,1,1
704,248,251,752,6086,132.0,1,1
705,248,251,648,6086,132.0,1,1
706,248,251,699,6086,132.0,1,1
707,248,251,679,6086,132.0,2,3
708,248,251,672,6086,132.0,1,1
709,248,251,843,6086,132.0,1,1
710,248,251,804,6086,132.0,2,4
711,248,251,814,6086,132.0,1,1
712,248,251,643,6086,132.0,1,1
713,248,251,884,6086,132.0,1,1
714,248,251,872,6086,132.0,1,1
715,248,251,790,6086,132.0,1,1
