trip_ID,O,D,trip_start,distance,travel_time,mode,passengers
4213,137,251,1566,36930,621.0,1,1
4214,137,251,1676,36930,621.0,1,1
4215,137,251,1585,36930,621.0,1,1
4216,137,251,1714,36930,621.0,1,1
4217,137,251,1761,36930,621.0,1,1
4218,137,251,1736,36930,621.0,1,1
4219,137,251,1740,36930,621.0,1,1
4220,137,251,1665,36930,621.0,1,1
4221,137,251,1672,36930,621.0,1,1
4222,137,251,1637,36930,621.0,1,1
4223,137,251,1708,36930,621.0,1,1
4224,137,251,1596,36930,621.0,1,1
4225,137,251,1772,36930,621.0,1,1
4226,137,251,1694,36930,621.0,1,1
4227,137,251,1526,36930,621.0,1,1
4228,137,251,1651,36930,621.0,1,1
4229,137,251,1683,36930,621.0,1,1
4230,137,251,1605,36930,621.0,1,1
4231,137,251,1783,36930,621.0,1,1
4232,137,251,1710,36930,621.0,1,1
4233,137,251,1695,36930,621.0,1,1
4234,137,251,1762,36930,621.0,1,1
4235,137,251,1602,36930,621.0,1,1
4236,137,251,1721,36930,621.0,1,1
4237,137,251,1712,36930,621.0,1,1
4238,137,251,1534,36930,621.0,1,1
4239,137,251,1629,36930,621.0,1,1
4240,137,251,1620,36930,621.0,1,1
4241,137,251,1786,36930,621.0,1,1
4242,137,251,1789,36930,621.0,1,1
4243,137,251,1602,36930,621.0,1,1
4244,137,251,1519,36930,621.0,1,1
4245,137,251,1520,36930,621.0,1,1
4246,137,251,1517,36930,621.0,1,1
4247,137,251,1600,36930,621.0,1,1
4248,137,251,1633,36930,621.0,1,1
4249,137,251,1738,36930,621.0,1,1
4250,137,251,1591,36930,621.0,1,1
4251,137,251,1721,36930,621.0,1,1
4252,137,251,1588,36930,621.0,1,1
4253,137,251,1658,36930,621.0,1,1
4254,137,251,1798,36930,621.0,1,1
4255,137,251,1669,36930,621.0,1,1
4256,137,251,1786,36930,621.0,1,1
4257,137,251,1501,36930,621.0,1,1
4258,137,251,1602,36930,621.0,1,1
4259,137,251,1796,36930,621.0,1,1
4260,137,251,1789,36930,621.0,1,1
4261,137,251,1629,36930,621.0,1,1
4262,137,251,1625,36930,621.0,1,1
4263,137,251,1780,36930,621.0,1,1
4264,137,251,1761,36930,621.0,1,1
4265,137,251,1574,36930,621.0,1,1
4266,137,251,1626,36930,621.0,1,1
4267,137,251,1781,36930,621.0,1,1
4268,137,251,1754,36930,621.0,1,1
4269,137,251,1759,36930,621.0,1,1
4270,137,251,1527,36930,621.0,1,1
4271,137,251,1712,36930,621.0,1,1
4272,137,251,1786,36930,621.0,1,1
4273,137,251,1781,36930,621.0,1,1
4274,137,251,1642,36930,621.0,1,1
4275,137,251,1567,36930,621.0,1,1
4276,137,251,1680,36930,621.0,1,1
4277,137,48,147,34517,445.0,1,1
4278,137,48,1422,34517,410.0,1,1
4279,137,48,411,34517,445.0,1,1
4280,137,48,1416,34517,410.0,1,1
4281,137,181,99,25790,315.0,1,1
4282,137,181,78,25790,315.0,1,1
4283,137,181,162,25790,315.0,1,1
4284,137,181,357,25790,282.0,1,1
4285,137,181,398,25790,282.0,1,1
4286,137,181,375,25790,282.0,1,1
4287,137,181,625,25790,285.0,1,1
4288,137,181,884,25790,285.0,1,1
4289,137,181,606,25790,285.0,1,1
4290,137,181,1086,25790,337.0,1,1
4291,137,181,1092,25790,337.0,1,1
4292,137,181,903,25790,337.0,1,1
4293,137,181,1391,25790,366.0,1,1
4294,137,181,1231,25790,366.0,1,1
4295,137,181,1373,25790,366.0,1,1
4296,137,181,1728,25790,317.0,1,1
4297,137,181,1563,25790,317.0,1,1
4298,137,181,1733,25790,317.0,1,1
4299,137,184,54,26856,353.0,1,1
4300,137,184,36,26856,353.0,1,1
4301,137,184,199,26856,353.0,1,1
4302,137,184,96,26856,353.0,1,1
4303,137,184,182,26856,353.0,1,1
4304,137,184,220,26856,353.0,1,1
4305,137,184,164,26856,353.0,1,1
4306,137,184,85,26856,353.0,1,1
4307,137,184,221,26856,353.0,1,1
4308,137,184,223,26856,353.0,2,1
4309,137,184,160,26856,353.0,1,1
4310,137,184,115,26856,353.0,1,1
4311,137,184,103,26856,353.0,1,1
4312,137,184,87,26856,353.0,1,1
4313,137,184,213,26856,353.0,2,2
4314,137,184,263,26856,353.0,1,1
4315,137,184,125,26856,353.0,1,1
4316,137,184,281,26856,353.0,1,1
4317,137,184,289,26856,353.0,1,1
4318,137,184,75,26856,353.0,1,1
4319,137,184,387,26856,363.0,1,1
4320,137,184,417,26856,363.0,1,1
4321,137,184,380,26856,363.0,1,1
4322,137,184,527,26856,363.0,1,1
4323,137,184,354,26856,363.0,1,1
4324,137,184,498,26856,363.0,1,1
4325,137,184,568,26856,363.0,1,1
4326,137,184,509,26856,363.0,1,1
4327,137,184,572,26856,363.0,1,1
4328,137,184,545,26856,363.0,1,1
4329,137,184,562,26856,363.0,1,1
4330,137,184,446,26856,363.0,1,1
4331,137,184,550,26856,363.0,1,1
4332,137,184,553,26856,363.0,1,1
4333,137,184,557,26856,363.0,1,1
4334,137,184,520,26856,363.0,1,1
4335,137,184,549,26856,363.0,1,1
4336,137,184,477,26856,363.0,1,1
4337,137,184,371,26856,363.0,1,1
4338,137,184,561,26856,363.0,1,1
4339,137,184,711,26856,393.0,1,1
4340,137,184,855,26856,393.0,1,1
4341,137,184,839,26856,393.0,1,1
4342,137,184,754,26856,393.0,1,1
4343,137,184,702,26856,393.0,1,1
4344,137,184,665,26856,393.0,1,1
4345,137,184,710,26856,393.0,1,1
4346,137,184,780,26856,393.0,1,1
4347,137,184,802,26856,393.0,1,1
4348,137,184,755,26856,393.0,1,1
4349,137,184,746,26856,393.0,1,1
4350,137,184,857,26856,393.0,1,1
4351,137,184,834,26856,393.0,1,1
4352,137,184,792,26856,393.0,1,1
4353,137,184,670,26856,393.0,1,1
4354,137,184,601,26856,393.0,1,1
4355,137,184,860,26856,393.0,1,1
4356,137,184,758,26856,393.0,1,1
4357,137,184,873,26856,393.0,1,1
4358,137,184,651,26856,393.0,1,1
4359,137,184,1160,26856,385.0,1,1
4360,137,184,1133,26856,385.0,1,1
4361,137,184,928,26856,385.0,1,1
4362,137,184,1171,26856,385.0,1,1
4363,137,184,1077,26856,385.0,1,1
4364,137,184,1120,26856,385.0,1,1
4365,137,184,958,26856,385.0,1,1
4366,137,184,1144,26856,385.0,1,1
4367,137,184,1178,26856,385.0,1,1
4368,137,184,1139,26856,385.0,1,1
4369,137,184,1029,26856,385.0,1,1
4370,137,184,1172,26856,385.0,1,1
4371,137,184,976,26856,385.0,1,1
4372,137,184,1129,26856,385.0,1,1
4373,137,184,1121,26856,385.0,1,1
4374,137,184,918,26856,385.0,1,1
4375,137,184,945,26856,385.0,1,1
4376,137,184,1064,26856,385.0,1,1
4377,137,184,1188,26856,385.0,1,1
4378,137,184,1075,26856,385.0,1,1
4379,137,184,1234,26856,390.0,1,1
4380,137,184,1285,26856,390.0,1,1
4381,137,184,1343,26856,390.0,1,1
4382,137,184,1473,26856,390.0,1,1
4383,137,184,1387,26856,390.0,1,1
4384,137,184,1229,26856,390.0,1,1
4385,137,184,1266,26856,390.0,1,1
4386,137,184,1367,26856,390.0,1,1
4387,137,184,1208,26856,390.0,1,1
4388,137,184,1240,26856,390.0,1,1
4389,137,184,1451,26856,390.0,1,1
4390,137,184,1302,26856,390.0,1,1
4391,137,184,1276,26856,390.0,1,1
4392,137,184,1322,26856,390.0,1,1
4393,137,184,1224,26856,390.0,1,1
4394,137,184,1225,26856,390.0,1,1
4395,137,184,1278,26856,390.0,2,1
4396,137,184,1472,26856,390.0,1,1
4397,137,184,1212,26856,390.0,1,1
4398,137,184,1295,26856,390.0,1,1
4399,137,184,1773,26856,404.0,2,4
4400,137,184,1573,26856,404.0,1,1
4401,137,184,1748,26856,404.0,1,1
4402,137,184,1758,26856,404.0,1,1
4403,137,184,1769,26856,404.0,1,1
4404,137,184,1654,26856,404.0,1,1
4405,137,184,1793,26856,404.0,1,1
4406,137,184,1739,26856,404.0,1,1
4407,137,184,1693,26856,404.0,1,1
4408,137,184,1753,26856,404.0,1,1
4409,137,184,1760,26856,404.0,1,1
4410,137,184,1732,26856,404.0,2,1
4411,137,184,1741,26856,404.0,1,1
4412,137,184,1557,26856,404.0,1,1
4413,137,184,1562,26856,404.0,1,1
4414,137,184,1763,26856,404.0,1,1
4415,137,184,1703,26856,404.0,1,1
4416,137,184,1657,26856,404.0,2,4
4417,137,184,1668,26856,404.0,1,1
4418,137,184,1515,26856,404.0,1,1
4419,137,121,289,8833,115.0,1,1
4420,137,121,85,8833,115.0,1,1
4421,137,121,246,8833,115.0,1,1
4422,137,121,280,8833,115.0,1,1
4423,137,121,2,8833,115.0,1,1
4424,137,121,212,8833,115.0,1,1
4425,137,121,16,8833,115.0,1,1
4426,137,121,138,8833,115.0,1,1
4427,137,121,53,8833,115.0,2,1
4428,137,121,12,8833,115.0,1,1
4429,137,121,142,8833,115.0,1,1
4430,137,121,87,8833,115.0,1,1
4431,137,121,257,8833,115.0,2,2
4432,137,121,16,8833,115.0,1,1
4433,137,121,282,8833,115.0,1,1
4434,137,121,101,8833,115.0,1,1
4435,137,121,272,8833,115.0,1,1
4436,137,121,77,8833,115.0,1,1
4437,137,121,179,8833,115.0,1,1
4438,137,121,179,8833,115.0,1,1
4439,137,121,168,8833,115.0,1,1
4440,137,121,199,8833,115.0,1,1
4441,137,121,31,8833,115.0,1,1
4442,137,121,293,8833,115.0,1,1
4443,137,121,124,8833,115.0,1,1
4444,137,121,191,8833,115.0,1,1
4445,137,121,137,8833,115.0,1,1
4446,137,121,85,8833,115.0,1,1
4447,137,121,6,8833,115.0,1,1
4448,137,121,64,8833,115.0,1,1
4449,137,121,112,8833,115.0,1,1
4450,137,121,20,8833,115.0,1,1
4451,137,121,19,8833,115.0,1,1
4452,137,121,291,8833,115.0,1,1
4453,137,121,255,8833,115.0,1,1
4454,137,121,1,8833,115.0,1,1
4455,137,121,104,8833,115.0,1,1
4456,137,121,138,8833,115.0,1,1
4457,137,121,273,8833,115.0,1,1
4458,137,121,120,8833,115.0,1,1
4459,137,121,16,8833,115.0,1,1
4460,137,121,100,8833,115.0,1,1
4461,137,121,101,8833,115.0,1,1
4462,137,121,51,8833,115.0,1,1
4463,137,121,191,8833,115.0,1,1
4464,137,121,171,8833,115.0,1,1
4465,137,121,22,8833,115.0,1,1
4466,137,121,170,8833,115.0,1,1
4467,137,121,289,8833,115.0,1,1
4468,137,121,101,8833,115.0,1,1
4469,137,121,25,8833,115.0,1,1
4470,137,121,139,8833,115.0,1,1
4471,137,121,165,8833,115.0,1,1
4472,137,121,90,8833,115.0,1,1
4473,137,121,10,8833,115.0,1,1
4474,137,121,143,8833,115.0,1,1
4475,137,121,66,8833,115.0,1,1
4476,137,121,166,8833,115.0,1,1
4477,137,121,198,8833,115.0,1,1
4478,137,121,106,8833,115.0,1,1
4479,137,121,143,8833,115.0,1,1
4480,137,121,271,8833,115.0,1,1
4481,137,121,94,8833,115.0,1,1
4482,137,121,146,8833,115.0,1,1
4483,137,121,129,8833,115.0,1,1
4484,137,121,231,8833,115.0,1,1
4485,137,121,67,8833,115.0,1,1
4486,137,121,192,8833,115.0,1,1
4487,137,121,131,8833,115.0,1,1
4488,137,121,12,8833,115.0,1,1
4489,137,121,130,8833,115.0,1,1
4490,137,121,128,8833,115.0,1,1
4491,137,121,267,8833,115.0,2,3
4492,137,121,106,8833,115.0,1,1
4493,137,121,233,8833,115.0,1,1
4494,137,121,159,8833,115.0,1,1
4495,137,121,600,8833,111.0,1,1
4496,137,121,347,8833,111.0,1,1
4497,137,121,354,8833,111.0,1,1
4498,137,121,486,8833,111.0,1,1
4499,137,121,331,8833,111.0,1,1
4500,137,121,410,8833,111.0,1,1
4501,137,121,592,8833,111.0,1,1
4502,137,121,478,8833,111.0,1,1
4503,137,121,472,8833,111.0,1,1
4504,137,121,351,8833,111.0,1,1
4505,137,121,456,8833,111.0,1,1
4506,137,121,570,8833,111.0,1,1
4507,137,121,482,8833,111.0,1,1
4508,137,121,343,8833,111.0,1,1
4509,137,121,504,8833,111.0,1,1
4510,137,121,541,8833,111.0,1,1
4511,137,121,485,8833,111.0,1,1
4512,137,121,446,8833,111.0,1,1
4513,137,121,384,8833,111.0,1,1
4514,137,121,598,8833,111.0,1,1
4515,137,121,524,8833,111.0,1,1
4516,137,121,362,8833,111.0,1,1
4517,137,121,537,8833,111.0,1,1
4518,137,121,329,8833,111.0,1,1
4519,137,121,310,8833,111.0,1,1
4520,137,121,394,8833,111.0,1,1
4521,137,121,335,8833,111.0,1,1
4522,137,121,463,8833,111.0,1,1
4523,137,121,474,8833,111.0,1,1
4524,137,121,381,8833,111.0,1,1
4525,137,121,534,8833,111.0,1,1
4526,137,121,452,8833,111.0,1,1
4527,137,121,448,8833,111.0,1,1
4528,137,121,437,8833,111.0,1,1
4529,137,121,418,8833,111.0,1,1
4530,137,121,524,8833,111.0,1,1
4531,137,121,525,8833,111.0,1,1
4532,137,121,406,8833,111.0,1,1
4533,137,121,396,8833,111.0,1,1
4534,137,121,547,8833,111.0,1,1
4535,137,121,340,8833,111.0,1,1
4536,137,121,460,8833,111.0,1,1
4537,137,121,575,8833,111.0,2,4
4538,137,121,590,8833,111.0,1,1
4539,137,121,483,8833,111.0,1,1
4540,137,121,444,8833,111.0,1,1
4541,137,121,523,8833,111.0,1,1
4542,137,121,491,8833,111.0,1,1
4543,137,121,475,8833,111.0,1,1
4544,137,121,473,8833,111.0,1,1
4545,137,121,551,8833,111.0,1,1
4546,137,121,419,8833,111.0,1,1
4547,137,121,567,8833,111.0,1,1
4548,137,121,395,8833,111.0,1,1
4549,137,121,534,8833,111.0,1,1
4550,137,121,427,8833,111.0,1,1
4551,137,121,365,8833,111.0,1,1
4552,137,121,399,8833,111.0,1,1
4553,137,121,361,8833,111.0,1,1
4554,137,121,372,8833,111.0,1,1
4555,137,121,403,8833,111.0,1,1
4556,137,121,405,8833,111.0,1,1
4557,137,121,511,8833,111.0,1,1
4558,137,121,386,8833,111.0,1,1
4559,137,121,325,8833,111.0,1,1
4560,137,121,518,8833,111.0,1,1
4561,137,121,327,8833,111.0,1,1
4562,137,121,578,8833,111.0,1,1
4563,137,121,418,8833,111.0,1,1
4564,137,121,441,8833,111.0,1,1
4565,137,121,479,8833,111.0,1,1
4566,137,121,422,8833,111.0,1,1
4567,137,121,301,8833,111.0,2,3
4568,137,121,388,8833,111.0,1,1
4569,137,121,589,8833,111.0,1,1
4570,137,121,442,8833,111.0,1,1
4571,137,121,632,8833,108.0,1,1
4572,137,121,895,8833,108.0,1,1
4573,137,121,725,8833,108.0,1,1
4574,137,121,648,8833,108.0,1,1
4575,137,121,686,8833,108.0,1,1
4576,137,121,674,8833,108.0,1,1
4577,137,121,711,8833,108.0,1,1
4578,137,121,681,8833,108.0,1,1
4579,137,121,813,8833,108.0,1,1
4580,137,121,829,8833,108.0,1,1
4581,137,121,797,8833,108.0,1,1
4582,137,121,841,8833,108.0,1,1
4583,137,121,675,8833,108.0,1,1
4584,137,121,618,8833,108.0,2,2
4585,137,121,611,8833,108.0,1,1
4586,137,121,835,8833,108.0,1,1
4587,137,121,900,8833,108.0,1,1
4588,137,121,720,8833,108.0,2,4
4589,137,121,768,8833,108.0,1,1
4590,137,121,724,8833,108.0,1,1
4591,137,121,687,8833,108.0,1,1
4592,137,121,624,8833,108.0,1,1
4593,137,121,616,8833,108.0,2,1
4594,137,121,895,8833,108.0,1,1
4595,137,121,643,8833,108.0,2,2
4596,137,121,634,8833,108.0,1,1
4597,137,121,622,8833,108.0,1,1
4598,137,121,652,8833,108.0,1,1
4599,137,121,825,8833,108.0,1,1
4600,137,121,834,8833,108.0,1,1
4601,137,121,691,8833,108.0,1,1
4602,137,121,708,8833,108.0,1,1
4603,137,121,638,8833,108.0,1,1
4604,137,121,695,8833,108.0,1,1
4605,137,121,693,8833,108.0,1,1
4606,137,121,850,8833,108.0,1,1
4607,137,121,689,8833,108.0,1,1
4608,137,121,737,8833,108.0,1,1
4609,137,121,816,8833,108.0,1,1
4610,137,121,690,8833,108.0,2,4
4611,137,121,813,8833,108.0,1,1
4612,137,121,808,8833,108.0,1,1
4613,137,121,650,8833,108.0,1,1
4614,137,121,718,8833,108.0,1,1
4615,137,121,635,8833,108.0,1,1
4616,137,121,877,8833,108.0,1,1
4617,137,121,897,8833,108.0,1,1
4618,137,121,840,8833,108.0,1,1
4619,137,121,880,8833,108.0,1,1
4620,137,121,708,8833,108.0,1,1
4621,137,121,625,8833,108.0,1,1
4622,137,121,796,8833,108.0,1,1
4623,137,121,735,8833,108.0,1,1
4624,137,121,719,8833,108.0,1,1
4625,137,121,645,8833,108.0,1,1
4626,137,121,892,8833,108.0,1,1
4627,137,121,747,8833,108.0,1,1
4628,137,121,799,8833,108.0,1,1
4629,137,121,699,8833,108.0,1,1
4630,137,121,854,8833,108.0,1,1
4631,137,121,616,8833,108.0,1,1
4632,137,121,706,8833,108.0,1,1
4633,137,121,874,8833,108.0,1,1
4634,137,121,848,8833,108.0,1,1
4635,137,121,709,8833,108.0,1,1
4636,137,121,893,8833,108.0,1,1
4637,137,121,894,8833,108.0,1,1
4638,137,121,687,8833,108.0,1,1
4639,137,121,746,8833,108.0,1,1
4640,137,121,897,8833,108.0,1,1
4641,137,121,695,8833,108.0,1,1
4642,137,121,659,8833,108.0,1,1
4643,137,121,829,8833,108.0,2,4
4644,137,121,653,8833,108.0,1,1
4645,137,121,735,8833,108.0,1,1
4646,137,121,670,8833,108.0,1,1
4647,137,121,965,8833,113.0,1,1
4648,137,121,1016,8833,113.0,1,1
4649,137,121,1093,8833,113.0,1,1
4650,137,121,924,8833,113.0,1,1
4651,137,121,1129,8833,113.0,1,1
4652,137,121,1147,8833,113.0,1,1
4653,137,121,1180,8833,113.0,2,3
4654,137,121,1167,8833,113.0,1,1
4655,137,121,1006,8833,113.0,1,1
4656,137,121,1004,8833,113.0,1,1
4657,137,121,956,8833,113.0,1,1
4658,137,121,1190,8833,113.0,1,1
4659,137,121,954,8833,113.0,1,1
4660,137,121,1131,8833,113.0,1,1
4661,137,121,1181,8833,113.0,1,1
4662,137,121,1151,8833,113.0,1,1
4663,137,121,1112,8833,113.0,1,1
4664,137,121,1156,8833,113.0,1,1
4665,137,121,1161,8833,113.0,1,1
4666,137,121,1001,8833,113.0,1,1
4667,137,121,953,8833,113.0,1,1
4668,137,121,1149,8833,113.0,1,1
4669,137,121,1090,8833,113.0,1,1
4670,137,121,1019,8833,113.0,1,1
4671,137,121,1110,8833,113.0,1,1
4672,137,121,1116,8833,113.0,1,1
4673,137,121,951,8833,113.0,1,1
4674,137,121,949,8833,113.0,1,1
4675,137,121,1138,8833,113.0,1,1
4676,137,121,1187,8833,113.0,1,1
4677,137,121,931,8833,113.0,1,1
4678,137,121,1093,8833,113.0,1,1
4679,137,121,1195,8833,113.0,1,1
4680,137,121,1091,8833,113.0,1,1
4681,137,121,1092,8833,113.0,1,1
4682,137,121,922,8833,113.0,1,1
4683,137,121,1079,8833,113.0,1,1
4684,137,121,917,8833,113.0,1,1
4685,137,121,910,8833,113.0,1,1
4686,137,121,1062,8833,113.0,1,1
4687,137,121,1033,8833,113.0,1,1
4688,137,121,1038,8833,113.0,1,1
4689,137,121,1103,8833,113.0,1,1
4690,137,121,1014,8833,113.0,1,1
4691,137,121,1026,8833,113.0,1,1
4692,137,121,1110,8833,113.0,1,1
4693,137,121,947,8833,113.0,1,1
4694,137,121,924,8833,113.0,1,1
4695,137,121,921,8833,113.0,1,1
4696,137,121,1114,8833,113.0,1,1
4697,137,121,1037,8833,113.0,1,1
4698,137,121,1059,8833,113.0,1,1
4699,137,121,932,8833,113.0,1,1
4700,137,121,1028,8833,113.0,1,1
4701,137,121,1024,8833,113.0,1,1
4702,137,121,1141,8833,113.0,1,1
4703,137,121,993,8833,113.0,1,1
4704,137,121,957,8833,113.0,1,1
4705,137,121,989,8833,113.0,1,1
4706,137,121,956,8833,113.0,1,1
4707,137,121,1034,8833,113.0,1,1
4708,137,121,1067,8833,113.0,1,1
4709,137,121,1110,8833,113.0,2,3
4710,137,121,1066,8833,113.0,1,1
4711,137,121,998,8833,113.0,1,1
4712,137,121,920,8833,113.0,1,1
4713,137,121,978,8833,113.0,1,1
4714,137,121,1092,8833,113.0,1,1
4715,137,121,1163,8833,113.0,1,1
4716,137,121,1074,8833,113.0,1,1
4717,137,121,922,8833,113.0,1,1
4718,137,121,1086,8833,113.0,1,1
4719,137,121,1145,8833,113.0,1,1
4720,137,121,945,8833,113.0,1,1
4721,137,121,1196,8833,113.0,1,1
4722,137,121,1166,8833,113.0,1,1
4723,137,121,1211,8833,110.0,1,1
4724,137,121,1363,8833,110.0,1,1
4725,137,121,1286,8833,110.0,1,1
4726,137,121,1326,8833,110.0,1,1
4727,137,121,1236,8833,110.0,2,4
4728,137,121,1415,8833,110.0,1,1
4729,137,121,1415,8833,110.0,1,1
4730,137,121,1342,8833,110.0,1,1
4731,137,121,1459,8833,110.0,1,1
4732,137,121,1279,8833,110.0,1,1
4733,137,121,1472,8833,110.0,1,1
4734,137,121,1464,8833,110.0,1,1
4735,137,121,1330,8833,110.0,1,1
4736,137,121,1310,8833,110.0,1,1
4737,137,121,1497,8833,110.0,1,1
4738,137,121,1410,8833,110.0,1,1
4739,137,121,1346,8833,110.0,1,1
4740,137,121,1388,8833,110.0,1,1
4741,137,121,1224,8833,110.0,1,1
4742,137,121,1393,8833,110.0,1,1
4743,137,121,1221,8833,110.0,1,1
4744,137,121,1286,8833,110.0,1,1
4745,137,121,1214,8833,110.0,1,1
4746,137,121,1500,8833,110.0,1,1
4747,137,121,1344,8833,110.0,1,1
4748,137,121,1396,8833,110.0,1,1
4749,137,121,1207,8833,110.0,1,1
4750,137,121,1231,8833,110.0,1,1
4751,137,121,1435,8833,110.0,1,1
4752,137,121,1302,8833,110.0,1,1
4753,137,121,1361,8833,110.0,1,1
4754,137,121,1236,8833,110.0,1,1
4755,137,121,1471,8833,110.0,1,1
4756,137,121,1388,8833,110.0,1,1
4757,137,121,1479,8833,110.0,1,1
4758,137,121,1330,8833,110.0,1,1
4759,137,121,1433,8833,110.0,1,1
4760,137,121,1361,8833,110.0,1,1
4761,137,121,1473,8833,110.0,1,1
4762,137,121,1337,8833,110.0,1,1
4763,137,121,1272,8833,110.0,1,1
4764,137,121,1428,8833,110.0,1,1
4765,137,121,1244,8833,110.0,1,1
4766,137,121,1284,8833,110.0,1,1
4767,137,121,1496,8833,110.0,1,1
4768,137,121,1259,8833,110.0,2,2
4769,137,121,1474,8833,110.0,1,1
4770,137,121,1213,8833,110.0,1,1
4771,137,121,1250,8833,110.0,1,1
4772,137,121,1251,8833,110.0,1,1
4773,137,121,1481,8833,110.0,1,1
4774,137,121,1212,8833,110.0,1,1
4775,137,121,1294,8833,110.0,1,1
4776,137,121,1301,8833,110.0,1,1
4777,137,121,1344,8833,110.0,1,1
4778,137,121,1233,8833,110.0,1,1
4779,137,121,1208,8833,110.0,1,1
4780,137,121,1242,8833,110.0,1,1
4781,137,121,1478,8833,110.0,1,1
4782,137,121,1389,8833,110.0,1,1
4783,137,121,1462,8833,110.0,1,1
4784,137,121,1206,8833,110.0,1,1
4785,137,121,1275,8833,110.0,1,1
4786,137,121,1447,8833,110.0,1,1
4787,137,121,1460,8833,110.0,1,1
4788,137,121,1262,8833,110.0,1,1
4789,137,121,1436,8833,110.0,1,1
4790,137,121,1461,8833,110.0,1,1
4791,137,121,1323,8833,110.0,1,1
4792,137,121,1274,8833,110.0,1,1
4793,137,121,1409,8833,110.0,1,1
4794,137,121,1457,8833,110.0,1,1
4795,137,121,1361,8833,110.0,1,1
4796,137,121,1212,8833,110.0,1,1
4797,137,121,1338,8833,110.0,1,1
4798,137,121,1467,8833,110.0,1,1
4799,137,121,1641,8833,117.0,1,1
4800,137,121,1538,8833,117.0,1,1
4801,137,121,1539,8833,117.0,1,1
4802,137,121,1785,8833,117.0,1,1
4803,137,121,1693,8833,117.0,1,1
4804,137,121,1758,8833,117.0,1,1
4805,137,121,1708,8833,117.0,1,1
4806,137,121,1627,8833,117.0,1,1
4807,137,121,1788,8833,117.0,1,1
4808,137,121,1542,8833,117.0,1,1
4809,137,121,1792,8833,117.0,2,3
4810,137,121,1695,8833,117.0,1,1
4811,137,121,1606,8833,117.0,1,1
4812,137,121,1719,8833,117.0,1,1
4813,137,121,1740,8833,117.0,1,1
4814,137,121,1613,8833,117.0,1,1
4815,137,121,1703,8833,117.0,1,1
4816,137,121,1552,8833,117.0,1,1
4817,137,121,1721,8833,117.0,1,1
4818,137,121,1711,8833,117.0,1,1
4819,137,121,1645,8833,117.0,1,1
4820,137,121,1530,8833,117.0,1,1
4821,137,121,1708,8833,117.0,1,1
4822,137,121,1700,8833,117.0,1,1
4823,137,121,1725,8833,117.0,1,1
4824,137,121,1744,8833,117.0,1,1
4825,137,121,1579,8833,117.0,1,1
4826,137,121,1706,8833,117.0,1,1
4827,137,121,1591,8833,117.0,1,1
4828,137,121,1697,8833,117.0,1,1
4829,137,121,1573,8833,117.0,1,1
4830,137,121,1600,8833,117.0,1,1
4831,137,121,1681,8833,117.0,1,1
4832,137,121,1510,8833,117.0,1,1
4833,137,121,1786,8833,117.0,1,1
4834,137,121,1575,8833,117.0,1,1
4835,137,121,1526,8833,117.0,1,1
4836,137,121,1545,8833,117.0,1,1
4837,137,121,1536,8833,117.0,1,1
4838,137,121,1685,8833,117.0,1,1
4839,137,121,1641,8833,117.0,1,1
4840,137,121,1695,8833,117.0,1,1
4841,137,121,1747,8833,117.0,1,1
4842,137,121,1596,8833,117.0,1,1
4843,137,121,1578,8833,117.0,1,1
4844,137,121,1794,8833,117.0,1,1
4845,137,121,1717,8833,117.0,1,1
4846,137,121,1611,8833,117.0,1,1
4847,137,121,1658,8833,117.0,1,1
4848,137,121,1760,8833,117.0,1,1
4849,137,121,1608,8833,117.0,1,1
4850,137,121,1685,8833,117.0,1,1
4851,137,121,1758,8833,117.0,1,1
4852,137,121,1800,8833,117.0,1,1
4853,137,121,1502,8833,117.0,1,1
4854,137,121,1586,8833,117.0,1,1
4855,137,121,1748,8833,117.0,1,1
4856,137,121,1718,8833,117.0,1,1
4857,137,121,1791,8833,117.0,1,1
4858,137,121,1710,8833,117.0,1,1
4859,137,121,1658,8833,117.0,1,1
4860,137,121,1552,8833,117.0,1,1
4861,137,121,1618,8833,117.0,1,1
4862,137,121,1770,8833,117.0,1,1
4863,137,121,1677,8833,117.0,1,1
4864,137,121,1693,8833,117.0,1,1
4865,137,121,1545,8833,117.0,1,1
4866,137,121,1756,8833,117.0,1,1
4867,137,121,1727,8833,117.0,1,1
4868,137,121,1544,8833,117.0,1,1
4869,137,121,1567,8833,117.0,1,1
4870,137,121,1690,8833,117.0,1,1
4871,137,121,1726,8833,117.0,1,1
4872,137,121,1749,8833,117.0,1,1
4873,137,121,1503,8833,117.0,1,1
4874,137,121,1730,8833,117.0,1,1
4875,137,109,77,8602,264.0,1,1
4876,137,109,140,8602,264.0,1,1
4877,137,109,189,8602,264.0,1,1
4878,137,109,113,8602,264.0,1,1
4879,137,109,230,8602,264.0,1,1
4880,137,109,232,8602,264.0,1,1
4881,137,109,277,8602,264.0,1,1
4882,137,109,64,8602,264.0,1,1
4883,137,109,29,8602,264.0,1,1
4884,137,109,87,8602,264.0,1,1
4885,137,109,84,8602,264.0,1,1
4886,137,109,53,8602,264.0,1,1
4887,137,109,78,8602,264.0,1,1
4888,137,109,123,8602,264.0,1,1
4889,137,109,205,8602,264.0,1,1
4890,137,109,236,8602,264.0,1,1
4891,137,109,225,8602,264.0,1,1
4892,137,109,446,8602,345.0,1,1
4893,137,109,466,8602,345.0,1,1
