NODE,X_COORD,Y_COORD,Z_COORD
1839,774084.2,3314421.3,0
1840,773692.1,3314468.6,0
1841,773923.7,3314440.6,0
1842,773256.7,3313182.5,0
1843,773589.8,3314347.4,0
1844,773656.8,3314336.3,0
1845,773656.2,3314491,0
1846,774491.5,3314264.4,0
1847,777293.4,3310503.9,0
1848,776506.3,3310783.8,0
1849,776859.3,3311481.5,0
1850,777419.8,3310539.3,0
1851,777106.5,3310613.5,0
1852,777608.2,3310498.6,0
1853,776483.9,3310713.9,0
1854,776764.8,3310635.4,0
1855,776219,3309801.3,0
1856,776797.4,3310704,0
1857,776263.1,3310854.2,0
1858,776225.6,3310785.6,0
1859,776980.8,3310581.6,0
1860,776205.7,3312502.6,0
1861,776526.6,3312329.2,0
1862,783478.4,3312979.9,0
1863,783564.2,3313043.8,0
1864,776011.2,3312917.5,0
1865,783863.9,3312468,0
1866,780158.4,3309456.2,0
1867,778082,3310449.3,0
1868,778403.6,3310466.6,0
1869,778707.7,3310163,0
1870,778251.6,3310527.2,0
1871,777929.9,3310512.9,0
1872,778682.4,3310433,0
1873,778682.3,3310244.9,0
1874,777901.5,3310434.5,0
1875,778710.2,3309841.1,0
1876,778682.1,3309856.1,0
1877,778573.3,3310541.6,0
1878,778676.9,3310592.8,0
1879,778705.7,3310594.6,0
1880,776718.8,3314213,0
1881,777135.3,3313991.3,0
1882,776652.3,3315300.8,0
1883,776715.7,3314347.7,0
1884,777346.7,3315309.1,0
1885,777583.7,3315681.8,0
1886,777079.5,3315487.6,0
1887,777320.1,3315273.6,0
1888,777069.9,3316399.1,0
1889,777982.8,3314822.6,0
1890,777708.7,3315036.6,0
1891,778367.3,3314555.2,0
1892,777128.1,3315506,0
1893,777664,3315005.8,0
1894,777966.2,3314778.1,0
1895,777231.8,3315964.6,0
1896,776908.6,3316221.9,0
1897,777040.9,3316419.8,0
1898,776970.2,3315648.8,0
1899,776649.7,3315937,0
1900,776559.6,3315897.7,0
1901,776565.4,3315860.9,0
1902,776614.9,3315902.4,0
1903,776940.1,3315611.5,0
1904,777496.1,3316267.7,0
1905,776545,3316011.9,0
1906,776837,3316200.4,0
1907,776617.8,3315964.6,0
1908,776878.1,3316244.7,0
1909,776585.7,3315930.2,0
1910,776551.3,3315962.5,0
1911,777601.3,3313746,0
1912,777889.4,3313663.7,0
1913,777805.6,3314285,0
1914,778058.2,3314711.3,0
1915,778142.2,3313591.4,0
1916,778271.8,3314150.5,0
1917,778076.3,3314755.6,0
1918,778613.6,3313987.8,0
1919,778355.4,3314511.5,0
1920,778513.3,3314431.6,0
1921,778528.6,3314471.5,0
1922,778196,3314611.3,0
1923,778214.3,3314653.6,0
1924,778320.4,3315265.5,0
1925,778439.4,3315663.1,0
1926,777491.8,3315139.4,0
1927,777602.6,3315113.8,0
1928,778592.9,3315407.2,0
1929,702497.8,3340860.8,0
1930,702844.6,3340589.2,0
1931,814929.9,3357043.8,0
1932,814559.8,3357456.3,0
1933,704797.5,3340281.9,0
1934,704752.1,3340178.6,0
1935,711609.3,3337592.8,0
1936,711477.6,3337704.6,0
1937,778338.8,3316848.2,0
1938,773027.2,3320195.5,0
1939,772937.6,3320966.9,0
1940,774807.5,3317794.1,0
1941,775400.7,3317709.8,0
1942,703428.3,3344547.4,0
1943,703415.3,3344572.7,0
1944,775846,3318882.3,0
1945,775202.4,3318904.8,0
1946,711278.8,3337922.9,0
1947,711149.5,3337993,0
1948,776591.9,3319213.7,0
1949,777086.7,3319219.4,0
1950,775450,3319307.4,0
1951,775009.1,3320323.4,0
1952,775604.5,3320654.9,0
1953,773995.2,3321353,0
1954,773986,3320554.6,0
1955,775372.6,3321859.1,0
1956,775598.9,3321837.6,0
1957,775310.5,3322436.4,0
1958,775640.6,3322428.5,0
1959,775314.1,3323717,0
1960,775633.7,3323715.1,0
1961,775985.5,3318071.1,0
1962,775456.7,3318109.7,0
1963,778481.4,3320253,0
1964,778370.3,3320555.1,0
1965,778443.7,3320394.7,0
1966,775785.8,3320719.3,0
1967,775664.7,3319762.8,0
1968,775496.1,3321925.9,0
1969,775272.2,3321929.8,0
1971,776556.2,3321046.8,0
1972,776857.9,3320884.4,0
1973,775639.1,3322471,0
1974,775431.3,3322467.4,0
1975,775640.4,3323775.2,0
1976,775395,3323787.6,0
1977,778342.7,3320536.1,0
1978,778412,3320350.7,0
1979,778344.1,3320487.3,0
1980,775421.5,3318662.1,0
1981,775882.7,3318857.5,0
1982,774803.2,3319975.9,0
1983,774375,3321338.5,0
1984,774370.9,3320765.2,0
1985,774442.8,3320207.2,0
1986,774449.3,3320965.1,0
1987,773382.9,3316946.7,0
1988,773974,3317524.8,0
1989,773696.1,3318084.9,0
1990,773970,3318083.8,0
1991,772704.3,3318948.1,0
1992,772806.8,3318365.3,0
1993,773981.9,3320203.1,0
1994,773974.1,3318979.7,0
1995,773637.1,3318975.2,0
1996,773670,3318960,0
1997,773974.2,3318961.2,0
1998,773650.4,3319401.4,0
1999,773972.4,3319396.9,0
2000,773969.4,3318109.9,0
2001,773696.4,3318113.8,0
2002,774367.4,3318548.9,0
2003,774370.7,3318227.3,0
2004,774388,3318410.2,0
2005,774391.8,3318737.5,0
2006,775239.8,3318141.2,0
2007,773971.6,3319417.6,0
2008,773647.5,3319417.6,0
2009,773970.9,3318997.8,0
2010,774818.9,3318875.3,0
2011,774816.1,3318717,0
2012,772676.7,3317480.4,0
2013,772933.8,3317674,0
2014,772705.4,3317536.4,0
2015,814972.6,3343240.2,0
2016,814212.3,3343528.5,0
2017,773074.2,3317774.1,0
2018,773214.5,3317874.1,0
2019,773184.4,3317887.6,0
2020,772924.1,3317698.1,0
2021,773480.5,3318055.5,0
2022,773331.1,3317987.4,0
2023,773478.6,3318086,0
2024,772834.2,3318943.1,0
2025,773148.7,3318989.7,0
2026,773132.1,3319082.8,0
2027,773119.5,3319402.6,0
2028,778992.5,3319604.2,0
2029,778929.6,3319651.2,0
2030,773351.9,3319402,0
2031,763982.4,3325730.7,0
2032,773391.7,3318990.1,0
2033,773070.5,3319011.9,0
2034,773434.7,3318999.6,0
2035,773351.5,3319421.2,0
2036,773119.1,3319418.7,0
2037,772544.4,3318804.1,0
2038,772759.8,3318945.9,0
2039,772927.9,3319401.6,0
2040,772925.6,3319420,0
2041,772626,3319422.7,0
2042,773049.9,3319918.4,0
2043,773104.9,3319402.6,0
2044,773104.9,3319418.4,0
2045,773469.8,3318968.4,0
2046,774570.2,3317713.2,0
2047,774421.4,3318072.8,0
2048,774643,3318097.5,0
2049,774805.2,3318096.8,0
2050,774302.9,3318075.1,0
2051,774376.6,3318095.6,0
2052,774360.3,3318101.2,0
2053,774360.3,3318074.4,0
2054,774136.5,3318079.5,0
2055,774419.9,3318098.7,0
2056,775022.5,3318133.8,0
2057,775231.1,3318116,0
2058,774807,3317957.8,0
2059,775451.4,3318085.6,0
2060,774394.5,3319059.5,0
2061,774395.5,3319172.3,0
2062,774415.8,3319146.1,0
2063,774806.6,3319143.7,0
2064,774375.6,3319357.9,0
2065,774373.8,3319192.6,0
2066,774880.6,3318902.6,0
2067,774582.3,3319021,0
2068,774614.5,3318984.6,0
2069,774917.1,3318887.9,0
2070,774421.6,3319380.1,0
2071,774682,3319375.6,0
2072,813358.9,3362263.8,0
2073,813462.6,3361451,0
2074,774424.8,3319623.9,0
2075,774521.2,3319713.6,0
2076,774270.1,3319062.7,0
2077,774301.6,3319040.7,0
2078,774370.6,3318870.8,0
2079,774348.7,3319596.5,0
2080,774174,3319389.5,0
2081,774345.2,3319383.6,0
2082,774212.9,3320206.9,0
2083,773972.6,3319498.8,0
2084,774077.5,3319414,0
2085,774367,3320209.4,0
2086,774349.3,3319409,0
2087,774423.2,3319406.1,0
2088,774445.1,3319400.4,0
2089,774421.8,3319402.1,0
2090,774347.6,3319405.7,0
2091,774376.5,3319425.2,0
2092,774397.2,3319357.8,0
2093,774397.6,3319424.6,0
2094,774387.1,3320207.3,0
2095,774414.6,3320206,0
2096,775239,3318878.2,0
2097,781317.9,3316941.8,0
2098,774806.3,3318952.3,0
2099,774811.2,3319338.3,0
2100,813100.7,3364610.4,0
2101,813254.6,3362770.3,0
2102,712235.3,3337069.4,0
2103,712061.3,3337207.7,0
2104,772781.6,3322334.4,0
2105,773739.7,3322557.6,0
2106,774010.8,3322548.3,0
2107,773743.8,3323785,0
2108,774043.2,3323727.9,0
2109,779004.4,3318865.2,0
2110,778689.6,3319679.2,0
2111,774422.6,3322017.2,0
2112,774423.6,3322247.2,0
2113,774006.7,3322288.7,0
2114,774017.5,3322604.1,0
2115,773740.8,3322618.7,0
2116,774264.4,3322113.7,0
2117,774125.4,3321952.1,0
2118,774408.7,3322236.4,0
2119,774408.1,3322018.3,0
2120,773786.6,3323840.4,0
2121,773278.2,3321993.8,0
2122,773998.5,3321879.6,0
2123,774396.6,3322308.7,0
2124,774001.5,3321964.5,0
2125,772888.7,3321418.5,0
2126,772742.4,3322652.5,0
2127,772682.8,3323252.3,0
2128,772971.6,3322591.2,0
2129,773197.8,3322580.6,0
2130,772778.7,3323828.3,0
2131,773100.4,3323813.9,0
2132,773064.2,3322641.3,0
2133,772745.4,3322601.8,0
2134,772542.2,3322669.6,0
2135,773519.5,3322565.6,0
2136,773525.6,3322625.3,0
2137,773206.2,3322631.5,0
2138,773422.2,3323799.4,0
2139,773464.8,3323851.7,0
2140,774482,3321876.2,0
2141,774712.1,3321875.9,0
2142,774710.4,3321944.5,0
2143,774501.4,3321943.4,0
2144,774419.8,3321549.5,0
2145,773996.4,3321534.3,0
2146,774132.5,3321879.6,0
2147,774292.3,3321877.6,0
2148,774255.8,3321726.2,0
2149,774422.3,3321824.6,0
2150,774401.8,3321545,0
2151,774331,3321945.1,0
2152,774279.8,3322073.3,0
2153,774402.3,3321827.2,0
2154,774319.4,3321877.4,0
2155,774225.5,3321720.9,0
2156,773998.4,3321900.5,0
2157,774006.5,3321935.1,0
2158,774427.9,3321338.2,0
2159,774431.6,3321448.5,0
2160,774397.6,3321447.5,0
2161,774398,3321337.5,0
2162,774452.5,3321338.4,0
2163,774561.4,3321741.6,0
2164,774473.1,3321943.7,0
2165,775032.3,3321941.9,0
2166,774729.5,3321964.8,0
2167,775041.2,3321885,0
2168,775267.6,3321908.8,0
2169,774612,3322522.1,0
2170,774799.8,3322512.2,0
2171,774444.3,3323053.4,0
2172,774438.1,3323219.1,0
2173,774030.5,3323173.5,0
2174,774407,3323215.8,0
2175,774408,3323142.4,0
2176,774442.5,3323720.2,0
2177,774670.6,3323718.2,0
2178,774796.8,3322563.7,0
2179,774610.1,3322577.7,0
2180,774757,3323774.4,0
2181,774204.1,3322540.1,0
2182,774391.3,3322532,0
2183,774426.3,3322315.6,0
2184,774423.4,3322611.2,0
2185,774408,3322609,0
2186,774391.7,3322590.9,0
2187,774206.4,3322597.8,0
2188,774442.9,3322530.1,0
2189,774425.8,3322835.2,0
2190,774416.7,3323044.7,0
2191,774442.9,3322589.1,0
2192,774415.1,3322837.3,0
2193,774225.2,3323724.6,0
2194,774439.7,3323398.3,0
2195,774407.1,3323537.7,0
2196,774222.8,3323831.7,0
2197,774407.2,3323721.4,0
2198,774993.8,3322493.4,0
2199,775117,3322529.6,0
2200,775072.9,3323713.2,0
2201,775075.9,3323759.3,0
2202,777061,3317301.1,0
2203,776771.2,3318296.5,0
2204,706453.6,3341981.4,0
2205,706341.3,3342079.9,0
2206,700158.1,3344597.7,0
2207,700149.3,3344795.7,0
2208,696671.5,3352058.8,0
2209,696248.5,3352554.2,0
2210,811780.4,3365881.8,0
2211,812154.7,3365439.7,0
2212,776780.8,3318321,0
2213,777946.6,3318290.1,0
2214,778447.1,3318859.8,0
2215,700127.8,3345704.8,0
2216,700125.1,3345857.2,0
2217,812485.2,3365082.1,0
2218,813051.2,3365015.9,0
2219,776023.3,3318076.2,0
2220,813248.1,3364869.2,0
2221,813364.1,3365027,0
2222,813397.3,3365154.2,0
2223,813235.9,3365023.6,0
2224,776452.4,3318341.3,0
2225,776454.7,3318370,0
2226,715698,3336846.9,0
2227,712930.9,3337567.3,0
2228,810508.2,3365404.6,0
2229,810635.3,3364756.2,0
2230,706368.6,3341684.1,0
2231,706380.7,3341714.9,0
2232,705756.5,3339307.7,0
2233,705691.6,3339326.7,0
2234,777381.3,3318438.5,0
2235,696224.8,3352597,0
2236,811171.5,3366677.7,0
2237,777393.5,3318453.1,0
2238,711841.7,3337404.2,0
2239,812292.7,3363163.2,0
2240,812715.4,3363052.1,0
2241,706576,3341866,0
2242,706516.2,3341924.8,0
2243,711167.9,3337960.3,0
2244,813334.5,3362553.7,0
2245,813249.6,3363224.9,0
2246,811135.8,3366955.3,0
2247,810946.8,3366018.8,0
2248,703002.6,3344918.4,0
2249,700147.3,3344909.9,0
2250,777089.6,3319184.9,0
2251,707194.9,3341330.2,0
2252,707185.7,3341334,0
2253,777904.3,3317364.3,0
2254,778203.7,3317086.1,0
2255,777927.2,3317390.4,0
2256,778074.7,3317543.9,0
2257,777669,3317621.1,0
2258,777491.2,3317773.2,0
2259,777465.9,3317750.5,0
2260,777635.1,3317596.2,0
2261,777924.8,3318265.8,0
2262,778225.5,3317116.6,0
2263,778045,3317568.5,0
2264,777899.9,3317411.2,0
2265,711250.2,3337906,0
2266,711353.4,3337826.7,0
2267,778190.2,3317725.8,0
2268,777611.2,3318378,0
2269,777624.1,3318403.6,0
2270,777694.4,3317120.2,0
2271,777673.8,3317149.5,0
2272,777877.5,3317384.3,0
2273,777825.9,3317324.7,0
2274,820959,3356585.1,0
2275,820071.5,3356423.6,0
2276,816400.7,3356355.6,0
2277,820016.8,3356326.1,0
2278,778223.5,3317699.7,0
2279,778431.2,3317942.6,0
2281,711001.8,3337880.9,0
2282,778133.2,3318144.5,0
2283,778399.9,3317964.4,0
2284,778136.5,3318190.3,0
2285,710243,3338758.2,0
2286,710237.8,3338770.7,0
2287,696121,3352719.5,0
2288,778781,3318343.7,0
2289,777364.8,3319983.4,0
2290,777576.4,3319995,0
2291,810846.5,3364519.4,0
2292,778173.5,3319140.2,0
2293,777876.8,3319157.7,0
2294,696661,3352487.5,0
2295,777876.6,3319126.2,0
2296,810208.1,3368245.9,0
2297,778202.2,3319105.1,0
2298,778505.6,3319079.3,0
2299,778365.8,3319129.3,0
2300,778481.3,3320165.3,0
2301,778452.4,3320185.4,0
2302,778390.4,3320365.6,0
2303,775631.8,3321925.1,0
2304,775632.2,3322147.2,0
2305,776575.1,3321858.8,0
2306,776577,3321904.6,0
2307,775596.6,3321926.4,0
2308,776983.5,3322395.4,0
2309,777277,3322286.8,0
2310,776910.4,3323703.7,0
2311,777116.3,3323706.7,0
2312,778245.9,3321871.1,0
2313,778319.6,3322258.7,0
2314,777198.6,3322368.4,0
2315,776982.3,3322436.3,0
2316,777269.7,3323754.7,0
2317,776947.6,3323753.5,0
2318,778212.1,3322227.6,0
2319,778213.2,3322031.6,0
2320,776147.9,3320921.5,0
2321,775614.1,3321628.7,0
2322,775612,3321415.8,0
2323,776574.1,3321822.9,0
2324,775634,3321836.4,0
2325,775848.8,3321845.8,0
2326,782437.2,3321245.5,0
2327,782401.4,3321218.4,0
2328,776063.6,3321855.3,0
2329,776055.1,3321894.7,0
2330,775842.3,3321920,0
2331,775949.1,3322427.1,0
2332,776271.2,3322425.7,0
2333,775636.3,3323107.9,0
2334,775980,3323713.4,0
2335,776302,3323708.1,0
2336,776274.7,3322464.9,0
2337,775952.7,3322467.9,0
2338,776602.3,3322460.6,0
2339,776624,3323702,0
2340,776284,3323766.4,0
2341,775962,3323768.9,0
2342,775636.9,3322308,0
2343,775806.9,3323714.3,0
2344,776598.6,3322424,0
2345,776756.2,3322453.5,0
2346,813440.2,3362052.6,0
2347,813532.9,3362290.8,0
2348,776625.6,3323752.4,0
2349,776454.8,3323759.5,0
2350,777667.2,3321740.8,0
2351,777972.5,3321640,0
2352,777697.5,3321782.7,0
2353,778018.6,3321769.9,0
2354,778233.9,3321109,0
2355,778246,3321307.2,0
2356,778225,3321330.6,0
2357,778171.4,3321394.7,0
2358,778201.4,3321077.7,0
2359,778177.4,3321392.7,0
2360,777889.6,3321735.6,0
2361,777599.9,3321849.3,0
2362,777919.4,3321808.3,0
2363,777298.2,3321817.4,0
2364,778237.1,3320840,0
2365,778270.3,3320824.2,0
2366,778090.9,3321658,0
2367,778197,3321769.8,0
2368,778134.6,3321530.5,0
2369,778059.9,3321868.2,0
2370,778224.4,3321867.3,0
2371,778300.4,3321780.5,0
2372,778217,3321787.2,0
2373,778230.5,3321695.8,0
2374,778255.9,3321687.4,0
2375,778385.4,3321824.3,0
2376,778152.3,3321805.3,0
2377,778214.8,3321824.4,0
2378,778250.3,3321507.6,0
2379,777273.1,3322338.4,0
2380,777310.4,3323081.2,0
2381,777586.5,3322245,0
2382,777907,3322231.4,0
2383,777907.1,3322264.8,0
2384,777710.3,3322272.7,0
2385,777448.3,3323706.8,0
2386,777421.4,3323068.1,0
2387,777384.1,3322250.8,0
2388,777388.5,3322285.5,0
2389,813676.2,3362037.4,0
2390,813579.4,3362269,0
2391,777342,3323709.9,0
2392,778318.9,3322288.3,0
2393,778212,3322266.6,0
2394,778403.9,3322278.5,0
2395,779879.2,3313118.1,0
2396,780565,3313210.2,0
2397,781842.8,3311011.2,0
2398,782148.1,3311113.9,0
2399,781533,3312123.7,0
2400,779832.5,3313539.9,0
2401,779851.2,3313371,0
2402,781283.4,3313306,0
2403,781721.8,3313457.8,0
2404,781833.8,3313901.7,0
2405,781934.6,3313744.7,0
2406,781649.9,3314168.6,0
2407,781880.9,3314343.6,0
2408,781824.1,3315046.8,0
2409,781963,3315166.5,0
2410,781914.5,3314937.6,0
2411,781936.7,3315861.8,0
2412,781820,3316359.4,0
2413,781999.8,3316256.5,0
2414,781831.8,3316387.5,0
2415,782008.7,3316277.1,0
2416,782252.8,3311208.6,0
2417,781948.3,3311104,0
2418,783290.4,3309895.2,0
2419,783714.3,3313163.6,0
2420,784340.7,3313618.2,0
2421,783533.4,3313414.4,0
2422,785764.4,3314782.3,0
2423,785574.2,3314780.9,0
2424,782427.1,3314324.7,0
2425,782074.7,3314073.5,0
2426,784063.2,3310385.7,0
2427,782080.8,3315320.1,0
2428,781942.2,3315198.5,0
2429,782105.4,3316237.6,0
2430,781909.5,3316350.4,0
2431,782021.3,3316309.1,0
2432,781764.3,3316444.9,0
2433,783417.6,3313060.6,0
2434,783222.8,3313299.8,0
2435,782139.7,3311198.3,0
2436,784889.7,3313284.6,0
2437,784922.3,3312988.6,0
2438,785033,3313099.9,0
2439,782113.1,3311143.2,0
2440,781866.5,3311057.2,0
2441,781874.4,3311031.3,0
2442,782122.1,3311117.6,0
2443,782165.1,3311205.5,0
2444,781663.5,3311669.1,0
2445,779971,3311125.2,0
2446,779917.3,3311436.3,0
2447,779981.1,3311062,0
2448,780288.3,3311708.5,0
2451,780172.3,3310655.4,0
2452,780489.9,3310708.7,0
2453,779903.7,3311878.4,0
2454,780300.8,3312049.9,0
2455,780900.1,3311912.5,0
2456,780577.6,3310747.1,0
2457,780259.6,3310696.4,0
2458,780575.1,3310766.9,0
2460,780038.8,3310602.3,0
2461,780598.9,3310695.6,0
2462,781354,3310910.1,0
2463,780499.6,3310766.4,0
2464,779535.4,3310560.6,0
2465,779854.7,3310602.2,0
2466,779543.5,3310550.5,0
2467,779720.4,3310559.4,0
2468,779825.5,3310642,0
2469,779623.5,3310594.8,0
2470,779941.5,3310645.6,0
2471,779366.6,3310541.6,0
2472,779420.3,3310579.3,0
2474,780013,3310859.1,0
2475,779864.6,3310572.5,0
2476,779890.8,3311589.7,0
2477,781161.6,3310803.1,0
2478,781380.5,3310845.4,0
2479,781223.9,3310836.8,0
2480,781536.3,3310912.7,0
2481,781339.9,3310892.9,0
2482,781023.9,3310830.7,0
2483,781194,3310872.4,0
2484,780807.5,3310761.9,0
2485,780943.9,3310784.7,0
2486,780788,3310780.7,0
2487,781644.3,3310997.7,0
2488,781702,3310954.1,0
2489,781678.7,3311022.5,0
2490,780976.4,3312290.2,0
2491,781058,3311965.1,0
2492,781446.6,3312448.7,0
2493,780474.9,3313604.5,0
2494,780185.2,3314186.5,0
2495,780500.2,3314240.4,0
2496,779651.3,3315145.8,0
2497,779710,3314653.4,0
2498,780304,3315853.2,0
2499,780457.5,3315953.3,0
2500,780406.4,3314251.5,0
2501,780174.6,3314223.3,0
2502,780764.7,3314395.8,0
2503,780559,3314846.5,0
2504,781562.2,3314859.3,0
2505,780366.5,3315268.1,0
2506,780046.6,3315184.8,0
2507,780815.5,3315439.7,0
2508,781021.1,3315133.1,0
2509,780439.1,3315979.9,0
2510,781803.6,3315076.9,0
2511,781562.8,3314903.4,0
2512,779448.9,3314110.7,0
2513,779769.3,3314142.2,0
2514,779766,3314182.1,0
2515,779440.7,3314151.7,0
2516,779783.7,3314004.5,0
2517,779135.6,3314136.3,0
2518,779297.1,3314140.5,0
2519,779977.3,3314164.2,0
2520,779304.8,3315643,0
2521,779599.9,3315671.2,0
2522,779272.9,3315689.7,0
2523,778992.3,3315847.6,0
2524,779485.7,3316642.1,0
2525,779528.4,3316258.8,0
2526,779253.6,3315088.6,0
2527,779590.2,3315705.2,0
2528,779909.3,3315749.4,0
2529,778897.5,3315320.2,0
2530,813473.2,3357626.4,0
2531,813198,3357481,0
2532,779625.5,3315409.8,0
2533,779943.9,3315721.8,0
2534,781045.4,3313800.8,0
2535,780920,3314066,0
2536,781049.1,3314506.6,0
2537,781317.7,3314684.3,0
2538,781193.7,3313512.4,0
2539,781301.5,3314715.1,0
2540,781038.2,3314535.3,0
2541,781133.9,3313628.6,0
2542,780778.9,3314364.6,0
2543,780597.3,3314324,0
2544,781392.2,3314568.7,0
2545,781408.7,3315597.6,0
2546,780595.9,3315763.4,0
2547,780889.4,3316250.1,0
2548,781029,3316065.1,0
2549,781041.7,3316412.9,0
2550,781065.4,3316449.4,0
2551,781175.8,3316627.5,0
2552,781161.2,3316588.9,0
2553,781194.7,3315845.5,0
2554,780957.5,3315681.2,0
2555,781015.2,3316429.3,0
2556,780411.7,3315169,0
2557,780634,3315318,0
2558,780757.1,3315542.4,0
2559,780647.8,3316115.6,0
2560,780868.4,3316279.6,0
2561,781571.8,3315382.4,0
2562,781644.7,3316475.2,0
2563,781639.6,3316509.7,0
2564,781475.7,3316598.8,0
2565,781754.9,3316472.8,0
2566,781512.7,3316628.5,0
2567,781628.3,3316545.4,0
2568,781677.5,3316528.8,0
2569,782747.9,3311343.8,0
2570,782950.9,3311495.1,0
2571,782889.7,3311441.2,0
2572,783581.4,3311222.8,0
2573,783741.4,3310943.4,0
2574,782869.2,3311462.2,0
2575,782714.5,3311385,0
2576,783293.5,3312104.4,0
2577,783470.8,3311462.9,0
2578,783475.3,3311868.2,0
2579,783731.2,3312063.6,0
2580,783462.8,3311885.7,0
2581,783632.5,3313098.5,0
2582,783633.3,3311185,0
2583,783711.9,3312071.3,0
2584,783545.2,3311963.7,0
2585,783544,3311971.3,0
2586,783986,3312306.9,0
2587,783773.2,3312159.5,0
2588,783250.6,3311794.1,0
2589,782884,3311486.2,0
2590,782244.6,3311159.4,0
2591,782470.8,3311217.5,0
2592,783309.2,3311741.4,0
2593,783821.7,3312084.5,0
2594,782453,3311217.8,0
2595,782557.5,3311313.3,0
2596,782234.8,3311186.9,0
2597,783031,3311539.5,0
2598,783292.2,3311727.8,0
2599,783207.3,3311689.7,0
2600,783114.4,3311670.8,0
2601,783267.4,3311806.4,0
2602,783382.1,3311851.2,0
2603,783125.2,3311657.5,0
2604,773319.8,3313331.6,0
2605,773349.4,3313421.1,0
2606,783962.2,3310631.4,0
2607,783902.2,3310664.5,0
2608,784260.4,3310128.9,0
2609,784227.1,3310106.4,0
2610,784145.2,3310246.1,0
2611,783766.4,3310957.8,0
2612,783955.8,3312208.4,0
2613,784196.5,3312387.3,0
2614,784096.5,3312296.8,0
2615,784226.8,3312380.1,0
2616,784345.5,3312217.5,0
2617,784527,3311951.8,0
2618,784068.2,3312347.1,0
2619,783945.5,3312235.5,0
2620,784455,3312579.3,0
2621,784202.4,3312429.7,0
2622,784250.6,3312396.6,0
2623,784464.2,3312567.6,0
2624,784433.2,3312127,0
2625,784459.4,3312623.8,0
2626,784465.8,3312644.4,0
2627,784206.1,3312466.3,0
2628,784640.7,3312791.3,0
2629,784684.9,3312694.8,0
2630,783777.4,3313073.2,0
2631,784065.1,3312649.3,0
2632,784180.9,3312449.8,0
2633,782974.5,3312303.3,0
2634,784125.6,3312559.7,0
2635,784639.9,3311882.9,0
2636,784769.9,3311740.7,0
2637,784787.5,3311763,0
2638,784713.5,3312771.5,0
2639,784849.4,3312869.8,0
2640,784925.4,3312974.4,0
2641,784667.8,3312781.3,0
2642,784854.7,3313800.1,0
2643,783456.3,3315516.3,0
2644,783778.1,3315524.5,0
2645,782995.5,3315723.1,0
2646,783594.4,3315642.9,0
2647,783409.5,3315640.8,0
2648,783356.5,3315652,0
2649,784529.1,3316396.6,0
2650,784594.8,3315598.1,0
2651,783094.8,3314197,0
2652,783243.8,3314855.8,0
2653,782738.8,3313890,0
2654,782551.6,3314151,0
2655,782046.6,3313570.3,0
2656,782367.4,3313702,0
2657,782203.9,3314588.1,0
2658,782307.9,3314465.4,0
2659,782329,3314690.3,0
2660,782740,3309370.8,0
2661,782420.6,3315795.2,0
2662,782503.1,3315956.8,0
2663,782554.9,3315935.7,0
2664,782827,3315756.1,0
2665,782710.2,3315840.3,0
2666,782866,3315745.6,0
2667,782730,3315855.9,0
2668,782411.8,3316054,0
2669,782281.8,3316106.4,0
2670,782533.9,3316074.6,0
2671,782497.6,3316009.5,0
2672,782919.1,3315743.9,0
2673,782710.3,3316695.4,0
2674,782204.8,3315452.8,0
2675,782307.7,3315619.5,0
2676,782179,3315477.9,0
2677,782366.4,3315703.4,0
2678,782334.1,3315724.2,0
2679,782277.3,3315636.1,0
2680,782101.9,3315286.1,0
2681,782386.5,3315815.7,0
2682,782068.9,3316272.5,0
2683,746512.3,3333141,0
2684,748494,3345132.7,0
2685,782217.6,3316281.5,0
2686,782244.9,3316336.6,0
2687,782258.6,3316145.7,0
2688,782481.4,3316255.3,0
2689,782502.1,3316348,0
2690,782643.1,3316397.8,0
2691,782624.1,3316319.4,0
2692,782258.2,3316159.6,0
2693,782470.7,3316192.1,0
2694,782548.7,3316155.6,0
2695,782602.8,3316231.2,0
2696,782585.7,3316160,0
2697,782618.7,3316100.7,0
2698,782618.9,3316137.9,0
2699,782559.2,3316063.1,0
2700,782556.2,3316587.6,0
2701,782590.8,3316733.3,0
2702,782518.9,3316423.1,0
2703,782680.5,3316559.3,0
2704,783143.1,3315581.7,0
2705,782980.2,3315659.7,0
2706,783140.2,3315546.8,0
2707,783047.1,3315715.7,0
2708,783128.3,3315499,0
2709,783113.7,3315700.3,0
2710,783225.5,3315649,0
2711,783153.9,3315465.1,0
2712,784560.2,3313777.5,0
2713,784552.9,3314603.3,0
2714,784753.5,3313507.8,0
2715,784100,3315535.7,0
2716,784421.9,3315546.8,0
2717,784558.5,3315683,0
2718,784236.7,3315686.8,0
2719,783915,3315672.4,0
2720,784743.8,3315558,0
2721,784521.8,3316542.1,0
2722,778756.6,3320304.5,0
2723,778978,3320387.5,0
2724,778799.7,3320377.7,0
2725,778819.5,3320611.8,0
2726,781802.5,3317542.8,0
2727,781994.6,3317801.1,0
2728,781833.9,3317578.6,0
2729,781905.7,3317542.2,0
2730,781847,3317596.3,0
2731,781953.6,3317727.4,0
2732,781797.1,3317741.9,0
2733,781841.2,3317809,0
2734,781734.5,3318038.1,0
2735,781916.6,3317903.3,0
2736,781719.3,3318344.9,0
2737,782138.6,3318043.9,0
2738,781779.9,3318446.9,0
2739,782199.1,3318127.7,0
