NODE,X_COORD,Y_COORD,Z_COORD
390,760324.5,3320705.8,0
391,760520.7,3320960.6,0
392,760464.6,3320929,0
393,760266,3320675.8,0
394,760115.2,3320461.5,0
395,760054.7,3320432.9,0
396,760690.5,3321233.9,0
397,760639.8,3321198.6,0
398,760343.3,3322887.1,0
399,760628.8,3322742,0
400,760735,3322755.7,0
401,760446.9,3322898.1,0
402,760162.9,3323048.5,0
403,760133,3323006.8,0
404,761002.9,3322091.5,0
405,761861.5,3322691,0
406,761551.1,3322776.2,0
407,761895.3,3322538.5,0
408,762210.6,3322589.9,0
409,761888.3,3322570.6,0
410,762124.4,3322633.9,0
411,761902.3,3322628.7,0
412,761578.7,3322480.4,0
413,761566.7,3322561.2,0
414,799549.9,3335225.3,0
415,802268,3339090.4,0
416,772262.5,3314216.3,0
417,772377.3,3313790.2,0
418,761669.1,3322623.2,0
419,694185.4,3356485,0
420,693941.9,3356936.2,0
422,765692.6,3319024.6,0
423,765764.3,3319339.8,0
424,765745,3319343.3,0
425,765676,3319028.9,0
426,765689.1,3319004.2,0
427,765669,3319009.4,0
428,765805.5,3319538.4,0
432,765852.3,3319752.9,0
433,764081.6,3322572.7,0
434,764401.5,3322609.2,0
435,764275.2,3322831.1,0
436,764497.7,3322856.6,0
437,764355.4,3322632.4,0
438,764035.5,3322596.5,0
439,764601.1,3322904.3,0
440,764281.3,3322867.2,0
441,763106.4,3322697.7,0
442,763426.2,3322736.1,0
443,766235.1,3322869.6,0
444,766644.7,3322994.3,0
445,763639.7,3322760.1,0
446,763715.5,3322560.5,0
447,763703,3322746.7,0
448,763678.2,3322744.9,0
449,763698.1,3322528.8,0
450,763670.5,3322822.2,0
451,763412.8,3322796.5,0
452,763742.5,3322805.6,0
453,763422.6,3322769,0
454,762890.8,3322671.7,0
455,763262.1,3322752.3,0
456,763899.7,3322551.3,0
457,763959.7,3322796.1,0
458,763962.3,3322778.4,0
459,764017.3,3322847.6,0
460,763696.2,3322823.9,0
461,764062.4,3322842.2,0
462,764089.8,3322811,0
463,765001.3,3322678.1,0
464,765361.3,3322719,0
465,765430.1,3323272.5,0
466,764817.7,3322892.5,0
467,765137.7,3322928.6,0
468,765175.4,3322724.4,0
469,764995.5,3322704.2,0
470,765240.9,3322978.5,0
471,764921,3322941.4,0
472,764721.4,3322645.8,0
473,764675.4,3322668.4,0
474,765553.6,3322713.3,0
475,765677.4,3322740.7,0
476,765355.4,3322744.6,0
477,765457.7,3322964.6,0
478,765651.1,3323309.7,0
479,765560.8,3323015.6,0
480,769266.1,3312118.5,0
481,769584.9,3312102.9,0
482,767408.6,3313266.6,0
483,767441.5,3312220.7,0
484,768184.8,3314141.8,0
485,769114.5,3313313.2,0
486,769098.7,3315162.6,0
487,769294.2,3315008,0
488,769589.8,3312123.2,0
489,769268.1,3312137.2,0
490,769584.5,3313166.8,0
491,769321.6,3315030.6,0
492,769083.4,3315238.9,0
493,767442.1,3312197,0
494,767868,3312179.6,0
495,767981.3,3312194.2,0
496,767659.6,3312210.2,0
497,766902.8,3312224.2,0
498,767224.5,3312207.8,0
499,767016.4,3312242.3,0
500,766694.7,3312258.3,0
501,766700.4,3312233.6,0
502,768511.4,3312151.4,0
503,768833.1,3312137.2,0
504,768624.7,3312165.2,0
505,768302.9,3312179.1,0
506,768189.7,3312165.4,0
507,768834,3312156.1,0
508,767866.8,3314755.8,0
509,769028.7,3315556.1,0
510,768994.8,3315809,0
511,768964.1,3315847.8,0
512,769008.7,3315529,0
513,769035.1,3315337.7,0
514,768924.4,3316137.3,0
515,770052.4,3312085.2,0
516,769739.7,3311055.4,0
517,770763.5,3312055.9,0
518,770996.8,3312046.6,0
519,771140.1,3312040.4,0
520,771190.4,3312037.4,0
521,770441.8,3312069.5,0
522,770233.3,3312095.1,0
523,770055,3312101.3,0
524,769798.3,3312096.4,0
525,770555,3312081.1,0
526,771137.6,3311971.1,0
527,771497.6,3312030.4,0
528,771815.6,3312077.6,0
529,772037,3312160.9,0
530,771728.3,3312072.7,0
531,771268.3,3312034.2,0
532,771408.1,3312043.2,0
533,771085.4,3312043.7,0
534,772122.1,3312174.8,0
535,772206.6,3312230.5,0
536,772348.3,3312337.4,0
537,772304,3312283,0
538,770290.5,3313194,0
539,770855,3315314.1,0
540,771106.9,3315211.3,0
541,771094.3,3315223,0
542,770858.1,3315334.2,0
543,769682.5,3314945.3,0
544,769553.4,3313994.7,0
545,770002.7,3314911.8,0
546,770311.7,3314990.8,0
547,770314.8,3315018.3,0
548,770006.6,3314941.9,0
549,769686,3314971.8,0
550,769502.2,3314991.5,0
551,770609.2,3315111.3,0
552,770611.1,3315140,0
553,771449.2,3315604.1,0
554,771576.9,3315762.2,0
555,771507,3315709.5,0
556,771299.7,3315463.2,0
557,771740.2,3316039.5,0
558,771717,3316053.4,0
559,771617.2,3315877.7,0
560,771113.5,3315219,0
561,771134.7,3315243.3,0
562,771149,3315286.5,0
563,771101.2,3315230.4,0
564,771315.6,3315450.6,0
565,771856.8,3316244,0
566,771835.5,3316259,0
567,768236.1,3317675.6,0
568,769410,3318855.9,0
569,716711.1,3373486.9,0
570,716551.1,3373486.1,0
571,786041.3,3322718.7,0
572,786133.6,3322780,0
573,769973.2,3317337.7,0
574,769995.4,3317345.3,0
575,769025,3319936.3,0
576,768879.6,3320378.6,0
577,768886.7,3320209.7,0
578,768984.2,3319941.5,0
579,770055.3,3320317.3,0
580,686276.3,3367975.3,0
581,686493.7,3367963.8,0
583,769046.3,3322623.5,0
584,769086.2,3322498.6,0
585,769657.2,3322767.3,0
586,769631.3,3323343,0
587,769335.1,3319314.3,0
588,769141.5,3319581.7,0
589,769457,3319590.5,0
590,769130.6,3319607.4,0
591,771532.2,3319469.1,0
592,771349.3,3319975.7,0
593,772082.9,3320260.1,0
594,686429.2,3368022.2,0
595,769151.6,3322641.1,0
596,769103.3,3322632.7,0
597,769228.1,3322530.4,0
598,769146.1,3322501.1,0
599,769216.4,3322744.5,0
600,769008.6,3322857.2,0
601,771247.2,3320258.3,0
602,771715.4,3320222.1,0
603,770827.9,3321523.4,0
604,769970.4,3321549.7,0
605,772056.2,3320259.4,0
606,772059.6,3320195.5,0
607,766828.5,3320784.7,0
608,766706.9,3320218.5,0
609,767647,3318182.1,0
610,767369.3,3318355.1,0
611,767360.6,3318335.6,0
612,767632.8,3318163.6,0
613,767745.8,3318118.7,0
614,768896.2,3319595.6,0
615,768345.8,3318793.2,0
616,766813.6,3318675.4,0
617,767087.9,3318506.6,0
618,767025.3,3318574.8,0
619,766751.6,3318743.5,0
620,766598.4,3319706,0
621,766635.8,3318769.9,0
622,766599.5,3319719.1,0
623,768335.1,3317464.2,0
624,768510.4,3317194.1,0
625,768582.9,3317133.2,0
626,768412.4,3317406.2,0
627,767903.9,3317989.6,0
628,768071.5,3317852.7,0
629,768093.2,3317876.9,0
630,768215.8,3317650.6,0
631,767916.4,3318009.4,0
632,768702.6,3316947.9,0
633,768682.8,3316922.3,0
634,786215.6,3322778.9,0
635,768906.8,3319616.8,0
636,768500.9,3319638,0
637,769082.3,3319767.4,0
638,786514.5,3322837.5,0
639,769116.4,3319608.1,0
640,769916.9,3317319.6,0
641,769945.3,3317220.8,0
642,786413.4,3322826.8,0
643,766161.2,3321758.2,0
644,766188.8,3322153.7,0
645,766885.6,3321717.8,0
646,767826.2,3320563.6,0
647,766136.5,3321981.8,0
648,766120.8,3321758.9,0
649,767450.3,3322635.2,0
650,767671.6,3322624,0
651,767287.4,3322948.1,0
652,767609.4,3322944.1,0
653,767287.8,3322961.3,0
654,768454.9,3321634.7,0
655,768314.1,3322006.1,0
656,767671.8,3322654.2,0
657,767450.2,3322665.6,0
658,768291.7,3321965.7,0
659,768418.1,3321633.8,0
660,767740.3,3322971.1,0
661,767418.8,3322987.7,0
662,766112.6,3320942.6,0
663,766497.5,3320857.7,0
664,766120.1,3321141.2,0
665,766094.7,3321145,0
666,766088,3320951,0
667,766127.4,3321339.8,0
668,766140.4,3321511.7,0
669,766101.3,3321339,0
671,766741.3,3322672.8,0
672,766940.2,3322667,0
673,766190.5,3323002.1,0
674,766643.6,3322966,0
675,766965.4,3322953.9,0
676,766966.2,3322977.3,0
677,772609.4,3323883.6,0
678,766745,3322705.4,0
679,766551.8,3322715.1,0
680,766717.9,3323018.8,0
681,766396.2,3323035.7,0
682,766724.6,3323027.5,0
683,766405.2,3323066.9,0
684,766920.8,3323030.8,0
685,766599.7,3323054.1,0
686,766205.5,3322372.7,0
687,766166.2,3322474.7,0
688,766145.9,3322153.5,0
690,766424.2,3322686.3,0
691,766379.3,3323008.2,0
692,782584.6,3321342.6,0
693,782905.6,3321375.5,0
694,766321.8,3322977.6,0
695,766243.5,3323112.4,0
696,766249,3323307.8,0
697,766098.7,3323234.5,0
698,766194.8,3323220.4,0
699,766267.1,3323169.4,0
700,766239.9,3323001.8,0
701,766193.5,3323121,0
702,790546.5,3317914.1,0
703,790523.1,3317891.2,0
704,764659.4,3320013,0
705,785936.3,3314512.1,0
706,785930.6,3314623.3,0
707,766211.3,3323529.8,0
708,766909.7,3322112.8,0
709,766924.2,3322353.2,0
710,767229,3322646.2,0
711,767228.7,3322677.1,0
712,766938.3,3322695.7,0
713,767097.3,3323005.1,0
714,766920.8,3323009,0
715,768753.6,3320757.9,0
716,768652.3,3321063.4,0
717,768569.2,3321168.5,0
718,768630.5,3320977.9,0
719,768729,3320671.3,0
720,768827.5,3320364.9,0
721,768816.7,3320568.2,0
722,768550.8,3321368.9,0
723,768488.5,3321536.6,0
724,768507.7,3321359.3,0
725,768061.1,3322823.8,0
726,768017.6,3323007.6,0
728,770877.5,3373136.1,0
729,771127.4,3372614.4,0
730,768194.7,3322890.3,0
731,768516.7,3322898.7,0
732,768195.7,3322914.4,0
733,768558,3323382.9,0
734,768412.1,3322624.4,0
735,768090.3,3322637.1,0
736,768696.8,3322926.6,0
737,768370.9,3322941.2,0
738,768078.8,3323035.5,0
739,768062.1,3322955.6,0
740,768202,3322307.9,0
741,767867.4,3322646.4,0
742,771262.6,3372819.3,0
743,770607.1,3372987.6,0
744,769392.5,3369493.1,0
745,771820.2,3367890.7,0
746,746119.4,3368637.8,0
747,745862.3,3369590.6,0
748,736311.2,3374453,0
749,735923.7,3374739.6,0
750,770822.2,3372872.6,0
751,771383.2,3372692.5,0
752,746372.9,3367452.2,0
753,746256.8,3367410,0
754,773095.5,3315125.8,0
755,767873.3,3322930,0
756,767930,3323259.5,0
757,767936.7,3323319.2,0
758,767952.1,3323042.4,0
759,767973.7,3323092.2,0
760,751059.4,3309832.1,0
761,768921.8,3322604.6,0
762,768621.4,3322616.2,0
763,780106.5,3369514,0
764,780357.4,3369811.6,0
765,768533.9,3322933.8,0
766,770106.6,3316801.2,0
767,770140.5,3316818.3,0
768,769727.5,3318138.9,0
769,769747.7,3318408.2,0
770,770538.4,3318203.4,0
771,770808.7,3317395.8,0
772,771077.1,3318345.1,0
773,769689.1,3318210.3,0
774,769699.7,3318133.5,0
775,770712.1,3318653.1,0
776,771033.5,3318633.5,0
777,770421.9,3319521.7,0
778,770895.4,3319489.1,0
779,771614.4,3318316.1,0
780,771710.5,3318499.3,0
781,771633.9,3318276.3,0
782,771709.5,3318421.8,0
783,770949.1,3318667.2,0
784,770627.8,3318686.4,0
785,771521.4,3318429.2,0
786,771624.5,3318124.5,0
787,771064.5,3319499.9,0
788,770743.2,3319521.1,0
789,771611.3,3318394.7,0
790,770092.9,3316794.2,0
791,772282.2,3319311.2,0
792,772252.9,3319239.8,0
793,769850.1,3317703.4,0
794,769779.4,3318008.2,0
795,769706.2,3317954,0
796,775076.6,3319337.4,0
797,775448.9,3319282.9,0
798,769873,3317709.5,0
799,769753.3,3318001.3,0
800,769806.1,3317849.8,0
801,769675.5,3319083.9,0
802,769791.3,3318603.1,0
803,770090.5,3318527.8,0
804,769727.6,3318948.4,0
805,769931,3319546.7,0
806,770252.7,3319531.7,0
807,770002.1,3318593.8,0
808,769748.1,3318777.1,0
809,770100.3,3319559,0
810,769730.2,3319576.8,0
811,769730.9,3318778.4,0
812,769739,3318957.6,0
813,769747.6,3318572.7,0
814,769734.2,3318613.7,0
815,769749.2,3318615.9,0
816,770393.4,3318622.8,0
817,770311.2,3318644.4,0
818,770421.8,3319540.8,0
819,771646.3,3317428.3,0
820,771172.3,3318102.8,0
821,771933.3,3317286.8,0
822,771876.2,3317515.2,0
823,771841.2,3317497,0
824,771895.5,3317271.3,0
825,771262.6,3317291.9,0
826,772020.8,3317103,0
832,771773.9,3317781.6,0
833,771714,3317946.2,0
834,771680.7,3317948.1,0
835,771736.9,3317771.5,0
837,771354.7,3318619.3,0
838,771676.2,3318599.5,0
839,771545.5,3318493.2,0
840,771729.7,3318483,0
841,771538,3319446.8,0
842,771750.2,3319433.8,0
843,771664.2,3318513.2,0
844,771593,3318669.5,0
845,771425.2,3318653.4,0
846,771747.3,3318654.6,0
847,772260.3,3319186.4,0
848,771853.6,3319449.4,0
849,772300.2,3319413.1,0
850,771206.8,3318616.4,0
851,771186.9,3318654.8,0
852,771379.4,3318593.2,0
853,771216.7,3319467.9,0
854,771298.4,3319484.5,0
855,771948,3318527.7,0
856,771931.1,3318595.4,0
857,771924.2,3318678.8,0
858,772019.3,3318896.6,0
859,771942.6,3318722.3,0
860,772130.2,3318900.4,0
861,772068.9,3318661.7,0
862,772089.4,3318731.6,0
863,771804.5,3318651.1,0
864,772060.3,3318854.3,0
865,771825.7,3318633.8,0
866,772148.7,3318892,0
867,771755.2,3318715.8,0
868,772034.8,3318873.6,0
869,772053.9,3318879.2,0
870,771880.3,3318751.6,0
871,772204.2,3319032,0
872,771821.2,3318546.6,0
873,772156.8,3318983,0
874,772232.7,3319128,0
875,772073.2,3319440.6,0
876,772238.4,3319660.6,0
877,772155.4,3319968.2,0
878,772131,3319969.8,0
879,787268.9,3323596.2,0
880,787168.6,3323564.5,0
881,772283.7,3319432.6,0
882,774811.9,3319362,0
883,773182.8,3313055.7,0
884,772950.7,3312839.2,0
885,783214.3,3311894.1,0
886,783144.7,3312009.1,0
887,770599.6,3322695.8,0
888,770792.5,3322700.4,0
889,770895.7,3323281.1,0
890,770824.9,3321823.3,0
891,771654.4,3321912.3,0
892,771607.3,3322152.1,0
893,772228.8,3322008.2,0
894,771979.5,3322034.4,0
895,770995.3,3322030.9,0
896,771247.7,3322001.1,0
897,770880.1,3322751.4,0
898,770581.5,3322740.8,0
899,771591.2,3322147.6,0
900,771634.9,3321903.6,0
902,769975.2,3322742,0
903,769975,3322771.7,0
904,769322.9,3322456.9,0
905,769630.6,3322391.4,0
907,769647.9,3322416,0
908,769480.6,3322552.9,0
909,769465.8,3322713.8,0
910,769152.8,3322715.6,0
912,769307.2,3322678.7,0
913,811531.3,3307921.9,0
914,812079,3307566,0
915,770235.1,3322722.5,0
916,770296.7,3322758,0
917,771027.4,3320874.4,0
918,771550.6,3321984.7,0
919,771407.7,3321905.7,0
920,771667.6,3321741.6,0
921,771990.2,3320887.4,0
922,771957.1,3321149.8,0
924,771387.4,3321492.8,0
925,771494.6,3321846.6,0
926,771926.9,3321210.9,0
927,771967.7,3320892.1,0
928,772009.8,3320510.1,0
929,771976.1,3320570.3,0
930,771809.7,3321618.1,0
931,771790.1,3321864.9,0
932,771947.1,3321965.4,0
933,771737.7,3321977.3,0
934,771906.5,3321467.7,0
935,771852.1,3321622.1,0
936,771787.5,3321895,0
937,772235.6,3321973.8,0
938,771444.5,3322182.6,0
940,771528.3,3322429.4,0
941,771485.3,3322698.2,0
943,771364.7,3323073.8,0
944,771534,3322057.6,0
945,771260.8,3322069.7,0
946,771441.7,3322218.1,0
947,771439.7,3322938.7,0
948,771114.6,3322703.2,0
949,770995.7,3322065.8,0
950,771113.1,3322754,0
951,771368.3,3323252.7,0
952,771333.5,3323425.5,0
953,771257.6,3323565.1,0
954,771325.7,3323250.5,0
955,771539.5,3322513.5,0
956,771819.8,3322669.7,0
957,772022.5,3322655,0
958,771741.8,3322050.8,0
959,771824.1,3322145.5,0
960,771815.8,3322727.9,0
961,771749.7,3322187.2,0
963,771731.5,3322675.8,0
964,771733.4,3322705.7,0
965,764813.4,3325495.2,0
966,765306,3325445.9,0
967,765594.2,3324198.2,0
968,765915.7,3324178.4,0
969,765089.7,3326197,0
970,766324,3326016.7,0
971,766024.3,3324213.9,0
972,765699.4,3324229.7,0
973,763012.1,3325790.8,0
974,763407.3,3325763.3,0
