SIGNAL,TIMING,TYPE,CYCLE,OFFSET,PHASES
PHASE,BARRIER,RING,POSITION,MIN_GREEN,MAX_GREEN,EXTENSION,YELLOW,ALL_RED
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,24,24,0,3,1
4,1,1,4,5,5,0,3,1
2013,1,TIMED,60,18,2
1,1,1,1,12,12,0,3,1
2,1,1,2,40,40,0,3,1
2020,1,TIMED,60,36,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2027,1,TIMED,60,30,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2029,1,TIMED,60,14,2
1,1,1,1,19,19,0,0,0
2,1,1,2,37,37,0,3,1
2036,1,TIMED,60,29,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2041,1,TIMED,60,40,2
1,1,1,1,12,12,0,3,1
2,1,1,2,40,40,0,3,1
2049,1,TIMED,60,20,4
1,1,1,1,9,9,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,9,9,0,0,0
4,1,1,4,26,26,0,3,1
2052,1,TIMED,60,49,2
1,1,1,1,19,19,0,3,1
2,1,1,2,33,33,0,3,1
2053,1,TIMED,60,55,2
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
2057,1,TIMED,60,39,2
1,1,1,1,12,12,0,3,1
2,1,1,2,40,40,0,3,1
2063,1,TIMED,60,51,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2074,1,TIMED,60,45,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2079,1,TIMED,60,18,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2085,1,TIMED,60,21,4
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
2094,1,TIMED,60,2,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2095,1,TIMED,60,11,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2106,1,TIMED,60,33,3
1,1,1,1,12,12,0,0,0
2,1,1,2,12,12,0,3,1
3,1,1,3,28,28,0,3,1
2108,1,TIMED,60,13,3
1,1,1,1,14,14,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,24,24,0,3,1
2114,1,TIMED,60,13,3
1,1,1,1,12,12,0,0,0
2,1,1,2,12,12,0,3,1
3,1,1,3,28,28,0,3,1
2122,1,TIMED,60,32,3
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
2124,1,TIMED,60,28,3
1,1,1,1,24,24,0,0,0
2,1,1,2,23,23,0,3,1
3,1,1,3,5,5,0,3,1
2125,1,TIMED,60,46,4
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
2126,1,TIMED,60,46,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2133,1,TIMED,60,10,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2150,1,TIMED,60,58,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2158,1,TIMED,60,28,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2160,1,TIMED,60,56,2
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
2161,1,TIMED,60,45,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2176,1,TIMED,60,13,2
1,1,1,1,22,22,0,3,1
2,1,1,2,30,30,0,3,1
2182,1,TIMED,60,55,2
1,1,1,1,28,28,0,3,1
2,1,1,2,24,24,0,3,1
2186,1,TIMED,60,55,2
1,1,1,1,16,16,0,3,1
2,1,1,2,36,36,0,3,1
2188,1,TIMED,60,11,2
1,1,1,1,16,16,0,3,1
2,1,1,2,36,36,0,3,1
2191,1,TIMED,60,39,2
1,1,1,1,28,28,0,3,1
2,1,1,2,24,24,0,3,1
2197,1,TIMED,60,11,2
1,1,1,1,14,14,0,3,1
2,1,1,2,38,38,0,3,1
2203,1,TIMED,60,34,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2208,1,TIMED,60,33,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2212,1,TIMED,60,59,2
1,1,1,1,12,12,0,3,1
2,1,1,2,40,40,0,3,1
2213,1,TIMED,60,37,3
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
2218,1,TIMED,60,3,2
1,1,1,1,28,28,0,0,0
2,1,1,2,28,28,0,3,1
2221,1,TIMED,60,0,2
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
2239,1,TIMED,60,0,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2241,1,TIMED,60,2,3
1,1,1,1,15,15,0,0,0
2,1,1,2,30,30,0,3,1
3,1,1,3,7,7,0,3,1
2250,1,TIMED,60,24,3
1,1,1,1,8,8,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,36,36,0,3,1
2253,1,TIMED,60,38,2
1,1,1,1,38,38,0,3,1
2,1,1,2,14,14,0,3,1
2255,1,TIMED,60,1,2
1,1,1,1,28,28,0,3,1
2,1,1,2,24,24,0,3,1
2256,1,TIMED,60,53,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2258,1,TIMED,60,50,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2259,1,TIMED,60,35,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2261,1,TIMED,60,23,3
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
2263,1,TIMED,60,28,2
1,1,1,1,12,12,0,3,1
2,1,1,2,40,40,0,3,1
2264,1,TIMED,60,35,2
1,1,1,1,28,28,0,3,1
2,1,1,2,24,24,0,3,1
2267,1,TIMED,60,13,2
1,1,1,1,12,12,0,3,1
2,1,1,2,40,40,0,3,1
2268,1,TIMED,60,8,2
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
2269,1,TIMED,60,1,3
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
2272,1,TIMED,60,4,2
1,1,1,1,28,28,0,3,1
2,1,1,2,24,24,0,3,1
2278,1,TIMED,60,10,3
1,1,1,1,9,9,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,35,35,0,3,1
2279,1,TIMED,60,42,2
1,1,1,1,24,24,0,3,1
2,1,1,2,28,28,0,3,1
2283,1,TIMED,60,7,2
1,1,1,1,32,32,0,3,1
2,1,1,2,20,20,0,3,1
2289,1,TIMED,60,6,3
1,1,1,1,30,30,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,7,7,0,3,1
2292,1,TIMED,60,15,3
1,1,1,1,30,30,0,3,1
2,1,1,2,7,7,0,0,0
3,1,1,3,15,15,0,3,1
2297,1,TIMED,60,59,3
1,1,1,1,7,7,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,30,30,0,3,1
2298,1,TIMED,60,33,2
1,1,1,1,9,9,0,3,1
2,1,1,2,43,43,0,3,1
2301,1,TIMED,60,39,3
1,1,1,1,14,14,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,24,24,0,3,1
2302,1,TIMED,60,25,2
1,1,1,1,17,17,0,3,1
2,1,1,2,35,35,0,3,1
2303,1,TIMED,60,49,2
1,1,1,1,19,19,0,3,1
2,1,1,2,33,33,0,3,1
2306,1,TIMED,60,31,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2307,1,TIMED,60,51,2
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
2309,1,TIMED,60,37,2
1,1,1,1,12,12,0,3,1
2,1,1,2,40,40,0,3,1
2313,1,TIMED,60,6,2
1,1,1,1,36,36,0,3,1
2,1,1,2,16,16,0,3,1
2318,1,TIMED,60,19,2
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
2323,1,TIMED,60,26,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2324,1,TIMED,60,31,2
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
2327,1,TIMED,60,2,3
1,1,1,1,7,7,0,0,0
2,1,1,2,23,23,0,3,1
3,1,1,3,22,22,0,3,1
2338,1,TIMED,60,54,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2339,1,TIMED,60,17,3
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
2344,1,TIMED,60,41,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2347,1,TIMED,60,37,3
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
2348,1,TIMED,60,22,2
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
2379,1,TIMED,60,5,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2382,1,TIMED,60,48,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2383,1,TIMED,60,37,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2385,1,TIMED,60,44,2
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
2388,1,TIMED,60,13,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2392,1,TIMED,60,31,2
1,1,1,1,13,13,0,3,1
2,1,1,2,39,39,0,3,1
2393,1,TIMED,60,39,2
1,1,1,1,33,33,0,3,1
2,1,1,2,19,19,0,3,1
2395,1,TIMED,60,38,3
1,1,1,1,22,22,0,3,1
2,1,1,2,15,15,0,0,0
3,1,1,3,15,15,0,3,1
2399,1,TIMED,60,45,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2400,1,TIMED,60,42,4
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
2402,1,TIMED,60,26,3
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
2404,1,TIMED,60,56,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2406,1,TIMED,60,48,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2408,1,TIMED,60,10,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2410,1,TIMED,60,33,4
1,1,1,1,10,10,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,10,10,0,0,0
4,1,1,4,21,21,0,3,1
2411,1,TIMED,60,20,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2413,1,TIMED,60,37,2
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
2419,1,TIMED,60,20,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2422,1,TIMED,60,9,3
1,1,1,1,17,17,0,0,0
2,1,1,2,26,26,0,3,1
3,1,1,3,9,9,0,3,1
2423,1,TIMED,60,39,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2424,1,TIMED,60,2,4
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
2426,1,TIMED,60,12,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2431,1,TIMED,60,19,2
1,1,1,1,24,24,0,3,1
2,1,1,2,28,28,0,3,1
2433,1,TIMED,60,51,3
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
2435,1,TIMED,60,13,2
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
2436,1,TIMED,60,37,3
1,1,1,1,17,17,0,3,1
2,1,1,2,18,18,0,0,0
3,1,1,3,17,17,0,3,1
2437,1,TIMED,60,19,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2438,1,TIMED,60,8,4
1,1,1,1,23,23,0,3,1
2,1,1,2,5,5,0,3,1
3,1,1,3,9,9,0,0,0
4,1,1,4,11,11,0,3,1
2440,1,TIMED,60,3,3
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
2441,1,TIMED,60,0,3
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
2443,1,TIMED,60,24,2
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
2445,1,TIMED,60,2,3
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
2447,1,TIMED,60,41,3
1,1,1,1,15,15,0,0,0
2,1,1,2,30,30,0,3,1
3,1,1,3,7,7,0,3,1
2448,1,TIMED,60,58,3
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
2453,1,TIMED,60,21,3
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
2460,1,TIMED,60,33,3
1,1,1,1,26,26,0,3,1
2,1,1,2,9,9,0,0,0
3,1,1,3,17,17,0,3,1
2476,1,TIMED,60,4,3
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
2478,1,TIMED,60,51,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2488,1,TIMED,60,0,2
1,1,1,1,10,10,0,3,1
2,1,1,2,42,42,0,3,1
2489,1,TIMED,60,16,3
1,1,1,1,10,10,0,3,1
2,1,1,2,9,9,0,3,1
3,1,1,3,29,29,0,3,1
2490,1,TIMED,60,40,3
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
2491,1,TIMED,60,42,3
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
2496,1,TIMED,60,34,4
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
2498,1,TIMED,60,29,3
1,1,1,1,31,31,0,3,1
2,1,1,2,7,7,0,0,0
3,1,1,3,14,14,0,3,1
2499,1,TIMED,60,19,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2502,1,TIMED,60,44,3
1,1,1,1,9,9,0,0,0
2,1,1,2,19,19,0,3,1
3,1,1,3,24,24,0,3,1
2505,1,TIMED,60,37,4
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
2507,1,TIMED,60,59,4
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
2509,1,TIMED,60,10,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2510,1,TIMED,60,21,3
1,1,1,1,16,16,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,28,28,0,3,1
2513,1,TIMED,60,22,3
1,1,1,1,12,12,0,0,0
2,1,1,2,23,23,0,3,1
3,1,1,3,17,17,0,3,1
2514,1,TIMED,60,37,3
1,1,1,1,12,12,0,0,0
2,1,1,2,23,23,0,3,1
3,1,1,3,17,17,0,3,1
2516,1,TIMED,60,49,4
1,1,1,1,10,10,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,10,10,0,0,0
4,1,1,4,21,21,0,3,1
2521,1,TIMED,60,13,3
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
2523,1,TIMED,60,3,2
1,1,1,1,12,12,0,3,1
2,1,1,2,40,40,0,3,1
2527,1,TIMED,60,10,3
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
2534,1,TIMED,60,28,4
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
2537,1,TIMED,60,31,3
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
2538,1,TIMED,60,0,3
1,1,1,1,15,15,0,0,0
2,1,1,2,30,30,0,3,1
3,1,1,3,7,7,0,3,1
2539,1,TIMED,60,45,3
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
2542,1,TIMED,60,55,3
1,1,1,1,12,12,0,0,0
2,1,1,2,23,23,0,3,1
3,1,1,3,17,17,0,3,1
2544,1,TIMED,60,51,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2545,1,TIMED,60,56,4
1,1,1,1,10,10,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,10,10,0,0,0
4,1,1,4,21,21,0,3,1
2547,1,TIMED,60,55,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2549,1,TIMED,60,8,3
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
2553,1,TIMED,60,29,3
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
2555,1,TIMED,60,18,3
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
2556,1,TIMED,60,55,3
1,1,1,1,19,19,0,0,0
2,1,1,2,19,19,0,3,1
3,1,1,3,14,14,0,3,1
2558,1,TIMED,60,10,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2560,1,TIMED,60,34,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2561,1,TIMED,60,6,3
1,1,1,1,22,22,0,3,1
2,1,1,2,15,15,0,0,0
3,1,1,3,15,15,0,3,1
2562,1,TIMED,60,12,3
1,1,1,1,22,22,0,3,1
2,1,1,2,21,21,0,3,1
3,1,1,3,5,5,0,3,1
2565,1,TIMED,60,9,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2568,1,TIMED,60,34,3
1,1,1,1,23,23,0,3,1
2,1,1,2,11,11,0,3,1
3,1,1,3,14,14,0,3,1
2586,1,TIMED,60,39,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2591,1,TIMED,60,1,2
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
2592,1,TIMED,60,19,3
1,1,1,1,26,26,0,3,1
2,1,1,2,13,13,0,0,0
3,1,1,3,13,13,0,3,1
2598,1,TIMED,60,17,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2601,1,TIMED,60,40,4
1,1,1,1,23,23,0,3,1
2,1,1,2,11,11,0,0,0
3,1,1,3,9,9,0,3,1
4,1,1,4,5,5,0,3,1
2615,1,TIMED,60,37,3
1,1,1,1,20,20,0,3,1
2,1,1,2,23,23,0,3,1
3,1,1,3,5,5,0,3,1
2622,1,TIMED,60,39,2
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
2627,1,TIMED,60,20,3
1,1,1,1,20,20,0,3,1
2,1,1,2,23,23,0,3,1
3,1,1,3,5,5,0,3,1
2632,1,TIMED,60,22,2
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
2642,1,TIMED,60,41,3
1,1,1,1,7,7,0,3,1
2,1,1,2,15,15,0,0,0
3,1,1,3,30,30,0,3,1
2645,1,TIMED,60,37,3
1,1,1,1,8,8,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,36,36,0,3,1
2649,1,TIMED,60,39,3
1,1,1,1,15,15,0,0,0
2,1,1,2,30,30,0,3,1
3,1,1,3,7,7,0,3,1
2650,1,TIMED,60,51,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2653,1,TIMED,60,37,3
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
2655,1,TIMED,60,24,3
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
2657,1,TIMED,60,26,4
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
2660,1,TIMED,60,30,2
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
2662,1,TIMED,60,5,2
1,1,1,1,32,32,0,3,1
2,1,1,2,20,20,0,3,1
2664,1,TIMED,60,55,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2671,1,TIMED,60,54,2
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
2675,1,TIMED,60,24,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2679,1,TIMED,60,34,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2682,1,TIMED,60,17,2
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
2686,1,TIMED,60,12,4
1,1,1,1,22,22,0,3,1
2,1,1,2,7,7,0,0,0
3,1,1,3,13,13,0,3,1
4,1,1,4,6,6,0,3,1
2688,1,TIMED,60,7,2
1,1,1,1,33,33,0,3,1
2,1,1,2,19,19,0,3,1
2690,1,TIMED,60,48,2
1,1,1,1,33,33,0,3,1
2,1,1,2,19,19,0,3,1
2693,1,TIMED,60,40,3
1,1,1,1,24,24,0,3,1
2,1,1,2,14,14,0,0,0
3,1,1,3,14,14,0,3,1
2694,1,TIMED,60,0,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2695,1,TIMED,60,14,2
1,1,1,1,19,19,0,3,1
2,1,1,2,33,33,0,3,1
2696,1,TIMED,60,0,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2699,1,TIMED,60,0,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2700,1,TIMED,60,42,2
1,1,1,1,22,22,0,3,1
2,1,1,2,30,30,0,3,1
2702,1,TIMED,60,56,2
1,1,1,1,33,33,0,3,1
2,1,1,2,19,19,0,3,1
2703,1,TIMED,60,55,2
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
2705,1,TIMED,60,44,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
2706,1,TIMED,60,44,3
1,1,1,1,10,10,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,31,31,0,3,1
2709,1,TIMED,60,49,3
1,1,1,1,29,29,0,3,1
2,1,1,2,11,11,0,0,0
3,1,1,3,12,12,0,3,1
2711,1,TIMED,60,50,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2712,1,TIMED,60,29,4
1,1,1,1,16,16,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,8,8,0,3,1
4,1,1,4,8,8,0,3,1
2714,1,TIMED,60,10,2
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
2722,1,TIMED,60,15,2
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
2723,1,TIMED,60,10,2
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
2724,1,TIMED,60,0,2
1,1,1,1,17,17,0,3,1
2,1,1,2,35,35,0,3,1
2728,1,TIMED,60,9,2
1,1,1,1,20,20,0,3,1
2,1,1,2,32,32,0,3,1
2730,1,TIMED,60,11,2
1,1,1,1,28,28,0,3,1
2,1,1,2,24,24,0,3,1
2731,1,TIMED,60,58,2
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
2735,1,TIMED,60,50,2
1,1,1,1,16,16,0,3,1
2,1,1,2,36,36,0,3,1
2736,1,TIMED,60,56,4
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
2737,1,TIMED,60,3,3
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
2738,1,TIMED,60,51,4
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
2739,1,TIMED,60,21,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2742,1,TIMED,60,1,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2743,1,TIMED,60,0,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2744,1,TIMED,60,23,3
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
2746,1,TIMED,60,40,2
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
2747,1,TIMED,60,33,2
1,1,1,1,22,22,0,3,1
2,1,1,2,30,30,0,3,1
2749,1,TIMED,60,32,2
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
2750,1,TIMED,60,13,3
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
