LINK,POINTS
X_COORD,Y_COORD
777917.1,3321726.3
2553,3
778082.2,3321595.8
778004.5,3321660.0
777934.7,3321705.1
2554,8
778052.8,3321915.5
778055.8,3321935.7
778064.2,3321950.2
778083.2,3321962.7
778118.0,3321977.7
778154.9,3321976.6
778185.2,3321961.2
778206.9,3321935.6
2556,1
778337.0,3321797.7
2557,5
778210.6,3321649.0
778183.2,3321620.0
778143.1,3321610.9
778121.8,3321616.4
778107.3,3321634.3
2558,3
778220.8,3321592.6
778203.6,3321507.4
778180.1,3321404.8
2560,11
778335.6,3321775.3
778356.9,3321765.7
778374.9,3321746.0
778384.4,3321719.9
778381.7,3321687.5
778369.8,3321669.1
778357.8,3321658.8
778338.7,3321650.2
778323.1,3321645.7
778300.1,3321649.2
778267.9,3321674.6
2563,1
778281.6,3321830.5
2564,3
778036.1,3321594.2
778102.9,3321521.2
778151.3,3321445.5
2565,2
778193.9,3321438.5
778149.3,3321512.1
2568,2
778135.6,3321803.9
777998.4,3321797.6
2569,3
778157.1,3321821.2
778116.5,3321826.3
778073.9,3321847.4
2570,1
778252.8,3321584.9
2574,1
778544.9,3321817.4
2577,1
777596.2,3322244.6
2596,1
778193.6,3322262.6
2605,1
781907.3,3311031.9
2607,2
782399.2,3311708.6
782672.6,3311820.4
2608,2
781538.1,3312108.6
781526.2,3312103.7
2616,2
781948.3,3316274.7
781973.7,3316264.0
2629,5
782001.3,3316329.6
781932.4,3316357.0
781872.2,3316395.2
781836.8,3316408.3
781806.1,3316419.7
2632,1
780388.2,3311138.8
2635,1
780257.3,3312033.0
2638,1
780552.0,3310765.3
2639,1
779749.2,3310584.5
2651,1
780138.6,3309971.7
2652,1
780128.5,3309795.9
2655,2
780168.6,3309746.5
780163.3,3309794.6
2660,1
779819.1,3310564.3
2663,1
779846.2,3310646.9
2670,1
781406.1,3310870.8
2674,1
780858.7,3310795.1
2680,1
781104.1,3310792.0
2683,1
781358.5,3310896.6
2684,1
781824.2,3311061.3
2687,2
780345.8,3314204.2
780441.2,3314214.2
2693,1
780076.2,3315187.6
2694,3
780249.2,3315564.5
780262.8,3315659.6
780308.2,3315764.2
2696,1
780412.9,3315962.7
2701,2
779244.3,3314093.5
779380.2,3314103.8
2702,1
779246.6,3314136.0
2703,1
779083.7,3314156.7
2705,1
780092.4,3314176.3
2706,1
780060.1,3314213.3
2709,1
779477.0,3315660.4
2713,3
779425.5,3315683.9
779347.3,3315680.6
779294.3,3315677.6
2719,3
779070.4,3315754.6
779141.9,3315714.9
779246.5,3315657.0
2722,2
780090.5,3315741.2
780236.4,3315810.1
2723,1
780111.4,3315783.3
2725,1
779841.7,3315738.0
2727,1
781292.0,3313918.3
2731,2
781803.6,3313879.7
781448.7,3313630.1
2735,1
780981.6,3314502.6
2736,1
781003.0,3314476.2
2738,1
780435.4,3314254.6
2745,6
781064.0,3315573.7
781131.8,3315612.5
781218.0,3315605.5
781278.8,3315579.2
781347.8,3315571.7
781390.5,3315582.0
2750,1
781140.3,3316554.7
2752,1
781600.9,3315763.3
2759,1
780991.7,3316357.1
2762,1
780784.4,3316203.3
2769,4
781402.8,3316651.0
781429.6,3316613.2
781454.5,3316592.8
781511.7,3316557.4
2770,3
781420.9,3316656.7
781484.5,3316607.6
781555.7,3316562.1
2771,2
781432.5,3316671.0
781514.8,3316604.9
2772,1
781543.1,3316554.4
2773,1
781835.9,3316419.6
2775,3
781472.2,3316647.4
781424.9,3316670.5
781364.2,3316697.7
2777,3
781533.0,3316615.8
781427.1,3316712.8
781415.7,3316737.1
2778,1
781379.5,3316655.4
2780,1
781258.6,3316761.0
2783,1
781718.1,3316496.9
2791,1
783493.8,3311909.2
2795,1
783582.1,3311271.0
2800,1
782464.0,3310213.6
2805,1
782305.4,3310709.4
2811,1
782630.4,3311278.2
2812,1
782599.9,3311327.8
2814,1
783317.9,3311775.6
2818,1
783295.8,3311794.4
2819,1
783434.5,3311885.8
2821,1
782992.1,3311511.4
2822,1
783095.1,3311602.5
2823,1
783078.4,3311638.2
2824,1
783115.5,3311649.6
2841,1
783768.3,3310896.3
2867,2
784597.9,3311918.2
784554.3,3311957.2
2869,1
784602.0,3311879.4
2871,1
784993.5,3311587.0
2879,2
785116.2,3313154.1
784986.5,3313020.4
2880,1
783652.3,3315520.1
2891,3
782673.0,3315845.5
782693.0,3315831.1
782722.5,3315813.3
2892,1
782818.8,3315773.6
2893,1
782540.2,3315970.4
2908,4
782024.8,3316260.8
782046.7,3316263.7
782055.2,3316266.3
782062.1,3316268.8
2911,2
782234.6,3316193.1
782210.8,3316229.2
2929,1
783110.7,3315567.0
2930,7
783038.2,3315712.6
783005.5,3315687.3
782995.6,3315655.5
782998.2,3315610.1
783023.8,3315561.7
783072.0,3315526.2
783096.4,3315514.5
2933,2
783137.9,3315665.7
783035.1,3315694.6
2934,5
783262.0,3315662.3
783206.7,3315678.4
783145.1,3315704.8
783101.9,3315723.0
783059.4,3315720.2
2935,1
782890.7,3315712.8
2936,3
783069.1,3315704.2
783040.2,3315705.3
783003.2,3315721.7
2940,2
783162.1,3315570.6
783306.3,3315532.3
2941,2
783386.7,3315640.6
783283.3,3315637.9
2942,3
784568.3,3313796.4
784606.5,3313910.1
784605.2,3313962.6
2944,1
784347.0,3315691.6
2946,1
783787.2,3315666.7
2950,1
784985.4,3315566.4
2956,3
781803.1,3317762.9
781813.1,3317778.8
781828.5,3317793.2
2961,2
780563.8,3320382.5
780617.6,3320440.9
2964,1
781869.7,3319633.1
2968,1
780509.3,3320355.7
2971,1
781703.3,3321587.5
2972,1
781909.2,3321577.3
2980,6
781882.0,3317699.9
781855.3,3317684.8
781840.6,3317685.7
781827.9,3317690.1
781814.0,3317701.8
781795.5,3317729.0
2983,1
781830.8,3319621.9
2986,1
783868.7,3320414.6
2988,1
784240.0,3320595.6
2990,1
782502.2,3320528.7
2991,5
781901.1,3321688.1
781896.1,3321679.9
781890.9,3321675.8
781875.3,3321669.3
781840.4,3321658.3
2992,1
781894.9,3321623.1
2993,1
783852.7,3320464.6
2994,1
783838.1,3320481.7
2996,1
784134.9,3320546.5
2999,1
779007.8,3318572.7
3001,1
779330.6,3318551.4
3002,6
779327.8,3318557.1
779294.0,3318569.7
779273.5,3318574.9
779240.0,3318580.5
779213.6,3318589.6
779179.7,3318613.2
3003,1
779225.3,3318646.3
3004,1
780204.8,3317371.9
3007,2
780177.9,3318392.2
780380.5,3318295.4
3008,3
779096.0,3318582.9
779130.5,3318577.8
779184.8,3318557.8
3009,3
779199.7,3318558.2
779290.8,3318500.5
779373.8,3318445.9
3011,2
779329.2,3318499.6
779416.6,3318427.1
3013,3
779712.1,3318625.1
779729.8,3318616.4
779896.5,3318534.7
3019,1
780353.8,3317310.0
3020,1
780416.1,3317697.8
3022,3
780400.4,3318312.5
780319.5,3318350.4
780173.7,3318420.0
3033,2
778859.8,3317737.2
778840.9,3317747.4
3038,3
779481.6,3317559.4
779451.5,3317551.6
779417.7,3317543.9
3039,3
779490.6,3318437.4
779428.0,3318487.1
779409.5,3318501.6
3041,3
779025.8,3317612.6
779110.6,3317560.5
779208.6,3317522.6
3042,3
779266.6,3317531.1
779201.6,3317540.1
779110.2,3317575.5
3048,1
779282.1,3318501.2
3049,1
780029.5,3317479.9
3050,2
779830.6,3317627.3
779723.1,3317633.5
3051,4
779711.3,3317602.8
779781.9,3317606.7
779834.1,3317594.2
779874.1,3317571.8
3053,3
780249.4,3317404.4
780224.5,3317410.1
780190.8,3317418.5
3056,3
779918.3,3318549.9
779878.6,3318569.4
779724.5,3318645.4
3057,2
779608.1,3318269.6
779659.2,3318230.4
3062,2
780069.5,3317976.6
779925.9,3318083.4
3067,1
778762.9,3319383.8
3072,1
779366.0,3319053.6
3078,4
778986.6,3318735.6
779015.9,3318700.8
779074.9,3318644.6
779124.1,3318609.6
3079,7
779086.2,3318591.7
779116.5,3318602.3
779132.0,3318612.8
779142.3,3318623.2
779152.4,3318644.1
779138.7,3318679.1
779118.3,3318697.5
3082,3
778981.0,3318834.4
779097.6,3318700.7
779186.8,3318626.1
3083,1
778993.4,3318954.1
3084,1
779095.0,3318765.9
3085,2
778959.5,3318889.8
778920.3,3319023.1
3087,1
778859.7,3319008.4
3090,2
778900.5,3319005.2
778936.2,3318916.5
3091,2
779111.7,3318733.1
779043.5,3318786.8
3097,5
778901.3,3318897.7
778920.6,3318852.2
778924.6,3318840.4
778945.5,3318802.3
778960.3,3318772.0
3098,3
778978.1,3318802.3
778952.2,3318797.4
778935.7,3318788.4
3100,3
779023.7,3318604.1
779027.8,3318598.7
779038.6,3318590.4
3101,1
778780.5,3319273.3
3102,1
778811.1,3319235.6
3105,3
779437.3,3318786.7
779418.3,3318795.5
779308.1,3318846.5
3138,3
781074.9,3317107.6
781126.4,3317056.5
781171.4,3317026.1
3139,1
781118.6,3317074.0
3140,1
781055.0,3317170.2
3146,3
781154.1,3316987.2
781109.4,3317010.6
781084.2,3317037.9
3147,3
781189.3,3317112.0
781133.4,3317150.9
781047.0,3317199.4
3149,2
781124.8,3317326.5
780977.0,3317361.0
3156,1
780447.2,3317248.2
3157,2
780756.0,3317377.5
780916.7,3317341.2
3159,1
780865.8,3316991.7
3165,1
780560.7,3317512.1
3167,2
780838.6,3317394.2
780760.4,3317454.7
3168,2
780965.1,3317263.6
780796.7,3317397.8
3169,1
780635.0,3318172.0
3170,1
780652.4,3318189.9
3185,4
781361.9,3317186.1
781414.6,3317212.6
781499.9,3317237.3
781552.8,3317255.4
3188,2
781414.8,3317239.9
781525.9,3317250.5
3189,7
781341.0,3317264.5
781364.0,3317265.7
781381.5,3317269.6
781416.5,3317271.7
781435.9,3317269.1
781453.5,3317263.7
781478.5,3317254.7
3190,4
781306.7,3317267.9
781253.1,3317238.2
781194.4,3317179.9
781166.1,3317113.5
3191,1
781633.4,3317312.9
3193,2
781475.3,3317320.1
781400.5,3317297.9
3194,1
781352.2,3317315.4
3196,4
781309.3,3316870.4
781377.2,3316835.4
781407.5,3316831.1
781433.4,3316842.0
3197,3
781165.4,3316988.5
781174.9,3316949.2
781189.6,3316905.9
3198,2
781194.2,3316950.4
781240.2,3316876.9
3199,3
781212.5,3317066.0
781250.6,3317002.3
781300.0,3316917.8
3200,2
781296.7,3316955.5
781258.2,3317036.7
3201,3
781307.5,3316977.6
781293.8,3317034.1
781295.1,3317092.4
3202,3
781368.1,3317015.4
781315.6,3316982.5
781273.4,3316967.5
3204,3
781154.4,3317012.5
781175.7,3316975.5
781216.2,3316939.8
3205,5
781217.5,3317001.7
781240.9,3316983.7
781264.4,3316949.5
781279.6,3316894.5
781277.7,3316855.6
3209,1
781734.7,3317451.5
3210,1
781594.8,3317381.5
3211,1
781594.1,3317367.9
3231,4
780648.3,3319409.4
780635.1,3319513.9
780641.3,3319577.1
780666.0,3319645.9
3249,1
781645.6,3319365.5
3250,2
781528.8,3319151.6
781570.7,3319213.5
3251,1
781547.3,3319229.5
3254,1
780272.2,3321648.6
3256,3
779864.5,3322526.1
779842.3,3322261.3
779732.1,3321769.0
3257,7
779979.5,3322767.1
780117.9,3322745.6
780257.9,3322645.5
780492.3,3322510.9
780741.3,3322361.8
780836.2,3322317.6
781039.5,3322291.0
3258,5
780119.1,3323573.7
780190.8,3323591.1
780340.9,3323641.5
780455.1,3323691.0
780534.0,3323708.5
3259,2
780137.5,3321691.2
779927.9,3321729.0
3260,1
781148.7,3321937.1
3261,6
778865.8,3321263.7
778861.9,3321348.4
778861.0,3321384.8
778882.2,3321444.3
778882.4,3321485.9
778886.8,3321559.4
3262,5
778837.9,3321462.8
778842.4,3321422.7
778845.4,3321378.3
778846.1,3321350.0
778838.9,3321287.2
3264,1
779477.7,3321763.7
3274,1
779115.7,3321772.2
3276,1
778911.6,3321786.8
3278,2
778897.8,3321656.3
778900.7,3321689.3
3289,2
779708.4,3321738.8
779926.0,3321698.2
3290,1
779723.8,3321763.7
3291,1
779486.3,3321739.3
3292,1
779193.7,3322812.1
3296,2
779842.3,3323116.0
779822.8,3323030.1
3308,1
781121.8,3321581.0
3309,1
780938.9,3321622.4
3310,5
780912.0,3321037.6
780928.1,3320968.0
780893.5,3320912.8
780838.1,3320818.2
780817.7,3320771.1
3311,1
780728.6,3320557.2
3313,2
780743.5,3320556.5
780752.3,3320555.1
3316,2
780494.1,3321657.2
780244.8,3321678.5
3317,1
780658.2,3321615.2
3318,2
781341.6,3321561.9
781486.0,3321562.6
3319,3
781450.6,3321586.2
781405.3,3321585.1
781228.5,3321596.0
3323,3
781428.0,3323428.2
781408.4,3323350.1
781388.0,3323303.0
3328,1
781301.8,3323572.7
3329,6
782590.6,3318599.5
782602.1,3318606.5
782618.8,3318616.4
782632.1,3318623.4
782639.4,3318628.3
782644.8,3318633.0
3332,1
783532.7,3317694.4
3333,1
783474.6,3318766.4
3340,1
783552.8,3317750.2
3350,6
781901.7,3317589.8
781900.0,3317614.9
781901.4,3317640.3
781908.4,3317653.7
781947.1,3317696.8
781959.1,3317716.3
3357,1
782727.3,3317782.8
3358,2
782146.7,3317425.3
782207.9,3317395.4
3359,1
782285.3,3317624.1
3369,1
782461.3,3317524.4
3395,9
782392.9,3318336.3
782401.8,3318339.6
782419.7,3318345.4
782431.9,3318344.4
782445.3,3318342.3
782458.7,3318336.8
782472.2,3318328.0
782499.1,3318305.9
782521.6,3318288.3
3397,24
782377.0,3318500.9
782372.3,3318519.2
782376.5,3318534.8
782383.4,3318543.8
782391.3,3318552.7
782396.4,3318559.2
782401.5,3318565.7
782408.7,3318572.2
782420.2,3318581.7
782432.6,3318590.8
782440.7,3318595.2
782444.6,3318596.1
782454.0,3318596.2
782461.7,3318595.4
782469.9,3318592.4
782478.5,3318588.2
782488.9,3318581.9
782495.0,3318574.7
782501.4,3318563.9
782503.2,3318556.7
782501.3,3318539.1
782498.3,3318528.8
782492.9,3318515.0
782490.3,3318510.3
3403,22
782572.0,3318638.9
782559.6,3318630.6
782554.9,3318628.4
782549.8,3318626.7
782544.2,3318624.8
782536.5,3318621.8
782530.1,3318621.3
782523.3,3318620.0
782510.9,3318617.7
782503.5,3318617.6
782496.7,3318617.5
782490.7,3318617.5
782479.5,3318617.0
782468.4,3318615.6
782459.0,3318614.7
782452.5,3318614.2
782445.7,3318613.3
782436.7,3318611.4
782432.4,3318609.3
782429.0,3318607.6
782424.7,3318604.9
782419.6,3318601.0
3414,1
782841.9,3317164.3
3424,1
783360.3,3317485.6
3425,1
783085.6,3318237.3
3426,1
782984.7,3318133.9
3429,1
782846.4,3317913.5
3447,1
783267.8,3319589.6
3451,1
782111.3,3319955.4
3452,1
782332.9,3320254.0
3453,1
782170.3,3320077.4
3454,1
781994.3,3319799.2
3456,1
782354.6,3320326.8
3461,1
783008.3,3319258.1
3462,6
783166.5,3319417.3
783132.2,3319409.2
783099.0,3319395.1
783072.4,3319371.5
783041.4,3319316.6
783014.9,3319246.1
3466,3
782823.6,3318891.0
782833.7,3318909.7
782854.2,3318956.6
3470,4
783177.7,3319389.9
783202.4,3319406.1
783222.1,3319413.9
783258.6,3319418.5
3472,2
783208.8,3319389.3
783292.1,3319401.0
3475,2
783201.3,3319530.1
783131.1,3319492.2
3477,1
783212.3,3319425.7
3491,1
784358.3,3319426.9
3496,1
783893.6,3318926.5
3498,2
783870.5,3318950.1
783809.9,3318943.3
3499,1
783996.0,3319293.4
3502,2
783617.8,3318882.8
783690.9,3318901.5
3503,3
783721.3,3318930.7
783649.1,3318917.4
783591.7,3318898.5
3504,1
783533.8,3318859.4
3514,3
784023.0,3319437.2
784061.2,3319409.4
784137.5,3319409.7
3520,2
783622.0,3319973.3
783744.9,3320055.1
3522,1
783842.5,3320205.3
3523,4
783839.5,3320110.6
783864.0,3320151.2
783871.1,3320186.0
783873.8,3320215.2
3525,3
783897.6,3320075.6
783899.7,3320067.1
783900.9,3320063.5
3526,2
783775.3,3320182.3
783694.6,3320105.1
3527,4
783798.3,3320274.6
783774.0,3320228.7
783741.9,3320173.4
783684.6,3320105.3
3531,1
783998.9,3320356.7
3533,4
783924.0,3320244.5
783932.6,3320268.7
783958.6,3320295.9
784002.6,3320339.6
3534,7
783848.5,3320375.3
783850.5,3320298.2
783853.2,3320254.6
783855.7,3320223.1
783861.8,3320202.7
783870.0,3320166.8
783883.1,3320129.1
3535,4
783894.8,3320376.5
783885.7,3320338.3
783884.6,3320304.2
783886.6,3320227.8
3536,2
784068.9,3320462.0
783944.9,3320346.9
3538,3
784007.7,3320455.5
783962.3,3320422.3
783957.2,3320419.2
3540,3
783835.1,3320417.7
783831.6,3320375.2
783818.8,3320330.9
3541,1
783894.4,3320406.0
3542,2
784569.3,3318994.7
784637.4,3319001.3
3553,1
783374.1,3321915.6
3558,2
783366.1,3321943.5
783360.0,3321931.1
3559,4
783383.4,3322266.2
783316.5,3322342.1
783242.4,3322417.9
783205.5,3322448.0
3560,1
783616.9,3322274.6
3563,1
783613.6,3322311.4
3567,3
782384.0,3321432.6
782448.5,3321415.9
782540.5,3321378.3
3568,1
782631.7,3320700.4
3569,4
782577.9,3321406.6
782538.9,3321419.8
782501.5,3321439.1
782434.0,3321482.5
3570,1
782566.9,3321391.2
3571,1
783099.1,3321395.6
3572,4
783134.9,3321330.1
783177.9,3321369.6
783198.2,3321381.2
783242.0,3321399.5
3573,2
783087.9,3321289.4
783094.4,3321339.1
3576,2
782051.4,3321568.6
782219.0,3321502.2
3578,2
782275.2,3321500.5
782107.6,3321570.0
3579,2
781826.0,3321599.8
781943.7,3321602.8
3583,1
782453.4,3321434.4
3585,1
782782.6,3320904.1
3587,4
782991.0,3321246.3
782989.5,3321205.8
782976.0,3321169.4
782940.9,3321120.0
3588,1
782741.5,3321361.8
3589,10
782845.1,3321409.0
782834.2,3321422.0
782831.1,3321440.1
782836.9,3321460.9
782851.8,3321480.3
782872.4,3321494.6
782900.5,3321499.8
782925.0,3321502.4
782951.7,3321497.5
782967.5,3321491.5
3590,3
783034.6,3321688.8
782985.9,3321650.0
782966.4,3321617.3
3593,1
783174.1,3321797.5
3597,1
782481.1,3323703.8
3605,1
784547.9,3321377.3
3607,3
784551.1,3321445.5
784474.8,3321341.5
784422.7,3321263.6
3611,1
783822.7,3320796.2
3612,1
783809.9,3321235.5
3622,1
783447.0,3322025.6
3623,1
783424.6,3322034.1
3632,2
784401.5,3321127.0
784452.6,3321247.4
3633,2
784380.4,3321180.3
784356.0,3321071.9
3634,3
784293.4,3320684.8
784329.8,3320750.9
784358.5,3320882.1
3635,4
784315.5,3320827.1
784292.7,3320755.6
784262.0,3320701.0
784226.8,3320632.1
3636,2
784540.4,3321529.7
784617.8,3321548.3
3637,2
784576.5,3321510.9
784633.2,3321510.8
3638,4
784629.7,3321597.2
784575.0,3321571.5
784502.8,3321554.5
784417.4,3321541.6
3639,3
784622.4,3321675.0
784586.5,3321635.7
784553.7,3321612.7
3641,3
784487.7,3321584.7
784447.6,3321573.6
784393.6,3321556.1
3644,2
784707.8,3321585.6
784767.1,3321643.1
3647,3
784736.0,3321672.7
784790.8,3321692.4
784835.1,3321716.2
3650,1
784684.0,3321639.6
3651,3
784770.8,3321772.5
784730.9,3321738.1
784694.3,3321721.3
3657,1
783999.7,3322642.7
3660,3
783651.9,3323822.5
783767.0,3323872.8
783892.4,3323887.9
3661,1
784161.3,3322762.4
3663,1
783870.8,3322536.9
3666,1
783791.9,3322505.1
3679,1
784372.8,3322754.9
3680,1
784392.2,3322786.4
3681,1
784699.7,3322771.4
3682,2
784747.7,3322805.9
784679.7,3322802.6
3687,4
778461.8,3325241.2
778583.2,3325283.1
778862.7,3325352.3
778927.2,3325369.4
3688,1
778396.2,3324545.3
3697,3
777757.2,3324466.2
777613.7,3324488.2
777502.6,3324485.4
3698,1
778384.5,3324586.5
3702,1
778247.1,3324445.9
3703,3
778295.2,3324475.0
778343.9,3324505.9
778361.6,3324512.0
3704,4
778290.5,3324503.9
778239.8,3324470.8
778198.6,3324460.7
778097.8,3324455.9
3710,11
781838.2,3325574.4
781953.2,3325766.9
782081.5,3325820.9
782207.0,3325866.1
782345.2,3325918.2
782509.4,3325977.3
782640.9,3326042.0
782760.7,3326071.8
782857.1,3326048.4
783045.9,3325855.1
783254.3,3325764.2
3714,7
780221.0,3325526.5
780334.8,3325583.9
780377.1,3325623.8
780441.2,3325656.5
780513.2,3325658.3
780598.9,3325637.7
780667.3,3325553.4
3734,2
780745.8,3324457.3
780882.6,3324524.4
3735,2
780887.7,3324558.6
780743.1,3324486.7
3736,3
780413.4,3324366.4
780491.5,3324372.8
780655.9,3324416.3
3737,3
780623.7,3324438.2
780507.7,3324410.3
780383.4,3324398.0
3739,1
781368.5,3324654.5
3741,2
781052.3,3324617.4
781101.9,3324628.9
3743,1
781022.0,3324641.7
3745,1
781368.2,3325269.5
3747,1
783276.2,3325173.8
3748,2
783295.2,3325206.1
783230.6,3325177.2
3752,1
782570.2,3324766.2
3753,2
782493.3,3324981.6
782574.9,3324990.8
3754,2
782463.2,3324999.0
782381.3,3324951.5
3755,1
783087.2,3325062.1
3764,2
782310.0,3324842.8
782349.0,3324878.2
3769,1
782878.6,3325043.1
3770,2
783133.2,3325120.1
783050.5,3325079.9
3775,1
783956.5,3325314.9
3788,1
783690.4,3325265.1
3796,1
783777.9,3325253.2
3804,1
784721.1,3325474.7
3806,3
787089.8,3316772.2
787666.2,3316493.0
787713.9,3316408.5
3808,1
791514.6,3311815.8
3809,3
791524.7,3311691.9
791638.9,3311689.7
791703.6,3311707.1
3812,2
790803.6,3316718.0
790801.9,3316784.4
3821,1
790632.7,3318455.7
3823,1
791152.7,3324041.5
3824,2
791218.8,3324191.5
791314.8,3324109.7
3825,3
791619.6,3311722.0
791563.6,3311723.3
791465.7,3311741.7
3828,1
792320.7,3316985.5
3831,2
792154.2,3317206.5
792182.3,3317165.8
3835,1
792341.3,3323765.9
3838,2
786368.6,3313127.8
786359.1,3313276.1
3839,3
787971.8,3313355.6
787972.4,3313391.5
787977.8,3313439.4
3841,1
786338.0,3313719.2
3843,3
785612.1,3315814.7
785625.9,3315717.1
785616.8,3315631.0
3844,3
786983.9,3315173.1
787061.6,3315196.1
787187.9,3315202.4
3848,1
788965.6,3313314.9
3851,1
788694.9,3313392.4
3852,1
788408.8,3313728.1
3855,2
788638.2,3314140.5
788835.9,3314118.1
3858,2
787011.7,3311438.5
787115.4,3311392.1
3864,1
786772.7,3312535.9
3865,1
787879.7,3311388.0
3874,2
785705.6,3311018.0
785590.0,3311115.7
3882,1
786436.8,3310375.3
3893,4
786713.4,3310189.4
786710.7,3310186.5
786704.7,3310185.2
786701.6,3310184.3
3902,2
786714.9,3312592.9
786745.7,3312462.1
3906,2
786324.0,3313119.0
786385.7,3313014.1
3907,2
786490.3,3312959.6
786432.9,3313028.0
3908,1
786516.7,3312858.8
3909,2
786749.8,3312617.0
786612.4,3312807.0
3923,1
787067.3,3312371.5
3932,1
787920.6,3311632.2
3938,1
787935.6,3313120.7
3939,1
785984.6,3314919.2
3940,5
786013.4,3314881.4
786014.2,3314911.7
786016.8,3314972.2
786012.3,3315010.8
786010.8,3315053.7
3941,3
786708.6,3314869.3
786786.4,3315006.1
786850.8,3315079.7
3942,1
786752.1,3314541.1
3943,1
785913.4,3315120.3
3944,1
785894.7,3315102.1
3945,3
785836.9,3315314.9
785860.0,3315223.9
785867.5,3315154.3
3948,1
786583.5,3314675.5
3951,2
785674.5,3314000.7
785738.7,3314132.5
3953,2
785836.3,3314313.4
785906.9,3314478.8
3955,4
785813.3,3314290.9
785833.6,3314214.4
785871.7,3314154.2
785919.9,3314115.1
3956,1
785783.0,3314326.0
3957,1
785952.3,3314705.4
3959,1
786021.7,3314073.6
3961,1
785909.0,3314992.6
3967,1
785612.9,3314034.5
3969,1
785880.8,3314611.3
3970,1
785880.1,3314891.1
3973,3
785844.9,3314541.9
785822.8,3314453.9
785805.4,3314358.9
3976,20
785870.8,3314782.5
785847.0,3314784.1
785836.9,3314787.9
785827.9,3314792.0
785818.5,3314799.3
785810.8,3314804.1
785801.9,3314818.8
785797.3,3314832.5
785796.4,3314843.3
785797.1,3314852.2
785802.3,3314863.2
785809.7,3314873.1
785818.1,3314880.5
785830.2,3314884.3
785843.8,3314886.0
785860.3,3314883.5
785876.0,3314877.2
785887.3,3314868.3
785894.1,3314861.1
785900.6,3314851.5
3977,6
785853.9,3314973.6
785839.7,3314932.9
785811.7,3314899.0
785782.0,3314868.5
785764.3,3314847.0
785762.2,3314834.9
3980,1
785897.1,3314718.8
3982,2
786244.5,3313755.4
786293.5,3313678.4
3983,2
786346.0,3313535.9
786323.3,3313700.9
3984,1
786104.3,3313917.7
3986,6
785950.3,3314527.2
786010.1,3314584.3
786078.3,3314630.1
786105.2,3314655.4
786109.3,3314669.0
786109.0,3314711.9
3987,10
786053.1,3314640.4
786045.9,3314640.3
786035.4,3314640.2
786029.1,3314642.2
786020.7,3314645.3
786009.1,3314651.5
785996.5,3314660.8
785991.3,3314669.1
785986.9,3314685.7
785986.8,3314699.4
3988,10
786014.5,3314748.7
786052.2,3314745.9
786068.0,3314738.6
786084.8,3314724.2
786091.1,3314716.9
786095.4,3314703.4
786095.6,3314680.4
786093.6,3314669.0
786088.4,3314660.5
786082.3,3314652.1
3989,1
786422.5,3314699.1
3990,1
786385.8,3314745.0
3991,1
786254.0,3314752.1
3992,3
786268.1,3314773.4
786244.6,3314775.8
786187.0,3314778.6
3999,1
785923.6,3315415.7
4000,2
785566.3,3315565.9
785638.4,3315546.6
4001,2
785704.3,3315588.6
785608.9,3315628.1
4002,1
785428.3,3315658.5
4003,2
785785.1,3315441.7
785833.8,3315379.4
4004,1
785792.6,3315402.5
4014,2
787743.3,3314048.2
787889.8,3313955.9
4022,5
787994.5,3313528.8
788014.7,3313565.9
788062.3,3313623.8
788118.3,3313665.0
788164.2,3313704.3
4023,1
787943.4,3313647.4
4030,2
789883.0,3312587.1
790036.1,3312490.6
4032,2
790189.6,3312585.5
790054.7,3312586.5
4034,1
789046.4,3313144.5
4035,1
789150.4,3313199.7
4042,4
790275.1,3310590.7
790289.5,3310660.0
790308.2,3310710.2
790351.3,3310785.0
4043,2
790282.6,3310704.7
790259.3,3310600.6
4046,3
790269.2,3310260.1
790268.1,3310384.1
790269.9,3310458.2
4047,1
790251.7,3310391.7
4048,1
790272.0,3310072.2
4049,1
790257.8,3310039.0
4050,2
790386.3,3310856.6
790324.5,3310784.8
4052,1
790958.7,3311341.4
4054,2
790761.6,3312436.0
790827.4,3312359.4
4056,1
790251.9,3312481.8
4057,2
790410.2,3312480.9
790577.7,3312473.6
4058,1
790433.1,3312585.4
4059,2
791054.5,3312093.5
791170.3,3311965.0
4060,2
791129.9,3312059.6
790988.3,3312220.0
4061,1
790913.2,3312256.5
4062,4
790860.2,3312379.8
790815.5,3312440.5
790785.5,3312467.7
790757.2,3312486.3
4063,4
791274.5,3311846.8
791326.3,3311797.2
791371.4,3311758.1
791434.3,3311719.4
4064,1
791322.1,3311845.5
4067,2
788314.0,3315222.9
788335.7,3315397.4
4069,1
790103.5,3313835.5
4071,1
789869.6,3314594.9
4076,1
788460.6,3313569.4
4077,2
788630.4,3313562.2
788531.5,3313636.2
4087,1
790702.4,3316620.0
4089,1
790268.5,3316873.9
4090,2
790364.3,3316773.9
790505.9,3316698.7
4091,5
790471.9,3316732.7
790444.8,3316746.9
790417.7,3316764.3
790378.0,3316788.3
790292.9,3316869.8
4096,2
788136.6,3318185.5
788204.8,3318174.1
4098,1
786566.1,3320576.1
4101,5
785387.6,3322098.3
785468.3,3322344.1
785543.6,3322458.5
785731.7,3322585.1
785972.3,3322694.5
4103,1
786087.1,3321725.4
4105,2
788086.6,3323530.0
788123.8,3323616.0
4106,2
788113.2,3323532.0
788173.7,3323572.0
4108,1
