LINK,POINTS
X_COORD,Y_COORD
5698,1
786461.5,3325275.3
5699,3
786494.2,3326082.2
786578.5,3326109.1
786635.4,3326118.6
5706,2
788589.5,3319423.7
788813.8,3319337.9
5715,1
792331.2,3325660.6
5721,1
797912.1,3333003.2
5725,5
782931.0,3321593.4
782885.4,3321571.6
782809.5,3321520.0
782696.6,3321436.4
782509.7,3321300.4
5733,2
778280.5,3322874.8
778252.8,3322874.3
5736,3
777904.5,3322096.5
777893.4,3321908.9
777892.9,3321886.7
5737,8
777903.9,3321655.0
777939.2,3321636.9
777991.9,3321604.6
778044.8,3321560.7
778080.9,3321513.2
778092.2,3321485.1
778111.6,3321427.7
778123.8,3321363.9
5738,6
778150.0,3321248.1
778160.5,3321163.2
778169.5,3321062.3
778180.8,3320989.1
778197.6,3320909.5
778221.1,3320816.4
5741,1
778507.1,3320046.3
5742,1
778556.8,3319790.5
5743,2
778631.6,3319700.1
778678.6,3319600.2
5754,2
783350.0,3315873.1
783362.0,3315794.7
5776,1
782282.9,3316314.7
5777,3
782251.4,3316365.4
782262.2,3316391.3
782276.9,3316434.6
5780,1
781788.9,3315615.4
5822,1
782425.9,3317088.3
5824,1
782254.9,3317094.6
5863,1
780790.3,3319735.6
5867,18
780880.1,3320556.5
780889.5,3320604.0
780898.8,3320654.1
780908.1,3320701.6
780902.2,3320724.9
780904.2,3320753.9
780909.0,3320772.4
780921.6,3320796.3
780939.5,3320817.8
780978.5,3320837.2
780998.7,3320874.4
781011.0,3320906.1
781020.9,3320932.7
781022.6,3320972.1
781011.2,3321005.9
780996.6,3321058.0
781009.4,3321076.6
781024.1,3321119.0
5869,1
780666.0,3320486.6
5878,3
781957.7,3320035.1
781958.1,3320019.2
782001.7,3319936.8
5880,1
781056.3,3320162.2
5891,2
781476.6,3323787.0
781471.6,3323701.3
5893,1
781485.9,3325281.2
5894,2
781464.5,3324800.2
781488.2,3324888.0
5895,5
781278.2,3324717.9
781270.9,3324753.2
781259.2,3324827.3
781250.9,3324901.4
781265.8,3324953.5
5902,5
779237.9,3325338.5
779339.1,3325333.3
779467.0,3325406.4
779530.6,3325454.6
779827.2,3325415.5
5919,2
782389.6,3316244.4
782464.5,3316195.4
5921,3
782395.5,3316630.7
782356.6,3316636.9
782339.5,3316630.7
5939,1
781994.2,3316713.6
5940,5
781469.8,3316899.7
781468.0,3316916.4
781456.6,3316932.2
781453.4,3316952.8
781459.1,3316968.7
5942,1
781600.9,3316823.4
5952,1
779255.7,3318125.7
5958,4
781912.6,3315544.0
781888.2,3315515.9
781797.6,3315423.5
781723.4,3315371.7
5960,23
781863.8,3316249.5
781868.5,3316253.6
781874.8,3316259.9
781880.2,3316264.8
781887.1,3316269.0
781893.4,3316271.3
781900.0,3316273.3
781905.8,3316274.1
781910.3,3316273.9
781914.2,3316273.7
781919.9,3316272.5
781926.1,3316272.3
781929.6,3316271.8
781933.6,3316270.8
781937.6,3316269.5
781943.0,3316267.9
781949.6,3316264.3
781957.2,3316260.8
781964.0,3316258.6
781969.3,3316257.9
781974.8,3316256.6
781981.7,3316255.6
781988.3,3316255.4
5974,1
781815.7,3314864.3
5975,4
781265.6,3314483.8
781147.8,3314405.2
781019.7,3314324.9
780950.5,3314289.7
5976,4
780733.7,3314190.4
780538.1,3314120.0
780424.9,3314091.0
780340.7,3314071.4
5977,1
779657.0,3313994.4
5978,2
782380.5,3315470.5
782213.3,3315203.0
5994,9
774878.5,3319142.5
775191.3,3319129.0
775380.0,3319128.1
775430.7,3319130.6
775473.1,3319148.1
775498.1,3319161.2
775531.2,3319176.2
775556.0,3319177.0
775750.6,3319169.8
5997,6
774239.5,3319147.4
774220.5,3319141.8
774195.6,3319123.1
774052.1,3319032.9
774017.2,3319009.8
773994.2,3318999.2
5998,2
776274.8,3317073.8
776327.8,3317035.0
6002,1
771595.2,3318111.6
6004,1
771293.9,3318402.1
6007,1
764720.1,3320002.3
6010,15
765260.8,3320002.5
765311.1,3320134.2
765349.2,3320326.9
765375.5,3320419.6
765412.8,3320493.4
765471.2,3320583.0
765497.4,3320679.6
765522.5,3320822.2
765506.2,3320906.1
765505.1,3320952.1
765504.1,3320994.4
765668.1,3321581.5
765752.6,3321917.2
765859.5,3322357.2
765894.6,3322530.7
6011,1
765203.4,3319875.7
6013,2
763565.3,3326762.0
763765.0,3326771.4
6020,7
765134.6,3318129.9
764880.6,3318163.5
764702.9,3318168.2
764614.4,3318157.2
764442.3,3318104.5
764012.7,3318054.4
763910.2,3318074.1
6021,9
761919.4,3317359.5
761805.5,3317295.1
761737.0,3317187.4
761487.6,3317031.2
761146.6,3316802.1
761020.8,3316675.5
760545.2,3316129.6
760281.7,3315814.1
759982.8,3315493.4
6022,5
759435.4,3314832.9
759092.1,3314514.6
758823.9,3314314.5
758514.4,3314210.3
758204.1,3314144.9
6027,3
763702.2,3319340.9
763487.5,3319324.8
763038.9,3319286.7
6028,2
762670.4,3319122.9
762616.2,3319086.0
6029,4
762246.6,3318967.4
762017.4,3318868.7
761794.1,3318748.1
761627.9,3318664.6
6030,6
760112.4,3317317.2
760069.2,3317277.8
760062.5,3317211.8
760019.7,3317153.2
759866.2,3316998.7
759867.0,3316963.0
6033,2
754401.5,3315603.4
755109.8,3315307.5
6036,3
757473.9,3313961.9
757086.3,3313930.1
756675.2,3313920.6
6037,1
757823.9,3312666.7
6039,1
765249.5,3319109.0
6043,8
773878.1,3311895.2
773811.0,3311750.4
773766.7,3311637.3
773769.1,3311538.4
773785.4,3311301.9
773780.3,3311192.3
773656.0,3310923.7
773590.5,3310820.5
6045,3
773502.1,3310665.9
773474.1,3310601.7
773438.3,3310548.4
6046,5
773316.6,3310416.9
773231.3,3310369.9
773160.2,3310357.0
773044.0,3310346.7
770952.4,3310272.9
6047,4
770231.5,3310247.8
770096.4,3310240.8
769899.4,3310303.3
769695.1,3310358.2
6048,1
765039.4,3317536.1
6054,1
778925.3,3311160.1
6078,2
786539.8,3312430.3
786657.0,3312378.4
6079,1
786206.5,3313373.8
6080,2
786161.5,3311374.0
786318.6,3311395.8
6081,1
786069.8,3312475.8
6096,7
785490.6,3314766.6
785442.3,3314747.8
785376.8,3314722.9
785328.7,3314700.4
785234.1,3314665.0
785156.6,3314649.5
785018.7,3314634.3
6101,3
784316.8,3317332.6
784435.9,3317425.9
784503.7,3317453.2
6103,1
785486.8,3311179.0
6111,2
787757.9,3315178.2
787848.7,3315162.6
6113,11
787616.8,3314347.2
787639.9,3314389.8
787668.3,3314453.5
787682.3,3314492.9
787682.8,3314591.7
787674.7,3314672.5
787670.0,3314738.3
787683.3,3314807.6
787681.0,3314894.5
787682.0,3314972.4
787681.8,3315095.2
6118,8
786463.4,3314745.2
786399.1,3314765.5
786327.4,3314785.6
786258.2,3314805.8
786213.8,3314912.1
786110.5,3315207.2
785984.6,3315518.8
785953.7,3315579.1
6119,1
785766.7,3315596.2
6120,3
785386.2,3315610.8
785114.0,3315606.2
784849.4,3315592.1
6134,2
786017.2,3322981.8
785984.3,3322958.7
6135,7
786440.7,3323144.7
786339.3,3323121.8
786296.8,3323110.6
786250.3,3323095.2
786194.8,3323073.4
786151.4,3323055.1
786075.0,3323014.5
6136,4
785850.7,3322855.5
785849.2,3322836.3
785844.5,3322819.9
785835.7,3322805.5
6137,1
785561.1,3322858.2
6138,3
785722.6,3322805.6
785688.4,3322788.5
785669.1,3322784.9
6139,1
785425.1,3322760.3
6142,2
786131.1,3322760.6
786401.1,3322826.9
6144,2
786407.8,3323289.3
786479.1,3323313.7
6145,10
774709.3,3321966.4
774688.4,3321971.8
774662.5,3321984.2
774649.6,3321998.0
774636.6,3322016.1
774626.2,3322039.2
774621.5,3322055.3
774612.3,3322074.7
774597.5,3322098.2
774581.8,3322115.1
6146,1
774443.2,3322279.4
6149,6
786223.1,3314793.1
786166.6,3314812.3
786118.8,3314837.5
786076.2,3314883.3
786047.8,3314956.0
786031.2,3315029.0
6154,7
783159.0,3315487.1
783167.8,3315505.7
783199.9,3315516.8
783233.3,3315520.0
783265.7,3315518.5
783303.9,3315517.3
783375.5,3315516.8
6157,5
782796.6,3315071.6
782773.2,3314978.5
782816.6,3314961.0
782722.2,3314616.0
782732.2,3314560.8
6171,1
778540.8,3317271.0
6172,1
778478.3,3317385.9
6173,1
778439.7,3317512.3
6184,1
778579.4,3320027.7
6193,3
775745.5,3313587.0
775814.3,3313437.1
775894.7,3313252.6
6194,2
774389.5,3318114.8
774390.7,3318225.2
6198,13
787493.4,3323364.6
787497.8,3323349.6
787502.1,3323339.5
787504.0,3323327.7
787503.5,3323316.6
787503.0,3323306.3
787503.3,3323295.3
787500.5,3323280.1
787494.5,3323267.3
787480.3,3323255.5
787468.7,3323248.4
787455.4,3323240.2
787438.7,3323229.9
6200,13
787526.9,3323212.0
787536.0,3323213.1
787547.5,3323214.9
787556.1,3323219.1
787567.4,3323226.3
787573.2,3323233.7
787575.3,3323243.3
787574.2,3323255.2
787568.4,3323266.1
787556.2,3323278.5
787544.5,3323290.6
787524.6,3323316.3
787504.1,3323357.9
6201,8
787509.2,3323334.1
787745.0,3323416.0
787874.1,3323448.5
788255.3,3323557.6
788383.6,3323613.3
788561.7,3323629.6
788724.7,3323604.8
788903.5,3323591.9
6202,5
787394.0,3323525.0
787399.8,3323504.2
787409.5,3323485.6
787422.8,3323469.9
787432.9,3323452.6
6203,2
787409.4,3323339.6
787402.9,3323386.8
6204,5
787367.4,3323461.2
787343.7,3323492.2
787335.9,3323521.7
787346.0,3323541.3
787358.2,3323545.2
6205,3
787398.3,3323428.7
787415.6,3323439.7
787428.0,3323438.2
6206,9
791331.5,3326560.2
791488.9,3326613.1
791575.5,3326646.4
791591.9,3326651.3
791603.9,3326656.7
791612.8,3326659.5
791621.7,3326659.7
791632.7,3326655.6
791640.5,3326650.7
6207,3
791377.3,3325924.2
791443.1,3325956.7
791739.8,3326160.1
6210,2
786476.8,3322552.6
786481.6,3322704.4
6219,10
786334.9,3321836.7
786365.0,3321716.6
786380.7,3321626.5
786390.1,3321526.2
786389.1,3321435.5
786368.3,3321327.7
786354.3,3321216.7
786326.6,3321115.4
786301.8,3321030.8
786269.3,3320986.4
6239,2
785940.0,3314834.6
785950.2,3314956.6
6240,2
783827.8,3315592.5
783329.7,3315593.1
6243,1
781604.9,3316588.8
6247,2
788838.3,3313224.2
788837.0,3313153.5
6248,7
788849.8,3313021.6
788873.5,3312939.4
788900.1,3312866.3
788929.7,3312798.6
788926.8,3312701.9
788925.7,3312535.3
788911.2,3312057.0
6252,1
790320.5,3312389.4
6253,4
787504.7,3314105.3
787496.0,3314070.4
787485.3,3313997.4
787455.3,3313927.2
6255,2
787450.0,3313467.9
787436.5,3313428.7
6256,4
787472.8,3313495.1
787512.0,3313490.6
787666.3,3313484.6
787855.1,3313479.5
6258,5
788988.8,3311612.4
788761.1,3311606.5
788657.8,3311640.5
788365.3,3311939.4
788203.1,3312045.5
6261,1
784915.4,3316413.3
6264,1
784698.3,3317466.7
6265,2
784978.7,3317477.3
785088.4,3317468.3
6275,7
764569.2,3320325.6
764546.8,3320335.2
764532.6,3320338.9
764502.4,3320338.1
764478.6,3320321.5
764463.0,3320299.0
764390.8,3320199.0
6276,2
764381.9,3320140.2
764397.8,3320124.0
6277,3
764368.6,3320091.2
764385.0,3320103.8
764401.6,3320105.3
6278,4
764670.0,3320075.3
764735.9,3320185.2
764735.2,3320213.4
764630.7,3320283.1
6279,4
764435.4,3320087.3
764484.1,3320054.0
764517.8,3320041.6
764587.1,3320026.7
6281,1
764659.0,3320026.9
6289,2
779451.7,3310519.8
779640.6,3310535.7
6296,7
783584.2,3315289.9
783575.8,3315342.9
783571.2,3315383.7
783568.7,3315408.4
783569.1,3315465.4
783549.3,3315541.2
783527.6,3315620.6
6297,3
783458.6,3316362.3
783452.9,3316513.0
783449.4,3316580.5
6299,12
785957.2,3315116.1
785953.2,3315184.6
785936.0,3315250.6
785914.0,3315327.5
785874.8,3315377.3
785826.3,3315447.0
785742.1,3315524.5
785642.9,3315574.9
785495.0,3315619.8
785172.3,3315627.0
785021.1,3315627.5
784652.0,3315622.4
6303,1
783413.7,3315443.4
6304,8
783357.5,3315465.5
783224.3,3315479.0
783134.8,3315517.4
783079.6,3315549.8
783055.1,3315576.3
783030.0,3315624.8
783046.3,3315652.3
783081.9,3315658.3
6305,5
785765.3,3314689.1
785781.1,3314666.8
785807.2,3314616.3
785827.8,3314554.3
785822.1,3314482.1
6314,17
786837.1,3308735.3
786885.4,3308592.6
786854.7,3308483.9
786757.9,3308349.4
786726.7,3308264.8
786683.7,3308203.6
786685.8,3308119.8
786687.4,3308059.8
786688.9,3307999.8
786781.4,3307870.4
786795.9,3307738.7
786765.0,3307642.1
786667.9,3307519.6
786614.3,3307434.2
786571.9,3307349.3
786562.9,3307265.0
786553.4,3307204.8
6315,18
772657.9,3312572.0
772601.0,3312526.5
772569.6,3312509.2
772540.7,3312507.2
772515.7,3312513.5
772501.7,3312520.0
772486.2,3312530.6
772477.3,3312556.4
772479.5,3312578.6
772484.5,3312599.3
772508.9,3312619.1
772658.5,3312716.3
772701.0,3312728.4
772735.6,3312729.2
772778.8,3312712.4
772867.4,3312645.8
772924.2,3312582.6
772953.8,3312504.9
6316,2
772984.1,3312397.2
773005.2,3312378.4
6317,7
773309.1,3312384.5
773248.9,3312417.5
773202.8,3312438.3
773154.0,3312450.8
773130.5,3312452.9
773096.0,3312454.8
773005.1,3312441.6
6318,10
772907.6,3312417.3
772766.2,3312379.4
772719.3,3312376.9
772698.5,3312380.5
772676.2,3312388.2
772652.4,3312401.3
772639.7,3312416.1
772622.5,3312437.8
772620.6,3312459.7
772621.3,3312485.8
6321,2
789778.8,3318074.5
789696.8,3317851.0
6324,4
796146.1,3314990.8
796208.7,3314988.2
796244.8,3314985.1
796276.0,3314980.5
6332,7
753911.3,3316104.0
753911.1,3316065.7
753898.9,3316025.9
753879.9,3315974.5
753857.3,3315926.7
753839.1,3315893.1
753837.3,3315867.6
6333,5
754049.9,3316743.4
753934.5,3316688.1
753846.4,3316607.0
753833.1,3316490.7
753862.0,3316385.8
6334,3
754012.0,3316416.3
754016.9,3316463.6
754020.9,3316488.0
6335,10
754050.6,3316361.2
754095.9,3316467.7
754093.3,3316578.4
754027.4,3316677.1
753915.2,3316716.7
753794.0,3316687.5
753705.7,3316606.4
753698.0,3316485.0
753722.3,3316348.5
753772.0,3316260.0
6336,12
760956.3,3321980.3
760960.0,3322081.0
760967.7,3322266.4
760964.0,3322424.7
760952.3,3322562.1
760923.5,3322720.0
760891.9,3322815.2
760823.3,3322880.2
760746.7,3322928.5
760641.4,3322951.0
760497.9,3322989.4
760355.2,3322998.5
6337,9
760722.5,3322672.8
760790.3,3322585.3
760839.6,3322521.0
760883.3,3322444.7
760898.1,3322320.1
760919.0,3322195.7
760898.2,3322064.3
760860.6,3321885.1
760833.8,3321753.5
6338,9
795220.7,3326075.5
795272.1,3326082.9
795311.8,3326071.9
795348.7,3326054.7
795370.7,3326025.1
795393.3,3325974.5
795406.7,3325926.6
795407.5,3325896.4
795396.3,3325859.8
6339,13
795036.4,3325705.3
795017.7,3325723.0
794992.7,3325752.5
794979.8,3325779.3
794969.8,3325812.2
794968.6,3325857.5
794967.6,3325896.6
794978.7,3325936.2
795005.1,3325970.1
795031.6,3325998.0
795061.3,3326023.0
795091.5,3326029.8
795122.0,3326021.6
6344,8
777875.3,3321866.3
777773.8,3321869.1
777613.9,3321874.5
777581.1,3321874.7
777568.6,3321869.1
777563.3,3321742.7
777616.8,3321720.9
777819.8,3321678.7
6351,3
782685.2,3315908.2
782684.1,3315951.6
782688.3,3315987.4
6353,2
782714.8,3316049.2
782753.1,3316057.8
6356,1
777415.3,3324483.2
6357,11
785839.5,3315016.9
785775.7,3314984.9
785722.6,3314939.5
785697.2,3314871.4
785716.2,3314794.1
785785.4,3314741.9
785877.7,3314720.6
785959.3,3314712.7
786061.2,3314711.8
786129.4,3314703.5
786217.0,3314726.1
6358,1
782957.2,3315732.9
6364,7
804231.8,3331474.8
804943.0,3330710.4
805102.9,3330551.6
805353.3,3330458.4
805587.1,3330443.5
806347.8,3330343.1
807156.2,3330263.8
6365,11
807640.5,3330222.0
807811.4,3330276.8
808028.9,3330461.5
808222.1,3330745.7
808374.2,3330957.1
808635.1,3331128.9
808943.8,3331394.8
809246.1,3331882.1
809265.8,3331947.0
809294.5,3332205.1
809438.0,3332466.5
6366,6
809705.0,3332792.1
809892.9,3333004.6
810068.7,3333138.2
810204.5,3333163.5
810370.4,3333139.6
810543.2,3333123.0
6367,8
811004.0,3333211.1
811257.6,3333389.8
811482.9,3333553.5
811571.7,3333713.2
811698.0,3334074.1
811958.9,3334753.3
812017.5,3334962.3
812049.9,3335342.0
6368,6
812011.3,3336059.2
811888.0,3336356.0
811790.8,3336739.1
811779.9,3337124.8
812142.4,3338021.3
812321.6,3338283.7
6369,2
813818.8,3339734.9
813855.6,3339786.6
6373,3
749950.3,3309471.8
749573.1,3309310.0
748368.3,3308419.1
6375,2
747023.4,3307384.2
746953.6,3307237.1
6376,2
746648.5,3305729.8
746581.5,3305455.5
6379,1
748250.7,3306001.9
6385,17
752366.1,3310027.0
752186.3,3309852.3
752044.8,3309617.6
751842.0,3309381.5
751808.1,3309258.9
751739.3,3309050.2
751511.4,3308837.8
751416.3,3308713.9
751298.3,3308516.2
751317.5,3308212.1
751186.1,3308062.9
751193.0,3307758.5
750979.3,3307461.1
750761.8,3307334.4
750656.7,3307100.5
750650.3,3306844.5
750589.9,3306806.6
6386,15
750202.0,3306328.7
750314.9,3306209.4
750489.5,3306067.1
750540.7,3305970.8
750494.4,3305848.0
750411.6,3305724.2
750327.8,3305637.0
750329.1,3305576.1
750518.2,3305336.7
751006.3,3304872.5
751021.0,3304763.2
750986.8,3304652.8
750952.8,3304530.1
750858.2,3304381.8
750861.2,3304247.9
6388,3
748260.1,3315358.3
747979.8,3315852.6
747806.3,3316179.4
6389,3
747126.9,3316843.8
746564.3,3317235.3
745927.2,3317661.9
6393,2
752277.2,3315233.4
751602.9,3315658.8
6396,1
755909.9,3319881.5
6398,1
752629.4,3321238.7
6399,4
752715.4,3316272.1
752362.2,3316374.3
752137.4,3316516.0
752021.6,3316733.8
6400,1
751874.5,3317520.3
6401,1
751745.9,3319115.4
6402,2
753579.9,3320443.2
753163.9,3320066.3
6403,8
754344.0,3320062.4
754293.2,3319898.5
754368.3,3319791.8
754445.5,3319594.7
754450.1,3319395.9
754330.8,3319049.6
754228.9,3318739.9
754089.5,3318483.4
6407,1
746075.8,3326545.0
6408,1
743796.0,3328190.9
6409,2
742268.6,3329217.2
741700.0,3329423.0
6410,2
739528.2,3329843.2
738145.7,3330000.3
6411,5
740779.2,3329964.1
740766.9,3330524.9
740350.8,3332355.3
740314.1,3332604.0
740530.0,3332764.7
6415,1
759089.3,3323652.5
6416,2
755116.4,3326634.8
751098.6,3329612.1
6417,1
746576.8,3331362.6
6419,1
742010.6,3332799.9
6422,7
743263.8,3329365.7
744096.8,3330310.7
744603.8,3330785.3
744782.0,3330917.9
745091.8,3330950.5
745509.0,3330805.4
745895.8,3330865.5
6433,2
745881.6,3370263.3
747436.2,3370716.1
6439,2
738147.3,3322805.4
737531.9,3322914.2
6440,4
734208.8,3323514.2
733626.0,3323545.0
733321.0,3323500.5
732979.0,3323398.2
6441,2
723567.8,3319268.0
721626.0,3318253.0
6442,2
717973.5,3316899.7
715282.1,3316542.1
6443,3
735851.3,3329831.9
734810.2,3329809.7
728994.0,3329626.2
6444,1
721464.5,3329350.3
6445,4
724662.5,3321475.7
724789.2,3322525.4
725378.3,3323696.3
725364.6,3324366.9
6447,2
723698.8,3327505.3
723633.8,3328113.3
6448,1
726871.4,3334522.9
6456,4
744941.0,3320755.7
744303.0,3321065.0
743550.5,3321371.8
743003.1,3321911.5
6457,7
742471.2,3322622.7
742135.9,3323091.0
741858.3,3323541.5
741703.8,3323614.2
741652.7,3324202.9
741617.7,3324925.1
741825.8,3325900.0
6458,15
741957.2,3326502.1
741895.3,3326710.0
741475.7,3326662.7
741036.1,3326653.1
740770.2,3326571.2
740576.7,3326681.1
740137.6,3326652.6
739929.4,3326552.9
739548.8,3326468.5
739094.8,3326249.4
738562.5,3326104.7
738332.0,3326156.8
737740.4,3326105.9
736994.3,3326127.9
736228.2,3326187.6
6459,5
735459.2,3326380.4
734940.5,3326502.6
734692.9,3326459.2
733450.8,3326432.9
732839.6,3326400.9
6460,18
731535.0,3325707.6
731251.9,3325530.4
730712.0,3324834.3
730092.1,3324307.6
729600.3,3324050.2
729275.4,3324043.4
728990.7,3323942.4
728781.7,3323880.9
728380.7,3323853.6
728207.9,3323888.1
727744.9,3324087.8
727372.8,3324517.7
727095.8,3324968.5
726739.0,3325588.9
726364.9,3326113.9
726152.0,3326242.7
725503.2,3326191.4
725105.0,3326031.0
6461,3
724198.6,3325479.9
723784.8,3325148.1
723257.1,3324776.0
6462,1
735470.1,3325847.9
6463,1
759243.4,3316230.6
6465,1
750438.6,3320780.9
6469,5
747371.6,3331152.6
747243.2,3331244.0
747111.3,3331382.0
747018.3,3331567.9
746883.8,3332038.1
6474,1
746742.4,3332351.4
6477,1
746559.7,3331244.8
6480,1
746825.1,3332558.0
6481,3
746948.7,3331924.0
746969.6,3331991.8
746977.4,3332064.7
6483,1
746759.7,3331374.2
6485,1
746812.4,3331755.4
6486,3
746891.4,3332180.5
746867.2,3332184.8
746849.8,3332215.5
6487,2
746825.6,3331808.0
746838.8,3331786.1
6488,1
780469.7,3301888.6
6489,1
780409.9,3298811.1
6490,3
780348.6,3297056.5
780328.9,3296811.7
780349.1,3296525.0
6491,4
780427.5,3295807.5
780482.7,3295334.5
780428.6,3295189.5
780316.7,3295042.9
6492,5
780470.1,3295837.3
780859.8,3295847.1
781377.5,3295946.4
781678.0,3296054.6
782188.3,3296441.2
6493,7
779966.2,3295767.2
779232.5,3295648.2
778729.4,3295549.3
778512.8,3295543.9
778343.5,3295381.5
777517.6,3294901.1
777048.4,3294602.0
6495,6
778333.3,3299260.2
778455.3,3299031.9
778541.1,3298871.1
778741.2,3298619.0
778918.1,3298439.1
779120.8,3298255.6
6497,3
779561.8,3298026.7
779984.8,3297818.7
780115.7,3297749.1
6498,6
780570.5,3297649.2
780986.3,3297556.8
781190.0,3297510.5
781342.3,3297450.1
781621.3,3297320.0
781750.2,3297160.4
6499,4
780183.9,3296242.3
780051.2,3296208.9
779987.4,3296177.3
779815.8,3296147.3
6500,8
780286.2,3296454.9
780268.8,3296634.4
780239.9,3296757.9
780202.2,3296885.6
780159.1,3297055.9
780164.4,3297189.0
780222.1,3297293.2
780298.1,3297350.9
6502,2
802740.4,3308874.0
803160.9,3308880.7
6504,10
800284.4,3308207.0
800270.1,3308024.7
800247.2,3307983.5
800153.3,3307897.1
799993.1,3307864.2
799698.4,3307825.1
799449.0,3307804.0
799207.7,3307788.1
798967.0,3307755.6
798798.1,3307718.5
6514,2
764676.0,3319218.8
764246.1,3319318.3
6529,3
764673.3,3325012.1
764700.3,3325130.8
764745.4,3325325.0
6657,1
776340.6,3321912.8
6664,4
774541.9,3322139.1
774507.2,3322153.4
774473.8,3322179.2
774461.4,3322197.4
6966,2
804980.0,3308897.1
805419.3,3308909.2
6967,5
808779.5,3309557.0
809525.4,3309513.0
810083.2,3309478.2
810445.1,3309232.1
810797.1,3308818.5
6968,5
802441.7,3308235.2
802506.4,3308232.5
802660.9,3308226.5
802769.8,3308223.6
802954.9,3308228.7
6970,21
803197.2,3308241.3
803356.3,3308228.0
803568.5,3308210.5
803762.7,3308204.0
803939.5,3308191.3
804063.1,3308182.9
804300.8,3308095.9
804413.7,3308052.2
804736.5,3308072.8
805077.2,3308087.9
805376.4,3308113.8
805616.3,3308155.5
805724.6,3308281.3
805764.1,3308340.9
805809.6,3308394.8
805890.6,3308443.8
805954.5,3308474.8
806060.2,3308477.8
806225.9,3308441.4
806338.5,3308409.4
806616.6,3308346.8
6971,3
807131.1,3309577.3
807511.3,3309672.5
807735.7,3309643.1
7182,1
799310.7,3334881.8
7511,2
776110.9,3324236.6
775857.5,3324204.5
7520,4
783692.0,3325906.2
783792.0,3326063.8
783814.6,3326116.1
783900.8,3326178.7
7522,3
776095.8,3317413.3
776162.3,3317313.7
776214.1,3317230.1
7524,4
783494.6,3315724.5
783475.9,3315896.4
783469.2,3316014.4
783465.0,3316181.2
7526,1
794393.4,3325502.8
7528,3
797020.0,3330917.6
796407.7,3330073.7
796122.1,3329676.6
7531,14
802223.7,3332509.9
802047.8,3333047.3
801859.8,3333744.8
801881.3,3334081.4
802013.5,3334299.0
802190.9,3334548.3
802229.8,3334809.0
802128.2,3335157.6
802053.3,3335644.4
801945.7,3336206.6
801834.7,3337456.2
801942.8,3337984.1
802064.8,3338464.4
802286.7,3338886.2
7533,4
763458.8,3318001.5
763132.5,3317905.3
763027.5,3317836.5
762583.2,3317653.6
7536,2
794166.4,3316152.3
794230.2,3316068.7
7538,2
795034.4,3316853.4
795180.4,3316738.8
7540,2
794124.4,3317125.5
794246.0,3317105.1
7548,1
792232.0,3317917.0
7550,17
807249.5,3308310.1
807463.1,3308308.8
808175.6,3308310.5
808488.3,3308304.5
809128.2,3308307.4
809604.5,3308305.9
809872.7,3308298.5
810185.4,3308292.5
810380.7,3308223.9
810562.9,3308095.7
810759.2,3307997.6
810922.6,3307915.7
811124.3,3307827.3
811295.6,3307706.9
811499.9,3307588.8
811699.5,3307372.3
811885.9,3307096.2
7568,5
790990.4,3317320.6
791059.0,3317388.7
791137.2,3317428.7
791260.3,3317441.5
791321.4,3317462.1
7575,1
790166.4,3318609.4
7578,1
790149.4,3317810.7
7583,3
795982.8,3329344.3
795926.5,3329075.1
795908.9,3328940.8
7585,1
796047.5,3326936.8
7586,1
798355.1,3326881.7
7588,2
794756.1,3330392.1
794803.1,3330278.5
7589,2
794598.1,3330030.7
794719.3,3330136.2
7590,17
793604.5,3328315.6
793257.0,3328044.8
793036.0,3327927.4
792995.5,3327914.9
792991.3,3327912.8
792988.7,3327911.2
792987.3,3327909.3
792987.0,3327907.1
792986.5,3327904.1
792987.0,3327900.5
792987.6,3327897.7
792988.6,3327894.0
792990.2,3327891.4
792991.5,3327888.5
792990.2,3327885.6
792987.8,3327884.4
792984.1,3327881.5
7591,2
793718.6,3329235.7
794278.4,3329753.4
7596,1
794821.7,3327236.7
7599,1
794130.2,3324471.1
7605,3
794232.3,3326219.2
794280.8,3326161.4
794314.0,3326086.5
7607,2
793369.5,3326002.4
793455.3,3325879.6
7608,2
792706.8,3326802.6
792819.3,3326687.6
7609,2
792710.6,3326364.2
792803.9,3326383.6
7615,1
791199.9,3325496.4
7616,1
790793.0,3325799.2
7619,1
790506.0,3324362.6
7626,3
789514.3,3325278.9
789431.1,3325252.5
789347.3,3325250.3
7627,1
789905.2,3325197.6
7632,1
790931.1,3327226.7
7636,1
789588.2,3326668.8
7639,1
789018.1,3325821.8
7640,2
789628.8,3325820.7
789746.9,3325894.4
7641,1
788345.0,3325919.8
7649,4
788139.0,3322994.4
788993.9,3323232.3
789546.5,3323387.3
790033.6,3323525.2
7651,3
786820.1,3321539.5
786770.9,3321725.7
786717.4,3322224.4
7652,1
786555.3,3321131.0
7653,2
786133.3,3320899.1
786073.6,3320860.6
7654,3
785807.2,3324789.3
785851.8,3324609.5
785892.7,3324576.2
7655,3
785148.4,3324608.6
785256.0,3324465.0
785281.3,3324413.9
7656,4
785134.9,3325289.3
785109.5,3325184.7
785113.8,3325021.2
785134.4,3324840.8
7668,3
785530.4,3321666.5
785900.3,3321761.6
786046.5,3321815.2
7671,1
786519.4,3322269.1
7672,1
786460.8,3321974.1
7676,1
788821.8,3319082.3
7703,2
786624.0,3320189.7
