PARKING,LINK,DIR,OFFSET,TYPE,NUM_NEST,NOTES
USE,START,END,SPACE,TIME_IN,TIME_OUT,HOURLY,DAILY
435,516,0,232.8,LOT,0,
436,516,1,232.9,LOT,0,
437,518,0,161.0,LOT,0,
438,518,1,161.0,LOT,0,
439,519,0,161.0,LOT,0,
440,519,1,161.0,LOT,0,
441,522,0,161.0,LOT,0,
442,522,1,161.1,LOT,0,
443,524,0,161.0,LOT,0,
444,524,1,161.1,LOT,0,
445,525,0,161.0,LOT,0,
446,525,1,161.0,LOT,0,
447,526,0,161.0,LOT,0,
448,526,1,161.0,LOT,0,
449,528,0,161.0,LOT,0,
450,528,1,161.0,LOT,0,
451,530,0,161.0,LOT,0,
452,530,1,161.0,LOT,0,
453,534,0,161.0,LOT,0,
454,534,1,161.1,LOT,0,
455,535,0,161.0,LOT,0,
456,535,1,161.0,LOT,0,
457,536,0,161.0,LOT,0,
458,536,1,161.1,LOT,0,
459,537,0,161.0,LOT,0,
460,537,1,161.0,LOT,0,
461,541,0,160.9,LOT,0,
462,541,1,161.0,LOT,0,
463,544,0,564.2,LOT,0,
464,544,1,1692.5,LOT,0,
465,544,0,1128.3,LOT,0,
466,544,1,1128.4,LOT,0,
467,544,0,1692.5,LOT,0,
468,544,1,564.2,LOT,0,
469,545,0,161.8,LOT,0,
470,545,1,161.8,LOT,0,
471,548,0,152.2,LOT,0,
472,548,1,152.2,LOT,0,
473,549,0,354.3,LOT,0,
474,549,1,354.3,LOT,0,
475,551,0,161.0,LOT,0,
476,551,1,161.1,LOT,0,
477,552,0,161.0,LOT,0,
478,552,1,161.1,LOT,0,
479,555,0,197.5,LOT,0,
480,555,1,197.5,LOT,0,
481,558,0,161.0,LOT,0,
482,558,1,161.0,LOT,0,
483,559,0,161.0,LOT,0,
484,559,1,161.0,LOT,0,
485,560,0,160.9,LOT,0,
486,560,1,161.0,LOT,0,
487,561,0,161.0,LOT,0,
488,561,1,161.1,LOT,0,
489,562,0,161.0,LOT,0,
490,562,1,161.0,LOT,0,
491,563,0,161.0,LOT,0,
492,563,1,161.0,LOT,0,
493,570,0,163.1,LOT,0,
494,570,1,163.1,LOT,0,
495,572,0,160.9,LOT,0,
496,572,1,161.0,LOT,0,
497,573,0,160.9,LOT,0,
498,573,1,160.9,LOT,0,
499,589,0,423.0,LOT,0,
500,589,1,1269.0,LOT,0,
501,589,0,846.0,LOT,0,
502,589,1,846.0,LOT,0,
503,589,0,1269.0,LOT,0,
504,589,1,423.0,LOT,0,
505,593,0,232.8,LOT,0,
506,593,1,232.8,LOT,0,
507,595,0,294.3,LOT,0,
508,595,1,883.0,LOT,0,
509,595,0,588.6,LOT,0,
510,595,1,588.7,LOT,0,
511,595,0,883.0,LOT,0,
512,595,1,294.3,LOT,0,
513,600,0,342.1,LOT,0,
514,600,1,684.1,LOT,0,
515,600,0,684.1,LOT,0,
516,600,1,342.1,LOT,0,
517,601,0,285.7,LOT,0,
518,601,1,285.8,LOT,0,
519,602,0,171.4,LOT,0,
520,602,1,171.5,LOT,0,
521,603,0,163.4,LOT,0,
522,603,1,163.4,LOT,0,
523,604,0,269.3,LOT,0,
524,604,1,269.3,LOT,0,
525,611,0,234.8,LOT,0,
526,611,1,234.8,LOT,0,
527,612,0,286.0,LOT,0,
528,612,1,571.9,LOT,0,
529,612,0,571.9,LOT,0,
530,612,1,286.0,LOT,0,
531,614,0,163.6,LOT,0,
532,614,1,163.6,LOT,0,
533,615,0,161.0,LOT,0,
534,615,1,161.0,LOT,0,
535,616,0,161.0,LOT,0,
536,616,1,161.0,LOT,0,
537,619,0,324.3,LOT,0,
538,619,1,648.7,LOT,0,
539,619,0,648.7,LOT,0,
540,619,1,324.3,LOT,0,
541,620,0,161.0,LOT,0,
542,620,1,161.1,LOT,0,
543,621,0,160.9,LOT,0,
544,621,1,161.0,LOT,0,
545,622,0,161.0,LOT,0,
546,622,1,161.0,LOT,0,
547,623,0,161.0,LOT,0,
548,623,1,161.1,LOT,0,
549,628,0,160.9,LOT,0,
550,628,1,161.0,LOT,0,
551,634,0,160.9,LOT,0,
552,634,1,161.0,LOT,0,
553,635,0,204.1,LOT,0,
554,635,1,204.1,LOT,0,
555,637,0,161.0,LOT,0,
556,637,1,161.1,LOT,0,
557,639,0,161.0,LOT,0,
558,639,1,161.0,LOT,0,
559,640,0,160.9,LOT,0,
560,640,1,161.0,LOT,0,
561,645,0,161.0,LOT,0,
562,645,1,161.1,LOT,0,
563,648,0,161.0,LOT,0,
564,648,1,161.0,LOT,0,
565,650,0,160.9,LOT,0,
566,650,1,161.0,LOT,0,
567,653,0,160.8,LOT,0,
568,653,1,160.9,LOT,0,
569,654,0,161.1,LOT,0,
570,654,1,161.1,LOT,0,
571,662,0,203.2,LOT,0,
572,662,1,203.3,LOT,0,
573,672,0,235.6,LOT,0,
574,672,1,235.6,LOT,0,
575,673,0,404.9,LOT,0,
576,673,1,669.9,LOT,0,
577,673,0,669.9,LOT,0,
578,673,1,404.9,LOT,0,
579,674,0,340.6,LOT,0,
580,674,1,681.3,LOT,0,
581,674,0,681.3,LOT,0,
582,674,1,340.6,LOT,0,
583,675,0,62.5,LOT,0,
584,675,1,62.6,LOT,0,
585,679,0,198.6,LOT,0,
586,679,1,198.6,LOT,0,
587,682,0,177.6,LOT,0,
588,682,1,177.6,LOT,0,
589,684,0,197.1,LOT,0,
590,684,1,197.1,LOT,0,
591,687,0,160.9,LOT,0,
592,687,1,161.0,LOT,0,
593,690,0,259.4,LOT,0,
594,690,1,259.5,LOT,0,
595,693,0,86.4,LOT,0,
596,693,1,86.4,LOT,0,
597,705,0,160.9,LOT,0,
598,705,1,160.9,LOT,0,
599,707,0,161.0,LOT,0,
600,707,1,161.0,LOT,0,
601,709,0,160.9,LOT,0,
602,709,1,160.9,LOT,0,
603,715,0,158.7,LOT,0,
604,715,1,158.7,LOT,0,
605,754,0,160.9,LOT,0,
606,754,1,161.0,LOT,0,
607,756,0,160.9,LOT,0,
608,756,1,160.9,LOT,0,
609,758,0,161.0,LOT,0,
610,758,1,161.0,LOT,0,
611,764,0,379.3,LOT,0,
612,764,1,1138.5,LOT,0,
613,764,0,758.9,LOT,0,
614,764,1,758.9,LOT,0,
615,764,0,1138.4,LOT,0,
616,764,1,379.4,LOT,0,
617,766,0,160.9,LOT,0,
618,766,1,161.0,LOT,0,
619,773,0,328.3,LOT,0,
620,773,1,328.3,LOT,0,
621,774,0,161.0,LOT,0,
622,774,1,161.1,LOT,0,
623,781,0,174.6,LOT,0,
624,781,1,174.7,LOT,0,
625,786,0,160.9,LOT,0,
626,786,1,161.0,LOT,0,
627,787,0,176.9,LOT,0,
628,787,1,176.9,LOT,0,
629,798,0,160.9,LOT,0,
630,798,1,161.0,LOT,0,
631,809,0,150.3,LOT,0,
632,809,1,150.3,LOT,0,
633,817,0,283.9,LOT,0,
634,817,1,567.7,LOT,0,
635,817,0,567.7,LOT,0,
636,817,1,283.9,LOT,0,
637,818,0,278.5,LOT,0,
638,818,1,278.5,LOT,0,
639,821,0,237.3,LOT,0,
640,821,1,237.3,LOT,0,
641,826,0,161.0,LOT,0,
642,826,1,161.0,LOT,0,
643,828,0,225.7,LOT,0,
644,828,1,225.7,LOT,0,
645,830,0,192.9,LOT,0,
646,830,1,193.0,LOT,0,
647,831,0,261.2,LOT,0,
648,831,1,522.5,LOT,0,
649,831,0,522.5,LOT,0,
650,831,1,261.2,LOT,0,
651,835,0,156.5,LOT,0,
652,835,1,156.5,LOT,0,
653,840,0,205.8,LOT,0,
654,840,1,205.8,LOT,0,
655,842,0,275.0,LOT,0,
656,842,1,275.0,LOT,0,
657,843,0,161.0,LOT,0,
658,843,1,161.0,LOT,0,
659,845,0,185.2,LOT,0,
660,845,1,185.3,LOT,0,
661,850,0,204.5,LOT,0,
662,850,1,204.6,LOT,0,
663,861,0,238.0,LOT,0,
664,861,1,238.0,LOT,0,
665,867,0,161.0,LOT,0,
666,867,1,161.0,LOT,0,
667,868,0,161.0,LOT,0,
668,868,1,161.0,LOT,0,
669,873,0,198.8,LOT,0,
670,873,1,198.8,LOT,0,
671,58381,1,142.6,LOT,0,
672,58381,0,142.6,LOT,0,
673,902,0,161.0,LOT,0,
674,902,1,161.0,LOT,0,
675,911,0,161.0,LOT,0,
676,911,1,161.0,LOT,0,
677,913,0,161.0,LOT,0,
678,913,1,161.0,LOT,0,
679,921,0,161.0,LOT,0,
680,921,1,161.0,LOT,0,
681,929,0,161.0,LOT,0,
682,929,1,161.0,LOT,0,
683,934,0,161.0,LOT,0,
684,934,1,161.0,LOT,0,
685,939,0,161.0,LOT,0,
686,939,1,161.0,LOT,0,
687,945,0,161.9,LOT,0,
688,945,1,162.0,LOT,0,
689,947,0,159.3,LOT,0,
690,947,1,159.3,LOT,0,
691,948,0,163.7,LOT,0,
692,948,1,163.7,LOT,0,
693,960,0,298.3,LOT,0,
694,960,1,895.1,LOT,0,
695,960,0,596.7,LOT,0,
696,960,1,596.7,LOT,0,
697,960,0,895.0,LOT,0,
698,960,1,298.4,LOT,0,
699,963,0,248.0,LOT,0,
700,963,1,248.1,LOT,0,
701,964,0,155.8,LOT,0,
702,964,1,155.8,LOT,0,
703,974,0,148.5,LOT,0,
704,974,1,148.5,LOT,0,
705,976,0,159.1,LOT,0,
706,976,1,159.1,LOT,0,
707,977,0,301.1,LOT,0,
708,977,1,301.1,LOT,0,
709,997,0,182.7,LOT,0,
710,997,1,182.8,LOT,0,
711,999,0,161.0,LOT,0,
712,999,1,161.0,LOT,0,
713,1005,0,327.0,LOT,0,
714,1005,1,327.1,LOT,0,
715,1009,0,273.0,LOT,0,
716,1009,1,273.0,LOT,0,
717,1011,0,160.9,LOT,0,
718,1011,1,161.0,LOT,0,
719,1013,0,189.5,LOT,0,
720,1013,1,189.6,LOT,0,
721,1014,0,161.0,LOT,0,
722,1014,1,161.1,LOT,0,
723,1016,0,160.9,LOT,0,
724,1016,1,160.9,LOT,0,
725,1033,0,160.9,LOT,0,
726,1033,1,161.0,LOT,0,
727,1040,0,197.0,LOT,0,
728,1040,1,197.4,LOT,0,
729,1047,0,161.9,LOT,0,
730,1047,1,162.0,LOT,0,
731,1054,0,209.0,LOT,0,
732,1054,1,209.0,LOT,0,
733,1055,0,200.0,LOT,0,
734,1055,1,200.0,LOT,0,
735,1059,0,160.9,LOT,0,
736,1059,1,161.0,LOT,0,
737,1060,0,165.0,LOT,0,
738,1060,1,165.0,LOT,0,
739,1081,0,163.7,LOT,0,
740,1081,1,163.8,LOT,0,
741,1082,0,248.2,LOT,0,
742,1082,1,248.2,LOT,0,
743,1083,0,161.0,LOT,0,
744,1083,1,161.1,LOT,0,
745,1084,0,316.5,LOT,0,
746,1084,1,949.5,LOT,0,
747,1084,0,633.0,LOT,0,
748,1084,1,633.0,LOT,0,
749,1084,0,949.5,LOT,0,
750,1084,1,316.5,LOT,0,
751,1085,0,162.6,LOT,0,
752,1085,1,162.7,LOT,0,
753,1086,0,198.1,LOT,0,
754,1086,1,198.1,LOT,0,
755,1087,0,324.6,LOT,0,
756,1087,1,973.9,LOT,0,
757,1087,0,649.2,LOT,0,
758,1087,1,649.3,LOT,0,
759,1087,0,973.9,LOT,0,
760,1087,1,324.6,LOT,0,
761,1088,0,161.0,LOT,0,
762,1088,1,161.0,LOT,0,
763,1089,0,204.9,LOT,0,
764,1089,1,205.0,LOT,0,
765,1090,0,334.3,LOT,0,
766,1090,1,668.7,LOT,0,
767,1090,0,668.7,LOT,0,
768,1090,1,334.3,LOT,0,
769,1092,0,208.1,LOT,0,
770,1092,1,208.2,LOT,0,
771,1094,0,195.9,LOT,0,
772,1094,1,196.0,LOT,0,
773,1099,0,161.0,LOT,0,
774,1099,1,161.0,LOT,0,
775,1100,0,281.2,LOT,0,
776,1100,1,281.3,LOT,0,
777,1105,0,161.0,LOT,0,
778,1105,1,161.0,LOT,0,
779,1111,0,159.4,LOT,0,
780,1111,1,159.4,LOT,0,
781,1115,0,161.0,LOT,0,
782,1115,1,161.0,LOT,0,
783,1117,0,225.0,LOT,0,
784,1117,1,225.1,LOT,0,
785,1118,0,319.4,LOT,0,
786,1118,1,638.7,LOT,0,
787,1118,0,638.7,LOT,0,
788,1118,1,319.4,LOT,0,
789,1121,0,302.3,LOT,0,
790,1121,1,604.5,LOT,0,
791,1121,0,604.5,LOT,0,
792,1121,1,302.3,LOT,0,
