LINK,DIR,TYPE,LANES,LENGTH,OFFSET
4738,0,LEFT_TURN,1,100.0,0.0
4742,0,RIGHT_TURN,1,100.0,0.0
4745,0,RIGHT_TURN,1,100.0,0.0
4746,0,RIGHT_TURN,1,100.0,0.0
4749,0,RIGHT_TURN,1,100.0,0.0
4756,0,LEFT_TURN,1,100.0,0.0
4757,0,LEFT_TURN,1,53.2,0.0
4764,0,LEFT_TURN,1,100.0,0.0
4779,0,LEFT_TURN,1,100.0,0.0
4780,0,LEFT_TURN,1,100.0,0.0
4788,0,LEFT_TURN,1,100.0,0.0
4789,0,LEFT_TURN,1,100.0,0.0
4793,0,LEFT_TURN,1,100.0,0.0
4797,1,LEFT_TURN,1,100.0,0.0
4800,0,LEFT_TURN,1,100.0,0.0
4801,1,LEFT_TURN,1,100.0,0.0
4807,0,LEFT_TURN,1,100.0,0.0
4811,1,LEFT_TURN,1,100.0,0.0
4819,0,LEFT_TURN,1,100.0,0.0
4820,0,LEFT_TURN,1,100.0,0.0
4829,0,LEFT_TURN,1,100.0,0.0
4831,0,LEFT_TURN,1,100.0,0.0
4831,1,LEFT_TURN,1,100.0,0.0
4834,0,LEFT_TURN,1,100.0,0.0
4837,0,LEFT_TURN,1,100.0,0.0
4839,0,LEFT_TURN,1,100.0,0.0
4839,1,LEFT_TURN,1,100.0,0.0
4841,0,LEFT_TURN,1,100.0,0.0
4859,0,LEFT_TURN,1,100.0,0.0
4862,0,LEFT_TURN,1,100.0,0.0
4864,0,LEFT_TURN,1,100.0,0.0
4865,0,LEFT_TURN,1,100.0,0.0
4870,0,LEFT_TURN,1,100.0,0.0
4877,0,LEFT_TURN,1,226.9,0.0
4883,0,LEFT_TURN,1,100.0,0.0
4884,0,LEFT_TURN,1,300.0,0.0
4885,0,LEFT_TURN,1,100.0,0.0
4886,0,LEFT_TURN,1,100.0,0.0
4887,0,LEFT_TURN,1,100.0,0.0
4888,0,LEFT_TURN,1,100.0,0.0
4896,0,LEFT_TURN,1,300.0,0.0
4898,1,LEFT_TURN,1,100.0,0.0
4902,0,LEFT_TURN,1,100.0,0.0
4907,0,RIGHT_MERGE,1,321.9,0.0
4915,0,LEFT_TURN,1,100.0,0.0
4944,0,LEFT_TURN,1,100.0,0.0
4946,0,LEFT_TURN,1,100.0,0.0
4947,0,LEFT_TURN,1,100.0,0.0
4982,0,RIGHT_MERGE,1,292.0,0.0
4989,0,RIGHT_MERGE,1,250.0,0.0
4990,0,RIGHT_MERGE,1,500.0,0.0
4991,0,RIGHT_MERGE,1,100.0,0.0
5001,0,LEFT_TURN,1,100.0,0.0
5002,0,LEFT_TURN,1,100.0,0.0
5004,0,LEFT_TURN,1,100.0,0.0
5012,0,LEFT_TURN,1,100.0,0.0
5037,0,LEFT_TURN,1,100.0,0.0
5041,0,LEFT_TURN,1,100.0,0.0
5058,0,LEFT_TURN,1,100.0,0.0
5065,0,LEFT_TURN,1,100.0,0.0
5085,0,LEFT_TURN,1,100.0,0.0
5090,0,LEFT_TURN,1,100.0,0.0
5092,0,LEFT_TURN,1,100.0,0.0
5125,1,LEFT_TURN,1,100.0,0.0
5132,0,LEFT_TURN,1,56.2,0.0
5132,1,LEFT_TURN,1,56.2,0.0
5133,0,LEFT_TURN,1,100.0,0.0
5134,0,LEFT_TURN,1,100.0,0.0
5146,0,LEFT_TURN,1,87.3,0.0
5148,1,RIGHT_TURN,1,50.0,0.0
5149,0,LEFT_TURN,1,100.0,0.0
5149,0,RIGHT_TURN,1,100.0,0.0
5149,1,RIGHT_TURN,1,100.0,0.0
5158,0,LEFT_TURN,1,100.0,0.0
5162,0,LEFT_TURN,1,100.0,0.0
5163,0,LEFT_TURN,1,100.0,0.0
5166,0,LEFT_TURN,1,92.3,0.0
5167,0,LEFT_TURN,1,100.0,0.0
5168,0,LEFT_TURN,1,93.2,0.0
5169,0,LEFT_TURN,1,100.0,0.0
5171,0,LEFT_TURN,1,86.4,0.0
5172,0,LEFT_TURN,1,100.0,0.0
5175,0,LEFT_TURN,1,100.0,0.0
5176,1,LEFT_TURN,1,100.0,0.0
5180,0,LEFT_TURN,1,100.0,0.0
5180,1,LEFT_TURN,1,100.0,0.0
5181,0,LEFT_TURN,1,100.0,0.0
5181,1,LEFT_TURN,1,100.0,0.0
5182,0,LEFT_TURN,1,86.5,0.0
5182,1,LEFT_TURN,1,86.5,0.0
5189,0,LEFT_TURN,1,100.0,0.0
5193,0,LEFT_TURN,1,100.0,0.0
5195,0,LEFT_TURN,1,100.0,0.0
5195,1,LEFT_TURN,1,100.0,0.0
5196,1,LEFT_TURN,1,100.0,0.0
5197,1,RIGHT_TURN,1,65.0,0.0
5197,1,RIGHT_TURN,2,65.0,0.0
5205,0,LEFT_TURN,1,100.0,0.0
5209,0,LEFT_TURN,1,100.0,0.0
5209,1,LEFT_TURN,1,100.0,0.0
5215,1,LEFT_TURN,1,100.0,0.0
5217,0,LEFT_TURN,1,64.2,0.0
5217,1,LEFT_TURN,1,64.2,0.0
5223,0,LEFT_MERGE,1,400.0,0.0
5237,1,LEFT_TURN,1,100.0,0.0
5239,0,LEFT_TURN,1,100.0,0.0
5248,0,LEFT_TURN,1,100.0,0.0
5248,1,LEFT_TURN,1,100.0,0.0
5255,0,LEFT_TURN,1,100.0,0.0
5256,1,LEFT_TURN,1,100.0,0.0
5257,1,LEFT_TURN,1,100.0,0.0
5258,1,LEFT_TURN,1,100.0,0.0
5259,1,LEFT_TURN,1,100.0,0.0
5261,1,LEFT_TURN,1,100.0,0.0
5263,1,LEFT_TURN,1,100.0,0.0
5265,0,LEFT_TURN,1,100.0,0.0
5265,1,LEFT_TURN,1,100.0,0.0
5266,0,LEFT_TURN,1,100.0,0.0
5267,1,LEFT_TURN,1,100.0,0.0
5268,1,LEFT_TURN,1,100.0,0.0
5269,1,LEFT_TURN,1,100.0,0.0
5277,0,LEFT_TURN,1,100.0,0.0
5277,1,LEFT_TURN,1,100.0,0.0
5282,0,LEFT_TURN,1,100.0,0.0
5282,1,LEFT_TURN,1,100.0,0.0
5285,0,LEFT_TURN,1,100.0,0.0
5286,0,LEFT_TURN,1,100.0,0.0
5287,0,LEFT_TURN,1,100.0,0.0
5288,1,LEFT_TURN,1,100.0,0.0
5296,0,LEFT_TURN,1,100.0,0.0
5301,0,LEFT_TURN,1,100.0,0.0
5303,0,LEFT_TURN,1,100.0,0.0
5308,0,LEFT_TURN,1,100.0,0.0
5314,0,LEFT_TURN,1,83.5,0.0
5316,0,LEFT_TURN,1,82.7,0.0
5319,0,LEFT_TURN,1,100.0,0.0
5319,1,LEFT_TURN,1,100.0,0.0
5321,0,LEFT_TURN,1,100.0,0.0
5324,0,LEFT_TURN,1,100.0,0.0
5327,1,LEFT_TURN,1,100.0,0.0
5329,1,LEFT_TURN,1,100.0,0.0
5330,1,LEFT_TURN,1,100.0,0.0
5331,1,LEFT_TURN,1,100.0,0.0
5332,1,LEFT_TURN,1,100.0,0.0
5333,0,LEFT_TURN,1,100.0,0.0
5333,1,LEFT_TURN,1,100.0,0.0
5335,0,LEFT_TURN,1,100.0,0.0
5335,1,LEFT_TURN,1,100.0,0.0
5336,1,LEFT_TURN,1,100.0,0.0
5338,1,LEFT_TURN,1,100.0,0.0
5340,0,LEFT_TURN,1,100.0,0.0
5342,1,LEFT_TURN,1,100.0,0.0
5345,0,LEFT_TURN,1,100.0,0.0
5347,0,LEFT_TURN,1,100.0,0.0
5349,1,LEFT_TURN,1,100.0,0.0
5350,0,LEFT_TURN,1,100.0,0.0
5350,1,LEFT_TURN,1,100.0,0.0
5367,1,LEFT_TURN,1,100.0,0.0
5376,0,LEFT_TURN,1,100.0,0.0
5376,1,LEFT_TURN,1,100.0,0.0
5379,0,LEFT_TURN,1,89.6,0.0
5383,0,LEFT_TURN,1,100.0,0.0
5388,0,LEFT_TURN,1,100.0,0.0
5388,1,LEFT_TURN,1,100.0,0.0
5391,1,LEFT_TURN,1,100.0,0.0
5392,1,LEFT_TURN,1,100.0,0.0
5394,0,LEFT_TURN,1,100.0,0.0
5396,0,LEFT_TURN,1,100.0,0.0
5396,1,LEFT_TURN,1,100.0,0.0
5399,0,LEFT_TURN,1,100.0,0.0
5403,0,LEFT_TURN,1,71.2,0.0
5403,1,LEFT_TURN,1,71.2,0.0
5406,1,LEFT_TURN,1,100.0,0.0
5410,1,LEFT_TURN,1,100.0,0.0
5413,0,LEFT_TURN,1,100.0,0.0
5414,0,LEFT_TURN,1,100.0,0.0
5419,1,LEFT_TURN,1,100.0,0.0
5422,0,LEFT_TURN,1,100.0,0.0
5427,1,LEFT_TURN,1,100.0,0.0
5428,0,LEFT_TURN,1,100.0,0.0
5429,1,LEFT_TURN,1,100.0,0.0
5430,0,LEFT_TURN,1,100.0,0.0
5430,1,LEFT_TURN,1,100.0,0.0
5431,1,LEFT_TURN,1,100.0,0.0
5433,1,LEFT_TURN,1,100.0,0.0
5439,1,LEFT_TURN,1,100.0,0.0
5440,1,LEFT_TURN,1,100.0,0.0
5441,1,LEFT_TURN,1,100.0,0.0
5444,1,LEFT_TURN,1,100.0,0.0
5445,0,LEFT_TURN,1,93.8,0.0
5445,1,LEFT_TURN,1,93.8,0.0
5447,0,LEFT_TURN,1,59.4,0.0
5447,1,LEFT_TURN,1,59.4,0.0
5452,0,LEFT_TURN,1,100.0,0.0
5452,1,LEFT_TURN,1,100.0,0.0
5454,0,LEFT_TURN,1,100.0,0.0
5456,0,LEFT_TURN,1,100.0,0.0
5456,1,LEFT_TURN,1,100.0,0.0
5458,0,LEFT_TURN,1,100.0,0.0
5458,1,LEFT_TURN,1,100.0,0.0
5460,0,LEFT_TURN,1,74.5,0.0
5460,1,LEFT_TURN,1,74.5,0.0
5461,0,LEFT_TURN,1,63.3,0.0
5465,1,LEFT_TURN,1,100.0,0.0
5466,0,LEFT_TURN,1,100.0,0.0
5467,1,LEFT_TURN,1,100.0,0.0
5469,1,LEFT_TURN,1,100.0,0.0
5470,1,LEFT_TURN,1,65.5,0.0
5479,0,LEFT_TURN,1,100.0,0.0
5480,0,LEFT_TURN,1,65.2,0.0
5480,1,LEFT_TURN,1,65.2,0.0
5482,0,LEFT_TURN,1,100.0,0.0
5482,1,LEFT_TURN,1,100.0,0.0
5490,0,LEFT_TURN,1,100.0,0.0
5491,0,LEFT_TURN,1,100.0,0.0
5495,0,LEFT_TURN,1,100.0,0.0
5497,0,LEFT_TURN,1,100.0,0.0
5502,0,LEFT_TURN,1,80.4,0.0
5503,0,LEFT_TURN,1,100.0,0.0
5503,1,LEFT_TURN,1,100.0,0.0
5504,0,LEFT_TURN,1,100.0,0.0
5511,0,RIGHT_TURN,1,100.0,0.0
5512,0,RIGHT_TURN,1,100.0,0.0
5522,0,LEFT_TURN,1,100.0,0.0
5523,0,LEFT_TURN,1,100.0,0.0
5551,1,LEFT_TURN,1,100.0,0.0
5552,0,LEFT_TURN,1,100.0,0.0
5556,0,LEFT_TURN,1,85.1,0.0
5558,0,LEFT_TURN,1,100.0,0.0
5564,0,LEFT_TURN,1,100.0,0.0
5576,0,LEFT_TURN,1,91.7,0.0
5576,1,LEFT_TURN,1,91.7,0.0
5578,0,LEFT_TURN,1,100.0,0.0
5582,0,LEFT_TURN,1,100.0,0.0
5588,0,LEFT_TURN,1,100.0,0.0
5588,1,LEFT_TURN,1,100.0,0.0
5592,0,LEFT_TURN,1,100.0,0.0
5593,0,LEFT_TURN,1,100.0,0.0
5598,0,LEFT_TURN,1,100.0,0.0
5605,1,LEFT_TURN,1,100.0,0.0
5606,1,LEFT_TURN,1,100.0,0.0
5608,0,LEFT_TURN,1,100.0,0.0
5608,1,LEFT_TURN,1,100.0,0.0
5609,0,LEFT_TURN,1,100.0,0.0
5609,1,LEFT_TURN,1,100.0,0.0
5611,0,LEFT_TURN,1,100.0,0.0
5611,1,LEFT_TURN,1,100.0,0.0
5612,0,LEFT_TURN,1,100.0,0.0
5613,0,LEFT_TURN,1,100.0,0.0
5614,1,LEFT_TURN,1,100.0,0.0
5621,1,LEFT_TURN,1,100.0,0.0
5634,1,LEFT_TURN,1,100.0,0.0
5640,1,LEFT_TURN,1,100.0,0.0
5642,1,LEFT_TURN,1,100.0,0.0
5662,0,LEFT_TURN,1,60.9,0.0
5662,1,LEFT_TURN,1,60.9,0.0
5663,1,RIGHT_TURN,1,100.0,0.0
5664,0,LEFT_TURN,1,100.0,0.0
5664,1,LEFT_TURN,1,100.0,0.0
5665,1,LEFT_TURN,1,100.0,0.0
5667,0,LEFT_TURN,1,100.0,0.0
5668,1,LEFT_TURN,1,100.0,0.0
5669,0,LEFT_TURN,1,93.9,0.0
5670,1,LEFT_TURN,1,100.0,0.0
5672,0,LEFT_TURN,1,100.0,0.0
5673,1,LEFT_TURN,1,100.0,0.0
5675,0,LEFT_TURN,1,100.0,0.0
5676,0,LEFT_TURN,1,100.0,0.0
5676,1,LEFT_TURN,1,100.0,0.0
5677,0,LEFT_TURN,1,100.0,0.0
5677,1,LEFT_TURN,1,100.0,0.0
5680,0,LEFT_TURN,1,100.0,0.0
5683,0,LEFT_TURN,1,100.0,0.0
5687,0,LEFT_TURN,1,75.6,0.0
5688,0,LEFT_TURN,1,203.4,0.0
5693,0,LEFT_TURN,1,100.0,0.0
5695,1,LEFT_TURN,1,91.6,0.0
5696,0,LEFT_TURN,1,100.0,0.0
5699,0,LEFT_TURN,1,100.0,0.0
5705,0,LEFT_TURN,1,100.0,0.0
5706,0,LEFT_TURN,1,100.0,0.0
5706,1,LEFT_TURN,1,100.0,0.0
5707,1,LEFT_TURN,1,100.0,0.0
5708,0,LEFT_TURN,1,100.0,0.0
5709,0,LEFT_TURN,1,100.0,0.0
5709,1,LEFT_TURN,1,100.0,0.0
5710,1,LEFT_TURN,1,100.0,0.0
5711,0,LEFT_TURN,1,73.5,0.0
5721,0,RIGHT_MERGE,1,250.0,0.0
5723,1,RIGHT_TURN,1,25.0,0.0
5723,1,LEFT_TURN,1,60.0,0.0
5725,1,RIGHT_MERGE,1,300.0,0.0
5730,0,LEFT_TURN,1,100.0,0.0
5731,1,LEFT_TURN,1,100.0,0.0
5732,0,RIGHT_TURN,1,100.0,0.0
5733,0,LEFT_TURN,1,100.0,0.0
5733,1,LEFT_TURN,1,100.0,0.0
5735,0,LEFT_TURN,1,100.0,0.0
5740,0,LEFT_TURN,1,65.2,0.0
5742,1,LEFT_TURN,1,100.0,0.0
5745,0,LEFT_TURN,1,100.0,0.0
5746,1,LEFT_TURN,1,100.0,0.0
5750,1,LEFT_TURN,1,100.0,0.0
5752,1,LEFT_TURN,1,100.0,0.0
5761,0,LEFT_TURN,1,79.5,0.0
5764,0,LEFT_TURN,1,100.0,0.0
5765,0,LEFT_TURN,1,100.0,0.0
5769,0,LEFT_TURN,1,100.0,0.0
5774,0,LEFT_TURN,1,100.0,0.0
5775,0,LEFT_TURN,1,100.0,0.0
5776,0,LEFT_TURN,1,80.0,0.0
5777,0,LEFT_TURN,1,100.0,0.0
5779,1,LEFT_TURN,1,100.0,0.0
5780,0,LEFT_TURN,1,100.0,0.0
5781,1,LEFT_TURN,1,100.0,0.0
5783,1,LEFT_TURN,1,100.0,0.0
5784,0,LEFT_TURN,1,51.7,0.0
5784,1,LEFT_TURN,1,51.7,0.0
5789,0,LEFT_TURN,1,100.0,0.0
5789,1,LEFT_TURN,1,100.0,0.0
5793,0,LEFT_TURN,1,100.0,0.0
5805,0,LEFT_TURN,1,100.0,0.0
5807,0,LEFT_TURN,1,100.0,0.0
5809,0,LEFT_TURN,1,100.0,0.0
5810,0,LEFT_TURN,1,69.9,0.0
5811,0,LEFT_TURN,1,75.2,0.0
5819,0,LEFT_TURN,1,65.8,0.0
5819,1,LEFT_TURN,1,65.8,0.0
5820,0,LEFT_TURN,1,72.5,0.0
5830,0,LEFT_TURN,1,100.0,0.0
5835,0,RIGHT_TURN,1,100.0,0.0
5836,1,LEFT_TURN,1,100.0,0.0
5846,0,LEFT_TURN,1,100.0,0.0
5847,0,RIGHT_TURN,1,100.0,0.0
5856,0,LEFT_TURN,1,73.0,0.0
5857,1,LEFT_TURN,1,100.0,0.0
5859,0,RIGHT_TURN,1,55.4,0.0
5861,1,LEFT_TURN,1,100.0,0.0
5863,0,LEFT_TURN,1,100.0,0.0
5863,1,LEFT_TURN,1,100.0,0.0
5864,0,LEFT_TURN,1,100.0,0.0
5864,1,LEFT_TURN,1,100.0,0.0
5865,1,LEFT_TURN,1,100.0,0.0
5866,1,LEFT_TURN,1,100.0,0.0
5867,0,LEFT_TURN,1,100.0,0.0
5867,1,LEFT_TURN,1,100.0,0.0
5872,0,LEFT_TURN,1,100.0,0.0
5875,0,LEFT_TURN,1,100.0,0.0
5875,1,LEFT_TURN,1,100.0,0.0
5878,1,LEFT_TURN,1,100.0,0.0
5879,1,LEFT_TURN,1,100.0,0.0
5880,1,LEFT_TURN,1,58.0,0.0
5881,1,LEFT_TURN,1,100.0,0.0
5882,0,LEFT_TURN,1,100.0,0.0
5884,1,LEFT_TURN,1,100.0,0.0
5887,0,LEFT_TURN,1,100.0,0.0
5888,1,LEFT_TURN,1,100.0,0.0
5890,0,LEFT_TURN,1,100.0,0.0
5890,1,LEFT_TURN,1,100.0,0.0
5892,1,LEFT_TURN,1,100.0,0.0
5893,1,LEFT_TURN,1,100.0,0.0
5908,0,LEFT_TURN,1,100.0,0.0
5913,0,LEFT_TURN,1,100.0,0.0
5918,0,LEFT_TURN,1,100.0,0.0
5919,0,LEFT_TURN,1,100.0,0.0
5919,1,LEFT_TURN,1,100.0,0.0
5922,0,LEFT_TURN,1,100.0,0.0
5924,0,LEFT_TURN,1,100.0,0.0
5925,0,LEFT_TURN,1,100.0,0.0
5928,0,LEFT_TURN,1,51.8,0.0
5929,0,RIGHT_TURN,1,100.0,0.0
5934,0,LEFT_TURN,1,100.0,0.0
5934,1,LEFT_TURN,1,100.0,0.0
5936,0,LEFT_TURN,1,100.0,0.0
5938,0,LEFT_TURN,1,100.0,0.0
5938,1,LEFT_TURN,1,100.0,0.0
5940,0,LEFT_TURN,1,100.0,0.0
5941,0,LEFT_TURN,1,73.5,0.0
5941,1,LEFT_TURN,1,73.5,0.0
5943,0,LEFT_TURN,1,100.0,0.0
5946,0,LEFT_TURN,1,60.7,0.0
5948,1,LEFT_TURN,1,100.0,0.0
5949,0,LEFT_TURN,1,100.0,0.0
5952,0,LEFT_TURN,1,100.0,0.0
5956,0,LEFT_TURN,1,100.0,0.0
5956,1,LEFT_TURN,1,100.0,0.0
5957,0,LEFT_TURN,1,100.0,0.0
5958,0,LEFT_TURN,1,100.0,0.0
5965,1,LEFT_TURN,1,100.0,0.0
5966,1,LEFT_TURN,1,100.0,0.0
5967,1,LEFT_TURN,1,100.0,0.0
5968,1,LEFT_TURN,1,100.0,0.0
5973,0,LEFT_TURN,1,100.0,0.0
5974,1,LEFT_TURN,1,100.0,0.0
5975,0,LEFT_TURN,1,100.0,0.0
5975,1,LEFT_TURN,1,100.0,0.0
5976,1,LEFT_TURN,1,100.0,0.0
5977,1,LEFT_TURN,1,100.0,0.0
5978,1,LEFT_TURN,1,100.0,0.0
5979,0,LEFT_TURN,1,100.0,0.0
5982,0,LEFT_TURN,1,80.9,0.0
5982,1,LEFT_TURN,1,80.9,0.0
5991,0,LEFT_TURN,1,86.9,0.0
5991,1,LEFT_TURN,1,86.9,0.0
5994,1,LEFT_TURN,1,100.0,0.0
6004,1,LEFT_TURN,1,100.0,0.0
6010,1,LEFT_TURN,2,85.0,0.0
6010,1,LEFT_TURN,1,85.0,0.0
6013,1,LEFT_TURN,1,100.0,0.0
6026,1,LEFT_TURN,1,86.0,0.0
6030,1,LEFT_TURN,1,100.0,0.0
6053,1,LEFT_TURN,1,71.0,0.0
6054,1,LEFT_TURN,1,100.0,0.0
6056,0,LEFT_TURN,1,100.0,0.0
6063,1,LEFT_TURN,1,92.1,0.0
6064,1,LEFT_TURN,1,100.0,0.0
6065,1,LEFT_TURN,1,100.0,0.0
6066,1,LEFT_TURN,1,100.0,0.0
6074,1,LEFT_TURN,1,100.0,0.0
6080,1,LEFT_TURN,1,100.0,0.0
6081,0,LEFT_TURN,1,100.0,0.0
6081,1,LEFT_TURN,1,100.0,0.0
6082,1,LEFT_TURN,1,100.0,0.0
6092,1,LEFT_TURN,1,100.0,0.0
6093,1,LEFT_TURN,1,100.0,0.0
6094,0,LEFT_TURN,1,100.0,0.0
6095,0,LEFT_TURN,1,100.0,0.0
6096,1,LEFT_TURN,1,100.0,0.0
6097,0,LEFT_TURN,1,100.0,0.0
6098,0,LEFT_TURN,1,100.0,0.0
6098,1,LEFT_TURN,1,100.0,0.0
6099,1,LEFT_TURN,1,100.0,0.0
6100,0,LEFT_TURN,1,100.0,0.0
6102,1,LEFT_TURN,1,100.0,0.0
6106,1,LEFT_TURN,1,100.0,0.0
6108,0,LEFT_TURN,1,100.0,0.0
6110,0,LEFT_TURN,1,100.0,0.0
6110,1,LEFT_TURN,1,100.0,0.0
6111,0,LEFT_TURN,1,100.0,0.0
6111,1,LEFT_TURN,1,100.0,0.0
6112,0,LEFT_TURN,1,60.5,0.0
6112,1,LEFT_TURN,1,60.5,0.0
6113,0,LEFT_TURN,1,100.0,0.0
6114,0,LEFT_TURN,1,100.0,0.0
6114,1,LEFT_TURN,1,100.0,0.0
6115,1,LEFT_TURN,1,100.0,0.0
6116,1,LEFT_TURN,1,100.0,0.0
6118,1,LEFT_TURN,1,100.0,0.0
6119,0,LEFT_TURN,1,100.0,0.0
6120,0,LEFT_TURN,1,100.0,0.0
6120,1,LEFT_TURN,1,100.0,0.0
6121,0,LEFT_TURN,1,100.0,0.0
6121,1,LEFT_TURN,1,100.0,0.0
6122,1,LEFT_TURN,1,100.0,0.0
6128,1,LEFT_TURN,1,100.0,0.0
6137,0,LEFT_TURN,1,100.0,0.0
6139,1,LEFT_TURN,1,100.0,0.0
6144,0,LEFT_TURN,1,227.8,0.0
6156,1,LEFT_TURN,1,100.0,0.0
6157,0,LEFT_TURN,1,100.0,0.0
6157,1,LEFT_TURN,1,100.0,0.0
6160,1,LEFT_TURN,1,100.0,0.0
6161,1,LEFT_TURN,1,100.0,0.0
6163,0,LEFT_TURN,1,100.0,0.0
6163,1,LEFT_TURN,1,100.0,0.0
6164,0,LEFT_TURN,1,100.0,0.0
6165,0,LEFT_TURN,1,100.0,0.0
6182,0,LEFT_TURN,1,100.0,0.0
6196,1,LEFT_TURN,1,69.4,0.0
6202,1,LEFT_TURN,1,100.0,0.0
6203,1,LEFT_TURN,1,100.0,0.0
6204,0,LEFT_TURN,1,100.0,0.0
6204,1,LEFT_TURN,1,100.0,0.0
6205,1,LEFT_TURN,1,61.4,0.0
6206,0,LEFT_TURN,1,100.0,0.0
6206,1,LEFT_TURN,1,100.0,0.0
6208,0,LEFT_TURN,1,100.0,0.0
6208,1,LEFT_TURN,1,100.0,0.0
6211,0,LEFT_TURN,1,100.0,0.0
6211,1,LEFT_TURN,1,100.0,0.0
6212,1,LEFT_TURN,1,100.0,0.0
6213,1,LEFT_TURN,1,100.0,0.0
6214,1,LEFT_TURN,1,100.0,0.0
6216,0,LEFT_TURN,1,100.0,0.0
6216,1,LEFT_TURN,1,100.0,0.0
6217,0,LEFT_TURN,1,100.0,0.0
6218,1,LEFT_TURN,1,100.0,0.0
6219,1,LEFT_TURN,1,100.0,0.0
6220,0,LEFT_TURN,1,100.0,0.0
6221,1,LEFT_TURN,1,100.0,0.0
6222,0,LEFT_TURN,1,100.0,0.0
6223,1,LEFT_TURN,1,100.0,0.0
6224,0,LEFT_TURN,1,100.0,0.0
6224,1,LEFT_TURN,1,100.0,0.0
6231,0,LEFT_TURN,1,100.0,0.0
6233,0,LEFT_TURN,1,100.0,0.0
6235,0,LEFT_TURN,1,89.9,0.0
6236,0,LEFT_TURN,1,100.0,0.0
6240,0,RIGHT_TURN,1,500.0,0.0
6244,0,LEFT_TURN,1,64.0,0.0
6246,0,LEFT_TURN,1,100.0,0.0
6246,1,LEFT_TURN,1,100.0,0.0
6250,1,LEFT_TURN,1,100.0,0.0
6251,1,LEFT_TURN,1,100.0,0.0
6256,1,LEFT_TURN,1,100.0,0.0
6259,0,LEFT_TURN,1,100.0,0.0
6260,0,LEFT_TURN,1,71.6,0.0
6260,1,LEFT_TURN,1,71.6,0.0
6262,0,LEFT_TURN,1,100.0,0.0
6262,1,LEFT_TURN,1,100.0,0.0
6264,1,LEFT_TURN,1,100.0,0.0
6267,0,LEFT_TURN,1,100.0,0.0
6268,0,LEFT_TURN,1,100.0,0.0
6269,0,LEFT_TURN,1,100.0,0.0
6279,0,LEFT_TURN,1,100.0,0.0
6294,0,LEFT_TURN,1,100.0,0.0
6298,0,LEFT_TURN,1,100.0,0.0
6298,1,LEFT_TURN,1,100.0,0.0
6299,0,RIGHT_MERGE,1,500.0,0.0
6307,0,LEFT_TURN,1,57.9,0.0
6310,1,LEFT_TURN,1,100.0,0.0
6312,0,LEFT_TURN,1,100.0,0.0
6312,1,LEFT_TURN,1,100.0,0.0
6313,0,LEFT_TURN,1,100.0,0.0
6313,1,LEFT_TURN,1,100.0,0.0
6316,0,RIGHT_MERGE,1,50.0,0.0
6318,0,LEFT_MERGE,1,175.0,0.0
6348,1,LEFT_TURN,1,100.0,0.0
6359,0,LEFT_TURN,1,60.0,0.0
6373,0,RIGHT_MERGE,1,258.0,0.0
6374,0,LEFT_TURN,1,100.0,0.0
6375,1,LEFT_TURN,1,100.0,0.0
6377,1,RIGHT_TURN,1,100.0,0.0
6379,0,LEFT_TURN,1,100.0,0.0
6380,1,RIGHT_TURN,1,100.0,0.0
6386,0,LEFT_TURN,1,100.0,0.0
6386,0,RIGHT_TURN,1,100.0,0.0
6389,1,LEFT_TURN,1,100.0,0.0
6390,1,LEFT_TURN,1,100.0,0.0
6392,1,LEFT_TURN,1,100.0,0.0
6395,1,LEFT_TURN,1,100.0,0.0
6396,0,LEFT_TURN,1,100.0,0.0
6397,0,LEFT_TURN,1,100.0,0.0
6400,1,LEFT_TURN,1,100.0,0.0
6402,1,LEFT_TURN,1,100.0,0.0
6403,1,LEFT_TURN,1,100.0,0.0
6404,0,LEFT_TURN,1,100.0,0.0
6408,0,RIGHT_TURN,1,100.0,0.0
6409,0,RIGHT_TURN,1,100.0,0.0
6409,1,LEFT_TURN,2,130.0,0.0
6409,1,LEFT_TURN,1,130.0,0.0
6410,1,LEFT_TURN,1,100.0,0.0
6411,1,LEFT_TURN,1,100.0,0.0
6411,1,RIGHT_TURN,1,100.0,0.0
6415,0,RIGHT_MERGE,1,332.0,0.0
6419,0,RIGHT_TURN,1,500.0,0.0
6422,1,LEFT_TURN,1,100.0,0.0
6433,1,LEFT_TURN,1,100.0,0.0
6439,0,RIGHT_TURN,1,100.0,0.0
6440,1,LEFT_TURN,1,100.0,0.0
6441,1,LEFT_TURN,1,100.0,0.0
6443,0,LEFT_TURN,1,100.0,0.0
6443,0,RIGHT_TURN,1,100.0,0.0
6444,1,LEFT_TURN,1,100.0,0.0
6444,1,RIGHT_TURN,1,100.0,0.0
6445,0,LEFT_TURN,1,100.0,0.0
6445,0,RIGHT_TURN,1,100.0,0.0
6446,1,LEFT_TURN,1,100.0,0.0
6446,1,RIGHT_TURN,1,100.0,0.0
6447,0,LEFT_TURN,1,100.0,0.0
6447,0,RIGHT_TURN,1,100.0,0.0
6458,0,LEFT_TURN,1,100.0,0.0
6459,1,RIGHT_TURN,1,100.0,0.0
6460,0,LEFT_TURN,1,100.0,0.0
6460,0,RIGHT_TURN,1,100.0,0.0
6461,1,LEFT_TURN,1,100.0,0.0
6461,1,RIGHT_TURN,1,100.0,0.0
6462,0,LEFT_TURN,1,100.0,0.0
6462,0,RIGHT_TURN,1,100.0,0.0
