58.355	40.396896	-83.073646	354.1	1.452277	
58.368	40.396904	-83.073647	354.33	2.158609	
58.395	40.396914	-83.073648	353.78	2.98635	
58.401	40.396928	-83.07365	353.02	3.842778	
58.424	40.396954	-83.073655	351.29	5.150103	
58.429	40.396974	-83.073659	350.89	5.790072	
58.434	40.396997	-83.073663	352.11	6.450556	
58.439	40.397035	-83.07367	352.44	7.428889	
58.447	40.397079	-83.073677	353.34	8.480278	
58.451	40.397127	-83.073682	355.38	8.839699	
58.455	40.397159	-83.073685	356.09	9.047222	
58.459	40.397212	-83.073688	356.88	9.884536	
58.462	40.39725	-83.07369	357.54	10.433056	
58.465	40.39731	-83.073693	357.9	11.344529	
58.47	40.397353	-83.073694	358.47	11.921221	
58.473	40.397398	-83.073695	358.83	12.455	
58.477	40.397469	-83.073696	358.94	13.434167	
58.48	40.397545	-83.073698	359.2	14.286122	
58.484	40.397599	-83.073699	359.12	14.79748	
58.488	40.397654	-83.073699	359.08	15.33456	
58.492	40.39774	-83.073701	359.28	16.0661	
58.496	40.397799	-83.073701	359.39	16.444217	
58.863	40.397859	-83.073702	359.34	16.7675	
59.311	40.397951	-83.073703	359.38	17.218889	
59.821	40.398046	-83.073705	359.23	17.678056	
60.394	40.398046	-83.073705	359.23	17.678056	
60.816	40.398175	-83.073707	359.39	17.691389	
61.315	40.398302	-83.073708	359.52	17.745247	
61.813	40.398399	-83.07371	359.2	17.963886	
62.331	40.398399	-83.07371	359.2	17.964167	
62.801	40.398529	-83.073713	359.1	18.15423	
63.36	40.398595	-83.073714	359.1	18.289722	
63.861	40.398694	-83.073716	359.04	18.467012	
64.307	40.398761	-83.073717	359.13	18.66816	
64.822	40.398863	-83.07372	359.11	18.882222	
65.704	40.398966	-83.073721	359.46	19.186206	
67.323	40.399036	-83.073722	359.14	19.353889	
67.329	40.399141	-83.073725	358.74	19.592102	
67.333	40.399248	-83.073728	358.75	19.883333	
67.337	40.399248	-83.073728	358.75	19.883333	
67.815	40.39943	-83.073732	359.18	20.310278	
68.32	40.39943	-83.073732	359.18	20.310278	
68.82	40.399615	-83.073735	359.53	20.725938	
69.311	40.39969	-83.073736	359.64	20.814422	
69.815	40.399803	-83.073737	359.6	20.915768	
70.314	40.399841	-83.073737	359.63	20.944577	
70.813	40.399953	-83.073738	359.67	20.818538	
71.364	40.400028	-83.073739	359.71	20.703056	
71.829	40.400139	-83.07374	359.47	20.481062	
72.308	40.400212	-83.073742	359.3	20.335989	
72.831	40.400285	-83.073743	359.36	20.239444	
73.399	40.400394	-83.073744	359.41	20.114444	
73.822	40.400502	-83.073746	359.44	20.06642	
74.317	40.400574	-83.073747	359.46	20.063333	
74.823	40.400682	-83.073748	359.31	19.989768	
75.691	40.400754	-83.073749	359.25	19.976111	
76.783	40.400899	-83.073751	359.35	20.162621	
76.794	40.400935	-83.073752	359.43	20.193056	
76.858	40.401045	-83.073753	359.28	20.270654	
77.331	40.401081	-83.073754	359.21	20.385	
78.339	40.401345	-83.073761	359.21	20.385	
78.816	40.401465	-83.073766	358.85	21.769746	
79.318	40.401545	-83.07377	358.67	22.128611	
79.826	40.401665	-83.073774	358.94	22.476078	
80.302	40.401747	-83.073775	359.19	22.740502	
80.836	40.40183	-83.073777	359.22	23.020278	
81.327	40.401914	-83.073779	359.22	23.020278	
81.835	40.402041	-83.073781	359.43	23.669589	
82.326	40.402171	-83.073782	359.34	24.00192	
82.823	40.402258	-83.073783	359.6	24.258113	
83.327	40.402389	-83.073785	359.64	24.144936	
83.815	40.402475	-83.073785	359.61	24.122778	
84.338	40.402607	-83.073786	359.69	24.359459	
84.865	40.402695	-83.073786	359.77	24.454167	
85.314	40.402827	-83.073786	359.8	24.406788	
85.805	40.402959	-83.073786	359.66	24.541572	
86.315	40.403004	-83.073786	359.64	24.622222	
86.806	40.403138	-83.073786	359.62	24.753009	
87.318	40.403227	-83.073787	359.66	24.840278	
87.81	40.403361	-83.073787	359.69	24.710556	
88.319	40.403494	-83.073787	359.73	24.615652	
88.808	40.403583	-83.073788	359.8	24.629167	
89.323	40.403627	-83.073788	359.79	24.600556	
89.811	40.403849	-83.073789	359.49	24.653207	
90.325	40.403849	-83.073789	359.49	24.653056	
90.875	40.403981	-83.07379	359.48	24.645833	
91.366	40.404114	-83.073791	359.59	24.6275	
91.883	40.404203	-83.073792	359.6	24.625278	
92.304	40.404336	-83.073793	359.41	24.619444	
92.814	40.404513	-83.073795	359.24	24.591988	
93.331	40.404513	-83.073795	359.24	24.591667	
93.827	40.404734	-83.073799	359.15	24.52511	
94.318	40.404734	-83.073799	359.15	24.525	
